Start_city,End_city,Distance
Ville_0095,Ville_0037,1972
Ville_0037,Ville_0027,2010
Ville_0027,Ville_0033,1854
Ville_0033,Ville_0082,1445
Ville_0082,Ville_0075,805
Ville_0075,Ville_0094,260
Ville_0094,Ville_0076,1084
Ville_0076,Ville_0080,2006
Ville_0080,Ville_0040,517
Ville_0040,Ville_0005,317
Ville_0005,Ville_0087,1691
Ville_0087,Ville_0029,2064
Ville_0029,Ville_0056,353
Ville_0056,Ville_0001,2413
Ville_0001,Ville_0090,2628
Ville_0090,Ville_0066,2861
Ville_0066,Ville_0051,269
Ville_0051,Ville_0047,671
Ville_0047,Ville_0059,661
Ville_0059,Ville_0007,2355
Ville_0007,Ville_0088,1294
Ville_0088,Ville_0010,398
Ville_0010,Ville_0091,1066
Ville_0091,Ville_0041,535
Ville_0041,Ville_0093,2335
Ville_0093,Ville_0062,1754
Ville_0062,Ville_0070,2533
Ville_0070,Ville_0009,2491
Ville_0009,Ville_0065,2583
Ville_0065,Ville_0054,974
Ville_0054,Ville_0014,2190
Ville_0014,Ville_0055,1608
Ville_0055,Ville_0098,1895
Ville_0098,Ville_0035,1863
Ville_0035,Ville_0039,1267
Ville_0039,Ville_0021,2460
Ville_0021,Ville_0013,1806
Ville_0013,Ville_0008,1300
Ville_0008,Ville_0074,2379
Ville_0074,Ville_0017,2593
Ville_0017,Ville_0057,296
Ville_0057,Ville_0018,2547
Ville_0018,Ville_0030,456
Ville_0030,Ville_0050,901
Ville_0050,Ville_0022,2612
Ville_0022,Ville_0052,914
Ville_0052,Ville_0048,1133
Ville_0048,Ville_0083,2755
Ville_0083,Ville_0023,382
Ville_0023,Ville_0081,693
Ville_0081,Ville_0078,1032
Ville_0078,Ville_0068,761
Ville_0068,Ville_0085,2310
Ville_0085,Ville_0038,357
Ville_0038,Ville_0043,691
Ville_0043,Ville_0020,60
Ville_0020,Ville_0016,1723
Ville_0016,Ville_0045,1895
Ville_0045,Ville_0026,2873
Ville_0026,Ville_0015,2482
Ville_0015,Ville_0019,1974
Ville_0019,Ville_0006,1242
Ville_0006,Ville_0003,183
Ville_0003,Ville_0096,998
