Start_city,End_city,Distance
Ville_0024,Ville_0001,2436
Ville_0001,Ville_0051,2768
Ville_0051,Ville_0101,629
Ville_0101,Ville_0077,1482
Ville_0077,Ville_0052,1320
Ville_0052,Ville_0049,2737
Ville_0049,Ville_0050,2910
Ville_0050,Ville_0027,2762
Ville_0027,Ville_0126,1655
Ville_0126,Ville_0016,578
Ville_0016,Ville_0072,2487
Ville_0072,Ville_0018,2953
Ville_0018,Ville_0177,397
Ville_0177,Ville_0062,1318
Ville_0062,Ville_0085,2339
Ville_0085,Ville_0156,1592
Ville_0156,Ville_0106,2685
Ville_0106,Ville_0140,1395
Ville_0140,Ville_0113,573
Ville_0113,Ville_0035,2794
Ville_0035,Ville_0032,2928
Ville_0032,Ville_0165,2857
Ville_0165,Ville_0097,2206
Ville_0097,Ville_0196,432
Ville_0196,Ville_0017,2696
Ville_0017,Ville_0186,2796
Ville_0186,Ville_0120,1784
Ville_0120,Ville_0095,2132
Ville_0095,Ville_0071,1532
Ville_0071,Ville_0169,124
Ville_0169,Ville_0183,1535
Ville_0183,Ville_0162,1315
Ville_0162,Ville_0076,788
Ville_0076,Ville_0124,927
Ville_0124,Ville_0007,1449
Ville_0007,Ville_0047,2041
Ville_0047,Ville_0004,836
Ville_0004,Ville_0199,977
Ville_0199,Ville_0134,613
Ville_0134,Ville_0146,684
Ville_0146,Ville_0067,366
Ville_0067,Ville_0131,1261
Ville_0131,Ville_0013,464
Ville_0013,Ville_0119,2129
Ville_0119,Ville_0037,2260
Ville_0037,Ville_0127,2206
Ville_0127,Ville_0003,204
Ville_0003,Ville_0138,2761
Ville_0138,Ville_0074,1429
Ville_0074,Ville_0038,2581
Ville_0038,Ville_0160,586
Ville_0160,Ville_0117,2496
Ville_0117,Ville_0143,1593
Ville_0143,Ville_0090,681
Ville_0090,Ville_0069,714
Ville_0069,Ville_0142,790
Ville_0142,Ville_0175,2887
Ville_0175,Ville_0198,2608
Ville_0198,Ville_0086,728
Ville_0086,Ville_0139,1842
Ville_0139,Ville_0109,228
Ville_0109,Ville_0054,1732
Ville_0054,Ville_0048,1542
Ville_0048,Ville_0168,2820
Ville_0168,Ville_0180,2997
Ville_0180,Ville_0197,1022
Ville_0197,Ville_0092,1869
Ville_0092,Ville_0040,2550
Ville_0040,Ville_0096,1217
Ville_0096,Ville_0065,1888
Ville_0065,Ville_0046,1008
Ville_0046,Ville_0008,2237
Ville_0008,Ville_0189,1029
Ville_0189,Ville_0039,1317
Ville_0039,Ville_0184,1971
Ville_0184,Ville_0061,844
Ville_0061,Ville_0009,1556
Ville_0009,Ville_0182,2828
Ville_0182,Ville_0115,2386
Ville_0115,Ville_0041,1854
Ville_0041,Ville_0133,1941
Ville_0133,Ville_0042,1204
Ville_0042,Ville_0161,1614
Ville_0161,Ville_0121,2109
Ville_0121,Ville_0149,2210
Ville_0149,Ville_0159,1764
Ville_0159,Ville_0088,713
Ville_0088,Ville_0058,867
Ville_0058,Ville_0145,2526
Ville_0145,Ville_0191,616
Ville_0191,Ville_0060,1074
Ville_0060,Ville_0064,263
Ville_0064,Ville_0151,2676
Ville_0151,Ville_0130,2018
Ville_0130,Ville_0123,1570
Ville_0123,Ville_0141,2321
Ville_0141,Ville_0099,470
Ville_0099,Ville_0164,2963
Ville_0164,Ville_0188,2163
Ville_0188,Ville_0176,560
Ville_0176,Ville_0163,1217
Ville_0163,Ville_0026,393
Ville_0026,Ville_0033,706
Ville_0033,Ville_0108,1167
Ville_0108,Ville_0014,1890
Ville_0014,Ville_0170,2152
Ville_0170,Ville_0158,653
Ville_0158,Ville_0167,1841
Ville_0167,Ville_0083,425
Ville_0083,Ville_0105,959
Ville_0105,Ville_0094,1897
Ville_0094,Ville_0114,1481
Ville_0114,Ville_0166,159
Ville_0166,Ville_0187,1749
Ville_0187,Ville_0116,268
Ville_0116,Ville_0025,1673
Ville_0025,Ville_0122,2106
Ville_0122,Ville_0068,1581
Ville_0068,Ville_0179,1015
Ville_0179,Ville_0082,1631
Ville_0082,Ville_0173,384
Ville_0173,Ville_0010,1585
Ville_0010,Ville_0022,969
Ville_0022,Ville_0100,165
Ville_0100,Ville_0043,1355
Ville_0043,Ville_0192,455
Ville_0192,Ville_0087,2977
Ville_0087,Ville_0080,2712
Ville_0080,Ville_0157,1423
Ville_0157,Ville_0021,648
Ville_0021,Ville_0103,613
Ville_0103,Ville_0136,206
Ville_0136,Ville_0063,1225
Ville_0063,Ville_0028,1985
Ville_0028,Ville_0155,2901
Ville_0155,Ville_0023,618
Ville_0023,Ville_0093,2939
Ville_0093,Ville_0153,1971
Ville_0153,Ville_0044,1887
Ville_0044,Ville_0185,2570
Ville_0185,Ville_0006,71
Ville_0006,Ville_0150,374
Ville_0150,Ville_0195,127
Ville_0195,Ville_0172,1098
Ville_0172,Ville_0200,933
Ville_0200,Ville_0104,662
Ville_0104,Ville_0147,2297
Ville_0147,Ville_0110,2543
Ville_0110,Ville_0148,2211
Ville_0148,Ville_0081,1783
Ville_0081,Ville_0020,505
Ville_0020,Ville_0118,1230
Ville_0118,Ville_0005,1023
Ville_0005,Ville_0112,1283
Ville_0112,Ville_0011,549
Ville_0011,Ville_0181,245
Ville_0181,Ville_0019,1026
Ville_0019,Ville_0091,1769
Ville_0091,Ville_0144,2667
Ville_0144,Ville_0129,2601
Ville_0129,Ville_0059,1922
Ville_0059,Ville_0137,307
Ville_0137,Ville_0098,504
Ville_0098,Ville_0034,2097
Ville_0034,Ville_0045,2494
Ville_0045,Ville_0193,2245
Ville_0193,Ville_0128,117
Ville_0128,Ville_0178,2638
Ville_0178,Ville_0031,2160
Ville_0031,Ville_0084,2405
Ville_0084,Ville_0075,1040
Ville_0075,Ville_0066,2993
Ville_0066,Ville_0036,638
Ville_0036,Ville_0055,1243
Ville_0055,Ville_0078,1808
Ville_0078,Ville_0053,56
Ville_0053,Ville_0002,2568
Ville_0002,Ville_0015,1495
Ville_0015,Ville_0154,1035
Ville_0154,Ville_0102,2387
Ville_0102,Ville_0057,1756
Ville_0057,Ville_0012,817
Ville_0012,Ville_0079,2771
Ville_0079,Ville_0171,2787
Ville_0171,Ville_0135,400
Ville_0135,Ville_0125,2194
Ville_0125,Ville_0152,1527
Ville_0152,Ville_0190,327
Ville_0190,Ville_0174,2204
Ville_0174,Ville_0073,2278
Ville_0073,Ville_0029,2128
Ville_0029,Ville_0111,2129
Ville_0111,Ville_0089,2319
Ville_0089,Ville_0030,133
Ville_0030,Ville_0132,1649
Ville_0132,Ville_0194,1975
Ville_0194,Ville_0056,228
Ville_0056,Ville_0070,2653
Ville_0070,Ville_0107,1634
Ville_0107,Ville_0024,1579
Ville_0168,Ville_0029,116
Ville_0060,Ville_0106,1462
Ville_0109,Ville_0152,2741
Ville_0129,Ville_0186,2433
Ville_0190,Ville_0089,1411
Ville_0124,Ville_0072,1493
Ville_0044,Ville_0159,2682
Ville_0119,Ville_0107,2854
Ville_0068,Ville_0015,2010
Ville_0059,Ville_0127,602
Ville_0156,Ville_0079,1924
Ville_0126,Ville_0184,875
Ville_0072,Ville_0160,221
Ville_0103,Ville_0163,2274
Ville_0173,Ville_0168,199
Ville_0111,Ville_0045,832
Ville_0189,Ville_0060,245
Ville_0128,Ville_0121,1169
Ville_0183,Ville_0130,1839
Ville_0026,Ville_0073,1851
Ville_0164,Ville_0159,815
Ville_0087,Ville_0002,2087
Ville_0130,Ville_0136,1142
Ville_0032,Ville_0125,1788
Ville_0035,Ville_0105,2517
Ville_0127,Ville_0044,1253
Ville_0042,Ville_0186,377
Ville_0161,Ville_0031,1260
Ville_0182,Ville_0187,2518
Ville_0079,Ville_0083,732
Ville_0053,Ville_0166,1489
Ville_0187,Ville_0016,1494
Ville_0019,Ville_0094,1174
Ville_0098,Ville_0062,357
Ville_0075,Ville_0098,1713
Ville_0151,Ville_0103,2832
Ville_0146,Ville_0050,634
Ville_0011,Ville_0036,1844
Ville_0027,Ville_0162,325
Ville_0139,Ville_0107,2692
Ville_0164,Ville_0200,182
Ville_0112,Ville_0134,2831
Ville_0116,Ville_0130,1573
Ville_0166,Ville_0132,364
Ville_0104,Ville_0007,2218
Ville_0151,Ville_0163,1337
Ville_0193,Ville_0046,1072
Ville_0071,Ville_0049,812
Ville_0087,Ville_0136,1635
Ville_0195,Ville_0169,1122
Ville_0070,Ville_0197,2933
Ville_0187,Ville_0090,2556
Ville_0189,Ville_0002,2061
Ville_0160,Ville_0183,605
Ville_0140,Ville_0116,757
Ville_0012,Ville_0166,409
Ville_0055,Ville_0133,2785
Ville_0058,Ville_0057,315
Ville_0185,Ville_0153,1239
Ville_0061,Ville_0146,2965
Ville_0057,Ville_0154,2662
Ville_0119,Ville_0064,2133
Ville_0175,Ville_0183,873
Ville_0007,Ville_0139,2073
Ville_0049,Ville_0064,2319
Ville_0104,Ville_0130,1964
Ville_0006,Ville_0076,2556
Ville_0165,Ville_0156,1316
Ville_0163,Ville_0079,2994
Ville_0010,Ville_0028,1732
Ville_0194,Ville_0108,2404
Ville_0140,Ville_0162,1348
Ville_0034,Ville_0140,1893
Ville_0179,Ville_0055,2169
Ville_0058,Ville_0162,2308
Ville_0098,Ville_0081,795
Ville_0194,Ville_0076,1822
Ville_0080,Ville_0062,558
Ville_0136,Ville_0134,1295
Ville_0042,Ville_0057,973
Ville_0058,Ville_0136,1213
Ville_0035,Ville_0168,854
Ville_0137,Ville_0006,1174
Ville_0162,Ville_0129,1290
Ville_0019,Ville_0023,432
Ville_0080,Ville_0034,740
Ville_0020,Ville_0110,681
Ville_0013,Ville_0178,2607
Ville_0171,Ville_0112,1432
Ville_0172,Ville_0016,166
Ville_0035,Ville_0072,2677
Ville_0056,Ville_0147,1134
Ville_0193,Ville_0143,2393
Ville_0170,Ville_0091,2667
