Start_city,End_city,Distance
Ville_0208,Ville_0287,2878
Ville_0287,Ville_0443,2809
Ville_0443,Ville_0663,2877
Ville_0663,Ville_0249,2815
Ville_0249,Ville_0424,1667
Ville_0424,Ville_0142,1289
Ville_0142,Ville_0051,408
Ville_0051,Ville_0255,562
Ville_0255,Ville_0279,603
Ville_0279,Ville_0530,106
Ville_0530,Ville_0082,831
Ville_0082,Ville_0937,508
Ville_0937,Ville_0619,115
Ville_0619,Ville_0819,2900
Ville_0819,Ville_0001,820
Ville_0001,Ville_0992,159
Ville_0992,Ville_0004,907
Ville_0004,Ville_0769,2020
Ville_0769,Ville_0074,2706
Ville_0074,Ville_0167,644
Ville_0167,Ville_0091,2711
Ville_0091,Ville_0187,1040
Ville_0187,Ville_0601,1834
Ville_0601,Ville_0912,2614
Ville_0912,Ville_0009,2256
Ville_0009,Ville_0611,831
Ville_0611,Ville_0398,402
Ville_0398,Ville_0226,1282
Ville_0226,Ville_0984,1948
Ville_0984,Ville_0172,656
Ville_0172,Ville_0041,1991
Ville_0041,Ville_0160,1778
Ville_0160,Ville_0462,139
Ville_0462,Ville_0276,527
Ville_0276,Ville_0961,730
Ville_0961,Ville_0612,674
Ville_0612,Ville_0717,2927
Ville_0717,Ville_0578,1873
Ville_0578,Ville_0269,2036
Ville_0269,Ville_0191,1981
Ville_0191,Ville_0792,130
Ville_0792,Ville_0564,1891
Ville_0564,Ville_0745,2447
Ville_0745,Ville_0739,1043
Ville_0739,Ville_0065,874
Ville_0065,Ville_0467,1257
Ville_0467,Ville_0236,2382
Ville_0236,Ville_0156,1654
Ville_0156,Ville_0198,258
Ville_0198,Ville_0177,1417
Ville_0177,Ville_0243,82
Ville_0243,Ville_0863,470
Ville_0863,Ville_0788,2632
Ville_0788,Ville_0288,2970
Ville_0288,Ville_0698,1818
Ville_0698,Ville_0989,1752
Ville_0989,Ville_0980,2080
Ville_0980,Ville_0403,2420
Ville_0403,Ville_0729,2490
Ville_0729,Ville_0901,2320
Ville_0901,Ville_0452,1241
Ville_0452,Ville_0036,201
Ville_0036,Ville_0778,2046
Ville_0778,Ville_0076,1687
Ville_0076,Ville_0319,2041
Ville_0319,Ville_0429,2152
Ville_0429,Ville_0071,2470
Ville_0071,Ville_0475,2554
Ville_0475,Ville_0371,2829
Ville_0371,Ville_0520,2048
Ville_0520,Ville_0179,999
Ville_0179,Ville_0200,2975
Ville_0200,Ville_0193,298
Ville_0193,Ville_0818,2213
Ville_0818,Ville_0246,127
Ville_0246,Ville_0261,1778
Ville_0261,Ville_0595,2410
Ville_0595,Ville_0349,1343
Ville_0349,Ville_0266,2316
Ville_0266,Ville_0456,310
Ville_0456,Ville_0463,1147
Ville_0463,Ville_0757,2705
Ville_0757,Ville_0188,1758
Ville_0188,Ville_0326,1988
Ville_0326,Ville_0774,528
Ville_0774,Ville_0797,2076
Ville_0797,Ville_0706,2600
Ville_0706,Ville_0477,2696
Ville_0477,Ville_0383,1470
Ville_0383,Ville_0139,1886
Ville_0139,Ville_0613,2907
Ville_0613,Ville_0753,1836
Ville_0753,Ville_0875,135
Ville_0875,Ville_0570,710
Ville_0570,Ville_0178,1229
Ville_0178,Ville_0339,837
Ville_0339,Ville_0397,1972
Ville_0397,Ville_0035,1458
Ville_0035,Ville_0807,1844
Ville_0807,Ville_0050,1000
Ville_0050,Ville_0791,2129
Ville_0791,Ville_0868,949
Ville_0868,Ville_0622,2457
Ville_0622,Ville_0898,2855
Ville_0898,Ville_0048,1439
Ville_0048,Ville_0914,2516
Ville_0914,Ville_0343,2979
Ville_0343,Ville_0919,2740
Ville_0919,Ville_0136,1968
Ville_0136,Ville_0017,587
Ville_0017,Ville_0636,1251
Ville_0636,Ville_0870,2963
Ville_0870,Ville_0162,1648
Ville_0162,Ville_0828,1757
Ville_0828,Ville_0730,2807
Ville_0730,Ville_0056,2722
Ville_0056,Ville_0278,1525
Ville_0278,Ville_0459,1984
Ville_0459,Ville_0218,713
Ville_0218,Ville_0016,2597
Ville_0016,Ville_0175,898
Ville_0175,Ville_0491,1206
Ville_0491,Ville_0484,2879
Ville_0484,Ville_0353,403
Ville_0353,Ville_0201,2782
Ville_0201,Ville_0742,2027
Ville_0742,Ville_0104,578
Ville_0104,Ville_0846,759
Ville_0846,Ville_0849,867
Ville_0849,Ville_0054,690
Ville_0054,Ville_0949,2531
Ville_0949,Ville_0256,2065
Ville_0256,Ville_0732,463
Ville_0732,Ville_0652,1753
