Start_city,End_city,Distance
Ville_0040,Ville_0049,1426
Ville_0049,Ville_0017,2789
Ville_0017,Ville_0028,2831
Ville_0028,Ville_0041,1706
Ville_0041,Ville_0003,726
Ville_0003,Ville_0026,1964
Ville_0026,Ville_0008,572
Ville_0008,Ville_0004,2598
Ville_0004,Ville_0030,2237
Ville_0030,Ville_0039,160
Ville_0039,Ville_0024,1663
Ville_0024,Ville_0036,2474
Ville_0036,Ville_0020,2361
Ville_0020,Ville_0033,2765
Ville_0033,Ville_0012,161
Ville_0012,Ville_0042,393
Ville_0042,Ville_0045,2682
Ville_0045,Ville_0023,1805
Ville_0023,Ville_0043,605
Ville_0043,Ville_0001,1941
Ville_0001,Ville_0047,794
Ville_0047,Ville_0013,255
Ville_0013,Ville_0032,1115
Ville_0032,Ville_0007,1602
Ville_0007,Ville_0002,1390
Ville_0002,Ville_0031,916
Ville_0031,Ville_0037,1912
Ville_0037,Ville_0044,1388
Ville_0044,Ville_0011,1432
Ville_0011,Ville_0034,1602
Ville_0034,Ville_0027,1189
Ville_0027,Ville_0048,1776
Ville_0048,Ville_0014,1083
Ville_0014,Ville_0038,385
Ville_0038,Ville_0025,1976
Ville_0025,Ville_0015,129
Ville_0015,Ville_0010,2259
Ville_0010,Ville_0009,263
Ville_0009,Ville_0006,1483
Ville_0006,Ville_0035,968
Ville_0035,Ville_0021,2712
Ville_0021,Ville_0022,331
Ville_0022,Ville_0050,2719
Ville_0050,Ville_0016,214
Ville_0016,Ville_0019,177
Ville_0019,Ville_0046,1062
Ville_0046,Ville_0005,866
Ville_0005,Ville_0029,133
Ville_0029,Ville_0018,2594
Ville_0018,Ville_0040,674
Ville_0012,Ville_0004,1989
Ville_0022,Ville_0008,2360
Ville_0020,Ville_0011,2915
Ville_0042,Ville_0018,1560
Ville_0039,Ville_0009,2537
Ville_0005,Ville_0019,519
Ville_0018,Ville_0039,1324
Ville_0026,Ville_0010,155
Ville_0043,Ville_0015,2824
Ville_0019,Ville_0036,361
Ville_0010,Ville_0016,2619
Ville_0012,Ville_0026,2905
Ville_0018,Ville_0043,2852
Ville_0009,Ville_0008,2368
Ville_0017,Ville_0013,2232
Ville_0037,Ville_0022,1567
Ville_0041,Ville_0048,2702
Ville_0047,Ville_0040,1770
Ville_0027,Ville_0026,1825
Ville_0032,Ville_0035,1933
Ville_0019,Ville_0030,1833
Ville_0024,Ville_0046,2187
Ville_0021,Ville_0045,2572
Ville_0038,Ville_0018,2030
Ville_0011,Ville_0037,2476
Ville_0045,Ville_0001,1055
Ville_0003,Ville_0045,1896
Ville_0012,Ville_0029,1953
Ville_0015,Ville_0006,2786
Ville_0007,Ville_0047,167
Ville_0027,Ville_0001,794
Ville_0027,Ville_0020,1503
Ville_0042,Ville_0047,1195
Ville_0009,Ville_0016,1181
Ville_0025,Ville_0040,2166
Ville_0036,Ville_0003,1038
Ville_0046,Ville_0031,2051
Ville_0025,Ville_0029,1034
Ville_0016,Ville_0034,2695
Ville_0019,Ville_0027,1885
Ville_0049,Ville_0003,1255
Ville_0033,Ville_0002,2883
Ville_0012,Ville_0043,2769
Ville_0010,Ville_0032,1988
Ville_0025,Ville_0014,1458
Ville_0037,Ville_0005,2304
Ville_0016,Ville_0011,1159
Ville_0043,Ville_0042,994
Ville_0008,Ville_0046,838
Ville_0001,Ville_0008,2244
Ville_0029,Ville_0016,808
Ville_0005,Ville_0034,1182
Ville_0046,Ville_0010,2198
Ville_0009,Ville_0023,461
Ville_0036,Ville_0023,981
Ville_0032,Ville_0024,1288
Ville_0040,Ville_0019,2237
Ville_0004,Ville_0045,236
Ville_0028,Ville_0025,1246
Ville_0016,Ville_0004,2662
Ville_0029,Ville_0027,470
Ville_0040,Ville_0015,1214
Ville_0044,Ville_0047,805
Ville_0028,Ville_0042,2006
Ville_0008,Ville_0041,1691
Ville_0027,Ville_0041,2413
Ville_0035,Ville_0050,269
Ville_0003,Ville_0012,535
Ville_0031,Ville_0009,2491
Ville_0006,Ville_0033,2190
Ville_0007,Ville_0044,1863
Ville_0043,Ville_0010,1806
Ville_0006,Ville_0028,2547
Ville_0005,Ville_0026,901
Ville_0035,Ville_0020,1133
