Start_city,End_city,Distance
Ville_0008,Ville_0007,2997
Ville_0007,Ville_0010,1128
Ville_0010,Ville_0002,2100
Ville_0002,Ville_0004,781
Ville_0004,Ville_0003,2129
Ville_0003,Ville_0001,485
Ville_0001,Ville_0006,2611
Ville_0006,Ville_0005,1272
Ville_0005,Ville_0009,2667
Ville_0009,Ville_0008,2129
Ville_0009,Ville_0002,676
Ville_0003,Ville_0010,2259
Ville_0005,Ville_0008,2503
Ville_0003,Ville_0006,129
Ville_0007,Ville_0003,1309
Ville_0002,Ville_0008,1036
Ville_0009,Ville_0007,400
Ville_0006,Ville_0007,2231
Ville_0010,Ville_0004,2211
Ville_0009,Ville_0001,917
Ville_0005,Ville_0002,2970
Ville_0004,Ville_0001,2801
Ville_0007,Ville_0002,970
Ville_0004,Ville_0006,927
Ville_0005,Ville_0010,2388
