Category,Object
Corrosive,Object_00383
Explosive,Object_00207
Corrosive,Object_00450
Radioactive,Object_00240
Oxidizing,Object_00123
Pressurized,Object_00162
Fragile,Object_00373
Flammable,Object_00273
Fragile,Object_00166
Radioactive,Object_00331
Toxic,Object_00503
Pressurized,Object_00001
Flammable,Object_00453
Radioactive,Object_00424
Corrosive,Object_00381
Fragile,Object_00214
Corrosive,Object_00466
Food,Object_00007
Radioactive,Object_00081
Fragile,Object_00310
Oxidizing,Object_00392
Radioactive,Object_00287
Flammable,Object_00120
Food,Object_00455
Oxidizing,Object_00417
Pressurized,Object_00210
Oxidizing,Object_00045
Food,Object_00299
Food,Object_00472
Fragile,Object_00140
Food,Object_00498
Oxidizing,Object_00198
Pressurized,Object_00043
Unspecified,Object_00247
Explosive,Object_00151
Radioactive,Object_00386
Explosive,Object_00500
Radioactive,Object_00335
Pressurized,Object_00418
Food,Object_00446
Food,Object_00098
Fragile,Object_00447
Flammable,Object_00288
Toxic,Object_00011
Toxic,Object_00134
Oxidizing,Object_00233
Fragile,Object_00161
Fragile,Object_00411
Pressurized,Object_00138
Oxidizing,Object_00204
Explosive,Object_00141
Flammable,Object_00230
Oxidizing,Object_00459
Flammable,Object_00038
Pressurized,Object_00221
Corrosive,Object_00172
Fragile,Object_00350
Oxidizing,Object_00048
Explosive,Object_00465
Flammable,Object_00460
Flammable,Object_00377
Food,Object_00037
Oxidizing,Object_00319
Unspecified,Object_00271
Toxic,Object_00143
Radioactive,Object_00033
Corrosive,Object_00066
Corrosive,Object_00199
Toxic,Object_00135
Oxidizing,Object_00059
Pressurized,Object_00069
Corrosive,Object_00206
Fragile,Object_00127
Corrosive,Object_00200
Corrosive,Object_00095
Unspecified,Object_00201
Pressurized,Object_00306
Pressurized,Object_00279
Pressurized,Object_00036
Corrosive,Object_00257
Unspecified,Object_00139
Corrosive,Object_00321
Flammable,Object_00064
Fragile,Object_00256
Toxic,Object_00468
Toxic,Object_00155
Unspecified,Object_00434
Toxic,Object_00047
Radioactive,Object_00300
Pressurized,Object_00354
Toxic,Object_00244
Fragile,Object_00177
Pressurized,Object_00371
Flammable,Object_00092
Radioactive,Object_00103
Corrosive,Object_00142
Pressurized,Object_00101
Toxic,Object_00431
Corrosive,Object_00314
Pressurized,Object_00292
Corrosive,Object_00280
Pressurized,Object_00441
Flammable,Object_00084
Corrosive,Object_00051
Oxidizing,Object_00145
Oxidizing,Object_00266
Fragile,Object_00291
Unspecified,Object_00182
Fragile,Object_00416
Oxidizing,Object_00481
Radioactive,Object_00389
Food,Object_00074
Radioactive,Object_00440
Radioactive,Object_00023
Explosive,Object_00235
Fragile,Object_00435
Toxic,Object_00016
Corrosive,Object_00196
Toxic,Object_00329
Flammable,Object_00317
Fragile,Object_00341
Oxidizing,Object_00030
Flammable,Object_00505
Flammable,Object_00052
Explosive,Object_00174
Food,Object_00239
Toxic,Object_00149
Food,Object_00480
Pressurized,Object_00113
Corrosive,Object_00376
Corrosive,Object_00195
Corrosive,Object_00421
Corrosive,Object_00399
Pressurized,Object_00362
Flammable,Object_00050
Flammable,Object_00375
Flammable,Object_00393
Toxic,Object_00226
Fragile,Object_00068
Oxidizing,Object_00168
Unspecified,Object_00395
Food,Object_00175
Pressurized,Object_00012
Toxic,Object_00054
Flammable,Object_00144
Pressurized,Object_00002
Toxic,Object_00004
Unspecified,Object_00485
Unspecified,Object_00402
Unspecified,Object_00209
Toxic,Object_00508
Radioactive,Object_00180
Fragile,Object_00096
Pressurized,Object_00150
Unspecified,Object_00385
Radioactive,Object_00189
Explosive,Object_00121
Oxidizing,Object_00227
Corrosive,Object_00252
Fragile,Object_00087
Oxidizing,Object_00111
Toxic,Object_00449
Food,Object_00156
Oxidizing,Object_00384
Corrosive,Object_00366
Oxidizing,Object_00347
Pressurized,Object_00229
Flammable,Object_00403
Radioactive,Object_00463
Unspecified,Object_00269
Corrosive,Object_00157
Oxidizing,Object_00100
Unspecified,Object_00445
Corrosive,Object_00193
Corrosive,Object_00359
Fragile,Object_00219
Radioactive,Object_00448
Radioactive,Object_00397
Fragile,Object_00119
Oxidizing,Object_00122
Corrosive,Object_00208
Explosive,Object_00032
Fragile,Object_00326
Flammable,Object_00442
Radioactive,Object_00438
Food,Object_00332
Oxidizing,Object_00290
Toxic,Object_00222
Oxidizing,Object_00482
Toxic,Object_00014
Explosive,Object_00094
Unspecified,Object_00254
Fragile,Object_00132
Corrosive,Object_00311
Unspecified,Object_00289
Oxidizing,Object_00336
Corrosive,Object_00041
Oxidizing,Object_00351
Corrosive,Object_00406
Radioactive,Object_00112
Fragile,Object_00509
Fragile,Object_00169
Corrosive,Object_00104
Explosive,Object_00015
Corrosive,Object_00470
Unspecified,Object_00429
Corrosive,Object_00040
Radioactive,Object_00298
Toxic,Object_00186
Radioactive,Object_00178
Corrosive,Object_00039
Oxidizing,Object_00414
Oxidizing,Object_00110
Corrosive,Object_00067
Food,Object_00058
Food,Object_00323
Toxic,Object_00137
Food,Object_00301
Explosive,Object_00073
Fragile,Object_00340
Fragile,Object_00181
Toxic,Object_00364
Food,Object_00267
Pressurized,Object_00228
Fragile,Object_00433
Oxidizing,Object_00053
Radioactive,Object_00443
Radioactive,Object_00259
Toxic,Object_00159
Pressurized,Object_00357
Pressurized,Object_00116
Pressurized,Object_00285
Fragile,Object_00194
Corrosive,Object_00491
Food,Object_00205
Food,Object_00031
Unspecified,Object_00404
Radioactive,Object_00405
Unspecified,Object_00365
Fragile,Object_00190
Explosive,Object_00114
Oxidizing,Object_00296
Food,Object_00124
Unspecified,Object_00091
Unspecified,Object_00261
Flammable,Object_00154
Oxidizing,Object_00203
Radioactive,Object_00378
Unspecified,Object_00479
Flammable,Object_00057
Radioactive,Object_00005
Unspecified,Object_00246
Flammable,Object_00327
Radioactive,Object_00077
Pressurized,Object_00236
Toxic,Object_00444
Oxidizing,Object_00225
Flammable,Object_00253
Corrosive,Object_00164
Flammable,Object_00461
Pressurized,Object_00192
Explosive,Object_00117
Radioactive,Object_00315
Explosive,Object_00452
Corrosive,Object_00484
Fragile,Object_00391
Unspecified,Object_00019
Food,Object_00090
Explosive,Object_00413
Food,Object_00471
Flammable,Object_00451
Flammable,Object_00126
Food,Object_00079
Flammable,Object_00398
Food,Object_00262
Radioactive,Object_00029
Radioactive,Object_00125
Corrosive,Object_00489
Toxic,Object_00278
Food,Object_00076
Unspecified,Object_00494
Unspecified,Object_00316
Flammable,Object_00018
Flammable,Object_00374
Pressurized,Object_00380
Radioactive,Object_00049
Radioactive,Object_00427
Corrosive,Object_00486
Oxidizing,Object_00097
Toxic,Object_00251
Radioactive,Object_00213
Corrosive,Object_00270
Radioactive,Object_00276
Toxic,Object_00274
Radioactive,Object_00020
Toxic,Object_00078
Fragile,Object_00410
Corrosive,Object_00176
Food,Object_00167
Explosive,Object_00061
Corrosive,Object_00211
Toxic,Object_00454
Pressurized,Object_00483
Food,Object_00318
Food,Object_00510
Toxic,Object_00337
Toxic,Object_00184
Pressurized,Object_00346
Flammable,Object_00217
Food,Object_00368
Oxidizing,Object_00224
Unspecified,Object_00387
Food,Object_00467
Flammable,Object_00128
Unspecified,Object_00361
Explosive,Object_00025
Unspecified,Object_00353
Fragile,Object_00158
Unspecified,Object_00165
Food,Object_00147
Pressurized,Object_00439
Food,Object_00027
Toxic,Object_00187
Pressurized,Object_00093
Toxic,Object_00428
Unspecified,Object_00303
Radioactive,Object_00294
Radioactive,Object_00504
Toxic,Object_00263
Oxidizing,Object_00333
Radioactive,Object_00396
Explosive,Object_00469
Radioactive,Object_00325
Radioactive,Object_00265
Toxic,Object_00133
Oxidizing,Object_00021
Flammable,Object_00242
Fragile,Object_00407
Flammable,Object_00476
Explosive,Object_00188
Flammable,Object_00248
Oxidizing,Object_00024
Corrosive,Object_00163
Radioactive,Object_00268
Fragile,Object_00034
Toxic,Object_00060
Radioactive,Object_00183
Oxidizing,Object_00370
Fragile,Object_00283
Pressurized,Object_00339
Unspecified,Object_00026
Food,Object_00297
Toxic,Object_00437
Toxic,Object_00320
Corrosive,Object_00130
Explosive,Object_00075
Fragile,Object_00202
Radioactive,Object_00146
Unspecified,Object_00493
Flammable,Object_00464
Oxidizing,Object_00474
Pressurized,Object_00313
Toxic,Object_00255
Pressurized,Object_00231
Toxic,Object_00102
Toxic,Object_00028
Flammable,Object_00501
Pressurized,Object_00197
Oxidizing,Object_00462
Food,Object_00107
Pressurized,Object_00307
Radioactive,Object_00056
Explosive,Object_00422
Pressurized,Object_00009
Unspecified,Object_00042
Toxic,Object_00506
Toxic,Object_00478
Fragile,Object_00324
Pressurized,Object_00055
Pressurized,Object_00456
Oxidizing,Object_00281
Toxic,Object_00304
Fragile,Object_00401
Toxic,Object_00250
Explosive,Object_00108
Unspecified,Object_00420
Pressurized,Object_00382
Fragile,Object_00191
Flammable,Object_00070
Fragile,Object_00085
Pressurized,Object_00390
Oxidizing,Object_00099
Corrosive,Object_00152
Fragile,Object_00065
Radioactive,Object_00496
Pressurized,Object_00367
Unspecified,Object_00238
Explosive,Object_00218
Corrosive,Object_00490
Radioactive,Object_00360
Toxic,Object_00423
Toxic,Object_00258
Explosive,Object_00260
Toxic,Object_00328
Food,Object_00408
Corrosive,Object_00345
Explosive,Object_00022
Corrosive,Object_00013
Toxic,Object_00071
Flammable,Object_00286
Explosive,Object_00173
Fragile,Object_00284
Radioactive,Object_00458
Pressurized,Object_00475
Explosive,Object_00412
Food,Object_00308
Corrosive,Object_00358
Food,Object_00302
