Category,Object
Radioactive,Object_00105
Corrosive,Object_00123
Fragile,Object_00126
Unspecified,Object_00293
Food,Object_00291
Radioactive,Object_00017
Corrosive,Object_00224
Corrosive,Object_00268
Flammable,Object_00164
Corrosive,Object_00265
Food,Object_00356
Pressurized,Object_00261
Corrosive,Object_00271
Pressurized,Object_00085
Flammable,Object_00238
Oxidizing,Object_00160
Toxic,Object_00144
Radioactive,Object_00033
Corrosive,Object_00063
Radioactive,Object_00196
Food,Object_00023
Fragile,Object_00104
Pressurized,Object_00221
Fragile,Object_00109
Food,Object_00064
Unspecified,Object_00334
Corrosive,Object_00176
Corrosive,Object_00195
Oxidizing,Object_00325
Oxidizing,Object_00245
Flammable,Object_00098
Unspecified,Object_00302
Pressurized,Object_00222
Radioactive,Object_00243
Unspecified,Object_00103
Food,Object_00148
Radioactive,Object_00119
Pressurized,Object_00010
Fragile,Object_00051
Radioactive,Object_00095
Food,Object_00127
Fragile,Object_00091
Unspecified,Object_00252
Oxidizing,Object_00309
Corrosive,Object_00082
Explosive,Object_00154
Flammable,Object_00205
Flammable,Object_00139
Radioactive,Object_00003
Oxidizing,Object_00019
Radioactive,Object_00326
Unspecified,Object_00314
Food,Object_00281
Flammable,Object_00308
Food,Object_00013
Unspecified,Object_00077
Food,Object_00092
Fragile,Object_00283
Corrosive,Object_00007
Toxic,Object_00002
Oxidizing,Object_00296
Corrosive,Object_00295
Corrosive,Object_00089
Fragile,Object_00330
Fragile,Object_00199
Corrosive,Object_00131
Unspecified,Object_00249
Corrosive,Object_00319
Pressurized,Object_00297
Radioactive,Object_00159
Flammable,Object_00142
Pressurized,Object_00037
Explosive,Object_00288
Flammable,Object_00178
Corrosive,Object_00031
Flammable,Object_00001
Radioactive,Object_00108
Radioactive,Object_00165
Oxidizing,Object_00305
Pressurized,Object_00202
Explosive,Object_00226
Radioactive,Object_00162
Pressurized,Object_00235
Pressurized,Object_00174
Toxic,Object_00151
Explosive,Object_00005
Explosive,Object_00360
Explosive,Object_00312
Explosive,Object_00052
Flammable,Object_00169
Pressurized,Object_00101
Radioactive,Object_00073
Toxic,Object_00354
Toxic,Object_00201
Toxic,Object_00068
Radioactive,Object_00079
Radioactive,Object_00304
Toxic,Object_00029
Pressurized,Object_00175
Unspecified,Object_00331
Oxidizing,Object_00197
Explosive,Object_00153
Toxic,Object_00215
Pressurized,Object_00339
Unspecified,Object_00022
Flammable,Object_00133
Explosive,Object_00056
Oxidizing,Object_00333
Oxidizing,Object_00342
Fragile,Object_00258
Oxidizing,Object_00125
Flammable,Object_00313
Fragile,Object_00143
Fragile,Object_00179
Flammable,Object_00240
Oxidizing,Object_00272
Fragile,Object_00185
Explosive,Object_00034
Fragile,Object_00028
Radioactive,Object_00163
Food,Object_00250
Flammable,Object_00260
Pressurized,Object_00136
Explosive,Object_00317
Flammable,Object_00241
Corrosive,Object_00198
Radioactive,Object_00086
Flammable,Object_00172
Food,Object_00025
Fragile,Object_00310
Corrosive,Object_00286
Explosive,Object_00150
Pressurized,Object_00358
Flammable,Object_00106
Oxidizing,Object_00040
Flammable,Object_00357
Flammable,Object_00251
Explosive,Object_00074
Toxic,Object_00210
Oxidizing,Object_00349
Toxic,Object_00072
Flammable,Object_00285
Unspecified,Object_00259
Radioactive,Object_00212
Food,Object_00113
Oxidizing,Object_00246
Oxidizing,Object_00157
Toxic,Object_00257
Unspecified,Object_00341
Explosive,Object_00027
Food,Object_00084
Flammable,Object_00156
Oxidizing,Object_00009
Oxidizing,Object_00171
Unspecified,Object_00145
Explosive,Object_00307
Explosive,Object_00348
Pressurized,Object_00278
Unspecified,Object_00225
Radioactive,Object_00234
Radioactive,Object_00340
Explosive,Object_00070
Food,Object_00323
Explosive,Object_00232
Pressurized,Object_00122
Radioactive,Object_00244
Fragile,Object_00090
Unspecified,Object_00353
Oxidizing,Object_00115
Food,Object_00024
Oxidizing,Object_00182
Pressurized,Object_00116
Flammable,Object_00277
Fragile,Object_00206
Toxic,Object_00135
Explosive,Object_00273
Flammable,Object_00351
Fragile,Object_00316
Toxic,Object_00021
Fragile,Object_00346
Toxic,Object_00111
Radioactive,Object_00016
Oxidizing,Object_00233
Unspecified,Object_00083
Unspecified,Object_00061
Toxic,Object_00324
Unspecified,Object_00320
Radioactive,Object_00152
Oxidizing,Object_00015
Radioactive,Object_00220
Pressurized,Object_00039
Food,Object_00211
Corrosive,Object_00121
Unspecified,Object_00112
Flammable,Object_00230
Toxic,Object_00043
Food,Object_00114
Corrosive,Object_00045
Corrosive,Object_00299
Fragile,Object_00322
Corrosive,Object_00189
Pressurized,Object_00213
Flammable,Object_00100
Fragile,Object_00275
Flammable,Object_00173
Corrosive,Object_00262
Flammable,Object_00008
Corrosive,Object_00315
Oxidizing,Object_00207
Unspecified,Object_00229
Food,Object_00282
Fragile,Object_00264
Pressurized,Object_00228
Oxidizing,Object_00069
Pressurized,Object_00184
Food,Object_00347
Food,Object_00219
Toxic,Object_00094
Unspecified,Object_00204
Fragile,Object_00287
Corrosive,Object_00140
Flammable,Object_00284
Fragile,Object_00066
Oxidizing,Object_00248
Toxic,Object_00018
Oxidizing,Object_00059
Fragile,Object_00065
Food,Object_00329
Pressurized,Object_00269
Explosive,Object_00328
Radioactive,Object_00032
Radioactive,Object_00067
Explosive,Object_00203
Explosive,Object_00223
Flammable,Object_00188
Food,Object_00300
Corrosive,Object_00181
Flammable,Object_00279
Fragile,Object_00081
Corrosive,Object_00350
Flammable,Object_00355
Explosive,Object_00192
Radioactive,Object_00134
Oxidizing,Object_00146
Unspecified,Object_00075
Corrosive,Object_00352
Oxidizing,Object_00237
Explosive,Object_00289
Fragile,Object_00276
Unspecified,Object_00236
Radioactive,Object_00290
Flammable,Object_00200
Radioactive,Object_00266
Fragile,Object_00280
Radioactive,Object_00096
Pressurized,Object_00137
Explosive,Object_00298
Unspecified,Object_00168
Pressurized,Object_00087
Radioactive,Object_00130
Explosive,Object_00014
Fragile,Object_00343
Pressurized,Object_00049
Oxidizing,Object_00187
Food,Object_00311
Radioactive,Object_00058
Pressurized,Object_00006
Oxidizing,Object_00216
Fragile,Object_00180
Pressurized,Object_00149
Radioactive,Object_00208
Unspecified,Object_00227
Explosive,Object_00335
Explosive,Object_00231
Explosive,Object_00110
Fragile,Object_00147
Explosive,Object_00047
Toxic,Object_00078
Unspecified,Object_00004
Flammable,Object_00088
Flammable,Object_00057
Fragile,Object_00253
Pressurized,Object_00255
Flammable,Object_00011
Unspecified,Object_00170
Food,Object_00359
Unspecified,Object_00060
Corrosive,Object_00345
Food,Object_00035
Explosive,Object_00274
Unspecified,Object_00044
Flammable,Object_00167
Oxidizing,Object_00336
Toxic,Object_00321
Unspecified,Object_00214
Food,Object_00129
Flammable,Object_00124
Food,Object_00166
Unspecified,Object_00218
Oxidizing,Object_00267
Flammable,Object_00026
Unspecified,Object_00030
Food,Object_00254
Toxic,Object_00128
Radioactive,Object_00209
Flammable,Object_00080
Fragile,Object_00292
Toxic,Object_00318
Corrosive,Object_00332
Fragile,Object_00093
Flammable,Object_00338
Radioactive,Object_00303
Toxic,Object_00071
Flammable,Object_00132
Corrosive,Object_00247
Food,Object_00038
Fragile,Object_00270
Flammable,Object_00194
Unspecified,Object_00012
Radioactive,Object_00042
Fragile,Object_00155
Toxic,Object_00117
Toxic,Object_00055
Pressurized,Object_00183
Pressurized,Object_00046
Radioactive,Object_00294
Pressurized,Object_00239
Flammable,Object_00301
Oxidizing,Object_00242
Corrosive,Object_00344
Toxic,Object_00337
Oxidizing,Object_00190
Radioactive,Object_00306
Corrosive,Object_00217
Corrosive,Object_00256
Explosive,Object_00141
Corrosive,Object_00263
Pressurized,Object_00120
Corrosive,Object_00099
Toxic,Object_00138
Unspecified,Object_00161
Flammable,Object_00050
Fragile,Object_00048
Corrosive,Object_00191
Fragile,Object_00041
Toxic,Object_00186
Flammable,Object_00118
Unspecified,Object_00097
Fragile,Object_00193
Pressurized,Object_00102
Oxidizing,Object_00036
Unspecified,Object_00327
Fragile,Object_00076
Fragile,Object_00177
Oxidizing,Object_00062
Radioactive,Object_00158
Radioactive,Object_00053
Explosive,Object_00054
Food,Object_00107
Corrosive,Object_00020
