Category,Object
Oxidizing,Object_27662
Unspecified,Object_22026
Food,Object_28866
Flammable,Object_28233
Radioactive,Object_00349
Fragile,Object_00472
Explosive,Object_07736
Unspecified,Object_15885
Pressurized,Object_03368
Unspecified,Object_25374
Oxidizing,Object_29020
Food,Object_17288
Pressurized,Object_03674
Pressurized,Object_16754
Explosive,Object_28547
Toxic,Object_07595
Fragile,Object_25023
Oxidizing,Object_25093
Fragile,Object_17378
Corrosive,Object_01414
Oxidizing,Object_17975
Oxidizing,Object_08728
Pressurized,Object_00638
Oxidizing,Object_28384
Unspecified,Object_16931
Pressurized,Object_18301
Fragile,Object_06469
Toxic,Object_25370
Pressurized,Object_01663
Flammable,Object_17627
Toxic,Object_12627
Food,Object_06663
Explosive,Object_20681
Food,Object_20012
Explosive,Object_26252
Food,Object_22550
Pressurized,Object_05891
Corrosive,Object_08313
Explosive,Object_18139
Fragile,Object_24041
Flammable,Object_10478
Radioactive,Object_05022
Toxic,Object_30102
Toxic,Object_26886
Radioactive,Object_12971
Explosive,Object_12343
Oxidizing,Object_00069
Explosive,Object_05144
Flammable,Object_20054
Food,Object_27026
Fragile,Object_22247
Oxidizing,Object_25853
Unspecified,Object_02452
Toxic,Object_06045
Unspecified,Object_28080
Pressurized,Object_19969
Explosive,Object_20313
Pressurized,Object_28432
Toxic,Object_21767
Oxidizing,Object_16738
Unspecified,Object_28132
Fragile,Object_25894
Radioactive,Object_20692
Radioactive,Object_15811
Explosive,Object_24846
Flammable,Object_22012
Fragile,Object_02865
Flammable,Object_21986
Food,Object_29196
Corrosive,Object_17072
Fragile,Object_00378
Explosive,Object_22152
Explosive,Object_14126
Toxic,Object_29663
Toxic,Object_24656
Oxidizing,Object_10879
Fragile,Object_24277
Unspecified,Object_20611
Food,Object_07259
Radioactive,Object_25141
Oxidizing,Object_11514
Fragile,Object_20680
Explosive,Object_02319
Fragile,Object_22014
Unspecified,Object_27446
Oxidizing,Object_10857
Radioactive,Object_00494
Toxic,Object_05441
Pressurized,Object_11556
Unspecified,Object_14715
Corrosive,Object_25483
Radioactive,Object_11976
Fragile,Object_00849
Food,Object_01806
Fragile,Object_11289
Oxidizing,Object_20640
Flammable,Object_00410
Food,Object_16810
Unspecified,Object_28431
Fragile,Object_05282
Radioactive,Object_10745
Radioactive,Object_09934
Explosive,Object_21805
Fragile,Object_22970
Corrosive,Object_07494
Oxidizing,Object_16254
Oxidizing,Object_16788
Food,Object_27846
Fragile,Object_19489
Radioactive,Object_27467
Fragile,Object_05385
Toxic,Object_19307
Unspecified,Object_28313
Fragile,Object_01649
Toxic,Object_24047
Radioactive,Object_25565
Oxidizing,Object_00743
Food,Object_29988
Toxic,Object_22708
Radioactive,Object_23575
Oxidizing,Object_25413
Food,Object_09819
Toxic,Object_23892
Oxidizing,Object_10065
Food,Object_13024
Food,Object_10426
Pressurized,Object_11232
Unspecified,Object_15421
Radioactive,Object_03163
Food,Object_06202
Toxic,Object_02130
Pressurized,Object_00982
Pressurized,Object_13824
Toxic,Object_18455
Corrosive,Object_25659
Explosive,Object_22262
Food,Object_05038
Pressurized,Object_20305
Fragile,Object_22839
Oxidizing,Object_05687
Fragile,Object_20861
Flammable,Object_18318
Food,Object_04333
Flammable,Object_12778
Radioactive,Object_01185
Explosive,Object_26703
Radioactive,Object_19259
Fragile,Object_15477
Radioactive,Object_04073
Toxic,Object_04342
Food,Object_21946
Pressurized,Object_07987
Radioactive,Object_20126
Corrosive,Object_16701
Unspecified,Object_28511
Unspecified,Object_02421
Food,Object_17940
Pressurized,Object_01439
Oxidizing,Object_01306
Explosive,Object_02864
Explosive,Object_05083
Flammable,Object_07006
Pressurized,Object_10279
Toxic,Object_21223
Food,Object_25053
Flammable,Object_26999
Radioactive,Object_06076
Pressurized,Object_16431
Toxic,Object_00258
Flammable,Object_07721
Corrosive,Object_14598
Food,Object_08425
Oxidizing,Object_17085
Pressurized,Object_07700
Flammable,Object_23793
Pressurized,Object_21795
Pressurized,Object_03228
Toxic,Object_17086
Explosive,Object_15946
Radioactive,Object_18265
Unspecified,Object_11172
Unspecified,Object_26576
Radioactive,Object_11034
Food,Object_10241
Fragile,Object_27778
Fragile,Object_00523
Food,Object_07047
Toxic,Object_17620
Radioactive,Object_02504
Food,Object_15921
Corrosive,Object_22051
Toxic,Object_00694
Explosive,Object_01981
Fragile,Object_22695
Explosive,Object_09043
Radioactive,Object_16177
Corrosive,Object_01883
Explosive,Object_00788
Flammable,Object_23183
Toxic,Object_23419
Radioactive,Object_01315
Flammable,Object_05676
Pressurized,Object_27916
Explosive,Object_08008
Corrosive,Object_28078
Corrosive,Object_24151
Oxidizing,Object_18269
Corrosive,Object_08485
Pressurized,Object_07540
Fragile,Object_21938
Oxidizing,Object_13607
Food,Object_22808
Radioactive,Object_11342
Toxic,Object_15432
Toxic,Object_17475
Food,Object_01234
Oxidizing,Object_29085
Oxidizing,Object_05264
Oxidizing,Object_04456
Pressurized,Object_08583
Flammable,Object_11020
Oxidizing,Object_28005
Oxidizing,Object_23662
Fragile,Object_23457
Pressurized,Object_13519
Unspecified,Object_00511
Toxic,Object_29166
Corrosive,Object_17338
Flammable,Object_14579
Toxic,Object_30161
Flammable,Object_13110
Pressurized,Object_05047
Toxic,Object_29016
Food,Object_29474
Unspecified,Object_21512
Corrosive,Object_12037
Corrosive,Object_17538
Flammable,Object_09704
Oxidizing,Object_25529
Pressurized,Object_05081
Flammable,Object_13089
Radioactive,Object_20184
Radioactive,Object_00972
Food,Object_17732
Unspecified,Object_03894
Flammable,Object_15163
Flammable,Object_19807
Fragile,Object_17364
Corrosive,Object_29674
Explosive,Object_11662
Food,Object_05116
Food,Object_12497
Corrosive,Object_23225
Fragile,Object_23508
Fragile,Object_08248
Toxic,Object_18970
Oxidizing,Object_22877
Fragile,Object_01805
Explosive,Object_24926
Flammable,Object_12318
Corrosive,Object_11729
Food,Object_26377
Toxic,Object_10031
Pressurized,Object_17641
Corrosive,Object_26355
Flammable,Object_20179
Fragile,Object_03237
Pressurized,Object_27817
Unspecified,Object_09967
Unspecified,Object_26112
Unspecified,Object_00065
Corrosive,Object_25446
Toxic,Object_10248
Toxic,Object_09876
Pressurized,Object_12615
Pressurized,Object_15105
Fragile,Object_00899
Food,Object_06625
Unspecified,Object_01857
Food,Object_15527
Corrosive,Object_03714
Radioactive,Object_02091
Fragile,Object_19392
Toxic,Object_04858
Oxidizing,Object_23097
Pressurized,Object_26097
Corrosive,Object_11966
Corrosive,Object_14045
Fragile,Object_14457
Oxidizing,Object_11671
Fragile,Object_17932
Pressurized,Object_30149
Pressurized,Object_28181
Fragile,Object_17588
Food,Object_15224
Fragile,Object_01545
Food,Object_12077
Pressurized,Object_20296
Flammable,Object_08441
Pressurized,Object_03926
Flammable,Object_16915
Unspecified,Object_12877
Fragile,Object_19954
Radioactive,Object_13235
Flammable,Object_26844
Fragile,Object_08484
Explosive,Object_10875
Radioactive,Object_24219
Unspecified,Object_12239
Explosive,Object_03808
Fragile,Object_22154
Food,Object_13237
Corrosive,Object_29847
Toxic,Object_30133
Oxidizing,Object_06518
Oxidizing,Object_12246
Fragile,Object_05617
Pressurized,Object_16426
Food,Object_19578
Toxic,Object_24878
Explosive,Object_01762
Corrosive,Object_15041
Radioactive,Object_17982
Toxic,Object_23716
Explosive,Object_03290
Pressurized,Object_22474
Flammable,Object_15924
Oxidizing,Object_02952
Pressurized,Object_25820
Fragile,Object_20105
Radioactive,Object_27327
Radioactive,Object_23068
Corrosive,Object_26364
Toxic,Object_12432
Fragile,Object_04160
Explosive,Object_09075
Unspecified,Object_23617
Corrosive,Object_29623
Fragile,Object_04644
Fragile,Object_22948
Fragile,Object_21011
Toxic,Object_11701
Fragile,Object_15967
Radioactive,Object_02266
Corrosive,Object_04096
Unspecified,Object_23036
Unspecified,Object_24168
Pressurized,Object_23758
Oxidizing,Object_13833
Explosive,Object_00230
Explosive,Object_01976
Explosive,Object_11369
Food,Object_09785
Food,Object_10522
Explosive,Object_05622
Corrosive,Object_07590
Explosive,Object_22722
Pressurized,Object_28361
Toxic,Object_09932
Food,Object_19719
Oxidizing,Object_19632
Explosive,Object_15230
Pressurized,Object_29779
Pressurized,Object_16704
Explosive,Object_21770
Explosive,Object_17820
Oxidizing,Object_07817
Flammable,Object_10283
Food,Object_24778
Oxidizing,Object_06820
Oxidizing,Object_29385
Explosive,Object_18505
Unspecified,Object_23025
Fragile,Object_16098
Radioactive,Object_25294
Flammable,Object_28957
Toxic,Object_17004
Oxidizing,Object_17304
Oxidizing,Object_09526
Explosive,Object_15907
Fragile,Object_02934
Fragile,Object_29657
Radioactive,Object_14673
Pressurized,Object_00592
Flammable,Object_29592
Toxic,Object_18390
Pressurized,Object_21815
Pressurized,Object_20547
Oxidizing,Object_25793
Oxidizing,Object_26812
Food,Object_04704
Toxic,Object_02922
Fragile,Object_20732
Pressurized,Object_27268
Food,Object_15902
Pressurized,Object_11868
Explosive,Object_09176
Toxic,Object_09551
Radioactive,Object_06086
Radioactive,Object_12935
Corrosive,Object_04076
Radioactive,Object_19633
Explosive,Object_05435
Food,Object_07078
Pressurized,Object_12330
Explosive,Object_26596
Oxidizing,Object_23425
Toxic,Object_08805
Pressurized,Object_03137
Corrosive,Object_29035
Radioactive,Object_26918
Radioactive,Object_16534
Explosive,Object_30312
Oxidizing,Object_22333
Toxic,Object_09356
Radioactive,Object_10381
Oxidizing,Object_14420
Radioactive,Object_28640
Radioactive,Object_14956
Flammable,Object_26824
Explosive,Object_26270
Toxic,Object_09914
Fragile,Object_22947
Corrosive,Object_18686
Flammable,Object_19443
Corrosive,Object_08916
Radioactive,Object_17842
Radioactive,Object_07559
Flammable,Object_25715
Corrosive,Object_24367
Toxic,Object_20781
Fragile,Object_10355
Explosive,Object_05375
Unspecified,Object_18748
Oxidizing,Object_19152
Corrosive,Object_17264
Explosive,Object_00038
Radioactive,Object_03785
Oxidizing,Object_28271
Radioactive,Object_11200
Pressurized,Object_01510
Unspecified,Object_26063
Food,Object_00228
Pressurized,Object_17491
Explosive,Object_09358
Explosive,Object_11985
Food,Object_12478
Unspecified,Object_19754
Pressurized,Object_24649
Corrosive,Object_19313
Corrosive,Object_01246
Radioactive,Object_18888
Corrosive,Object_07926
Food,Object_03975
Fragile,Object_05873
Fragile,Object_24230
Corrosive,Object_18981
Explosive,Object_24745
Unspecified,Object_04530
Food,Object_26946
Food,Object_27201
Toxic,Object_00120
Toxic,Object_30288
Unspecified,Object_14122
Oxidizing,Object_27559
Toxic,Object_26064
Flammable,Object_10506
Oxidizing,Object_08473
Pressurized,Object_20526
Oxidizing,Object_19400
Explosive,Object_21438
Pressurized,Object_12812
Pressurized,Object_20364
Toxic,Object_02066
Pressurized,Object_08451
Fragile,Object_16608
Explosive,Object_06187
Toxic,Object_12516
Unspecified,Object_04860
Corrosive,Object_26610
Food,Object_10949
Fragile,Object_05917
Food,Object_06488
Food,Object_12915
Radioactive,Object_03973
Toxic,Object_26110
Pressurized,Object_14221
Flammable,Object_01598
Pressurized,Object_11476
Flammable,Object_24939
Toxic,Object_12911
Unspecified,Object_08381
Pressurized,Object_28037
Fragile,Object_12514
Corrosive,Object_15592
Toxic,Object_08841
Food,Object_23511
Pressurized,Object_00154
Toxic,Object_19115
Unspecified,Object_13899
Toxic,Object_20751
Radioactive,Object_21183
Explosive,Object_18247
Fragile,Object_18258
Toxic,Object_11602
Fragile,Object_05311
Radioactive,Object_05983
Fragile,Object_05229
Food,Object_15685
Oxidizing,Object_08803
Fragile,Object_08456
Explosive,Object_06967
Toxic,Object_12924
Flammable,Object_06075
Pressurized,Object_17357
Unspecified,Object_22495
Fragile,Object_17368
Corrosive,Object_25919
Unspecified,Object_24294
Pressurized,Object_05416
Food,Object_06919
Fragile,Object_11832
Food,Object_30342
Fragile,Object_16913
Pressurized,Object_04201
Oxidizing,Object_07090
Pressurized,Object_10825
Oxidizing,Object_30284
Pressurized,Object_19123
Oxidizing,Object_29882
Corrosive,Object_29100
Corrosive,Object_23838
Corrosive,Object_25205
Toxic,Object_20457
Unspecified,Object_24952
