Category,Object
Toxic,Object_00629
Explosive,Object_02658
Oxidizing,Object_00466
Fragile,Object_02959
Flammable,Object_01479
Pressurized,Object_00493
Explosive,Object_03090
Toxic,Object_01834
Corrosive,Object_02430
Corrosive,Object_01099
Pressurized,Object_02796
Pressurized,Object_02477
Radioactive,Object_02135
Oxidizing,Object_00470
Pressurized,Object_02011
Unspecified,Object_01061
Corrosive,Object_00377
Corrosive,Object_01724
Explosive,Object_00802
Radioactive,Object_00316
Explosive,Object_01472
Toxic,Object_01574
Food,Object_02056
Flammable,Object_00900
Explosive,Object_01624
Corrosive,Object_01648
Radioactive,Object_02354
Fragile,Object_01625
Corrosive,Object_03062
Oxidizing,Object_01756
Corrosive,Object_00933
Corrosive,Object_00849
Unspecified,Object_01967
Toxic,Object_01198
Radioactive,Object_00194
Oxidizing,Object_01831
Toxic,Object_03081
Toxic,Object_01254
Radioactive,Object_01222
Toxic,Object_01745
Corrosive,Object_02491
Radioactive,Object_00968
Fragile,Object_01827
Radioactive,Object_00269
Flammable,Object_01536
Pressurized,Object_02912
Fragile,Object_00334
Unspecified,Object_02386
Radioactive,Object_00276
Flammable,Object_00187
Unspecified,Object_01226
Unspecified,Object_00119
Fragile,Object_00700
Food,Object_01986
Unspecified,Object_01917
Food,Object_01599
Flammable,Object_01841
Unspecified,Object_00444
Fragile,Object_02853
Corrosive,Object_02626
Explosive,Object_00190
Explosive,Object_01526
Corrosive,Object_02842
Oxidizing,Object_01342
Flammable,Object_01682
Toxic,Object_01462
Flammable,Object_00653
Toxic,Object_03064
Flammable,Object_02502
Oxidizing,Object_01978
Toxic,Object_02132
Flammable,Object_01732
Toxic,Object_00469
Food,Object_00132
Explosive,Object_01281
Pressurized,Object_02017
Radioactive,Object_01056
Radioactive,Object_01153
Oxidizing,Object_02958
Fragile,Object_01294
Corrosive,Object_01230
Pressurized,Object_00244
Flammable,Object_02604
Pressurized,Object_01120
Explosive,Object_00262
Toxic,Object_02827
Corrosive,Object_01192
Unspecified,Object_01308
Explosive,Object_00879
Food,Object_03033
Oxidizing,Object_02294
Corrosive,Object_01559
Pressurized,Object_02759
Flammable,Object_02545
Explosive,Object_00085
Flammable,Object_01025
Flammable,Object_01848
Unspecified,Object_01429
Pressurized,Object_00817
Flammable,Object_01357
Radioactive,Object_01477
Pressurized,Object_02771
Toxic,Object_01482
Flammable,Object_03133
Unspecified,Object_01715
Explosive,Object_00451
Food,Object_02384
Pressurized,Object_01740
Oxidizing,Object_00105
Pressurized,Object_02057
Food,Object_02888
Toxic,Object_00299
Pressurized,Object_00013
Pressurized,Object_01886
Unspecified,Object_00515
Food,Object_01182
Oxidizing,Object_00531
Unspecified,Object_02632
Food,Object_02044
Fragile,Object_01345
Fragile,Object_01634
Corrosive,Object_03014
Food,Object_02917
Fragile,Object_01937
Pressurized,Object_02554
Flammable,Object_02787
Fragile,Object_02199
Radioactive,Object_02673
Fragile,Object_02362
Unspecified,Object_00217
Toxic,Object_02708
Unspecified,Object_01654
Food,Object_03112
Flammable,Object_01071
Food,Object_01826
Flammable,Object_02723
Food,Object_02437
Toxic,Object_02146
Unspecified,Object_01575
Toxic,Object_00805
Radioactive,Object_03043
Unspecified,Object_00034
Explosive,Object_01002
Pressurized,Object_00060
Radioactive,Object_02557
Toxic,Object_02082
Food,Object_02667
Pressurized,Object_00830
Explosive,Object_01223
Unspecified,Object_02662
Flammable,Object_02695
Pressurized,Object_02413
Fragile,Object_01616
Flammable,Object_00841
Food,Object_01749
Corrosive,Object_00920
Oxidizing,Object_00986
Corrosive,Object_01579
Food,Object_00694
Oxidizing,Object_02908
Flammable,Object_01884
Unspecified,Object_02117
Fragile,Object_03137
Pressurized,Object_00916
Pressurized,Object_01522
Explosive,Object_01323
Toxic,Object_02042
Pressurized,Object_00894
Food,Object_00230
Radioactive,Object_02237
Pressurized,Object_00728
Radioactive,Object_01676
Explosive,Object_00131
Food,Object_02252
Food,Object_00687
Pressurized,Object_00200
Food,Object_00463
Unspecified,Object_01485
Fragile,Object_00046
Fragile,Object_01736
Toxic,Object_02282
Pressurized,Object_02461
Toxic,Object_00798
Toxic,Object_02319
