Category,Object
Radioactive,Object_00204
Fragile,Object_00090
Oxidizing,Object_00087
Food,Object_00003
Food,Object_00307
Fragile,Object_00252
Flammable,Object_00108
Toxic,Object_00192
Unspecified,Object_00269
Flammable,Object_00239
Flammable,Object_00147
Corrosive,Object_00070
Toxic,Object_00282
Fragile,Object_00197
Oxidizing,Object_00300
Toxic,Object_00240
Unspecified,Object_00136
Radioactive,Object_00293
Food,Object_00121
Explosive,Object_00151
Corrosive,Object_00266
Explosive,Object_00279
Pressurized,Object_00069
Food,Object_00127
Pressurized,Object_00243
Radioactive,Object_00224
Toxic,Object_00287
Toxic,Object_00081
Radioactive,Object_00116
Toxic,Object_00026
Fragile,Object_00047
Food,Object_00157
Unspecified,Object_00292
Explosive,Object_00218
Oxidizing,Object_00067
Corrosive,Object_00123
Pressurized,Object_00131
Oxidizing,Object_00110
Toxic,Object_00130
Corrosive,Object_00183
Pressurized,Object_00120
Pressurized,Object_00244
Radioactive,Object_00181
Oxidizing,Object_00213
Fragile,Object_00249
Oxidizing,Object_00255
Fragile,Object_00084
Toxic,Object_00088
Oxidizing,Object_00068
Oxidizing,Object_00075
Oxidizing,Object_00052
Unspecified,Object_00030
Fragile,Object_00112
Food,Object_00217
Corrosive,Object_00233
Flammable,Object_00290
Flammable,Object_00055
Explosive,Object_00128
Flammable,Object_00086
Corrosive,Object_00002
Oxidizing,Object_00268
Radioactive,Object_00190
Fragile,Object_00280
Pressurized,Object_00196
Oxidizing,Object_00141
Fragile,Object_00200
Explosive,Object_00275
Toxic,Object_00166
Unspecified,Object_00241
Fragile,Object_00165
Toxic,Object_00296
Toxic,Object_00237
Toxic,Object_00008
Flammable,Object_00179
Oxidizing,Object_00114
Radioactive,Object_00161
Fragile,Object_00095
Explosive,Object_00178
Pressurized,Object_00277
Unspecified,Object_00010
Oxidizing,Object_00006
Unspecified,Object_00191
Radioactive,Object_00077
Food,Object_00102
Fragile,Object_00299
Explosive,Object_00267
Unspecified,Object_00176
Radioactive,Object_00011
Flammable,Object_00186
Unspecified,Object_00313
Food,Object_00168
Flammable,Object_00242
Toxic,Object_00032
Flammable,Object_00297
Toxic,Object_00134
Flammable,Object_00050
Corrosive,Object_00264
Corrosive,Object_00089
Unspecified,Object_00236
Corrosive,Object_00247
Flammable,Object_00171
Toxic,Object_00022
Toxic,Object_00312
Pressurized,Object_00273
Unspecified,Object_00037
Pressurized,Object_00034
Corrosive,Object_00062
Food,Object_00135
Food,Object_00156
Food,Object_00177
Explosive,Object_00172
Flammable,Object_00144
Flammable,Object_00065
Food,Object_00164
Corrosive,Object_00079
Unspecified,Object_00071
Food,Object_00025
Explosive,Object_00188
Explosive,Object_00298
Flammable,Object_00194
Oxidizing,Object_00220
Corrosive,Object_00257
Explosive,Object_00078
Food,Object_00259
Flammable,Object_00059
Pressurized,Object_00093
Oxidizing,Object_00029
Oxidizing,Object_00235
Fragile,Object_00263
Radioactive,Object_00205
Flammable,Object_00014
Toxic,Object_00099
Toxic,Object_00042
Flammable,Object_00229
Toxic,Object_00039
Oxidizing,Object_00154
Toxic,Object_00007
Explosive,Object_00276
Food,Object_00074
Food,Object_00167
Oxidizing,Object_00174
Fragile,Object_00125
Fragile,Object_00310
Food,Object_00283
Corrosive,Object_00198
Unspecified,Object_00027
Corrosive,Object_00061
Fragile,Object_00043
Fragile,Object_00223
Fragile,Object_00056
Flammable,Object_00301
Corrosive,Object_00250
Unspecified,Object_00023
Radioactive,Object_00180
Food,Object_00185
Radioactive,Object_00195
Explosive,Object_00158
Unspecified,Object_00294
Radioactive,Object_00017
Unspecified,Object_00258
Flammable,Object_00201
Food,Object_00018
Radioactive,Object_00314
Explosive,Object_00033
Flammable,Object_00228
