Category,Object
Pressurized,Object_00139
Toxic,Object_00168
Oxidizing,Object_00077
Fragile,Object_00296
Explosive,Object_00949
Oxidizing,Object_00643
Corrosive,Object_00040
Toxic,Object_00793
Flammable,Object_00202
Explosive,Object_00253
Toxic,Object_00199
Food,Object_00419
Toxic,Object_01164
Radioactive,Object_00165
Fragile,Object_00260
Explosive,Object_00815
Fragile,Object_00687
Food,Object_01197
Unspecified,Object_00522
Corrosive,Object_00839
Radioactive,Object_00797
Corrosive,Object_01310
Explosive,Object_00538
Explosive,Object_00837
Food,Object_01230
Flammable,Object_00978
Pressurized,Object_00318
Flammable,Object_00173
Radioactive,Object_00128
Toxic,Object_00834
Oxidizing,Object_00986
Toxic,Object_00633
Fragile,Object_01182
Food,Object_01135
Unspecified,Object_01127
Corrosive,Object_00934
Oxidizing,Object_01291
Food,Object_00891
Fragile,Object_00151
Explosive,Object_00486
Unspecified,Object_00083
Corrosive,Object_00680
Corrosive,Object_00563
Toxic,Object_01320
Radioactive,Object_00827
Flammable,Object_00256
Flammable,Object_01123
Explosive,Object_00496
Pressurized,Object_00533
Oxidizing,Object_00323
Unspecified,Object_00081
Corrosive,Object_00008
Flammable,Object_00015
Fragile,Object_00576
Corrosive,Object_01033
Oxidizing,Object_00996
Unspecified,Object_01005
Flammable,Object_01268
Fragile,Object_00874
Food,Object_00268
Radioactive,Object_00876
Unspecified,Object_00353
Oxidizing,Object_00967
Fragile,Object_00810
Toxic,Object_00654
Radioactive,Object_00275
Flammable,Object_00007
Explosive,Object_00700
Toxic,Object_00357
Toxic,Object_00838
Food,Object_00656
Food,Object_00127
Food,Object_00569
Flammable,Object_01278
Pressurized,Object_00344
Radioactive,Object_01053
Radioactive,Object_00140
Explosive,Object_01198
Pressurized,Object_00378
Unspecified,Object_00290
Corrosive,Object_00476
Unspecified,Object_00836
Food,Object_00405
Corrosive,Object_00282
Corrosive,Object_00079
Corrosive,Object_00790
Oxidizing,Object_00916
Food,Object_00507
Pressurized,Object_00739
Toxic,Object_00174
Pressurized,Object_00402
Explosive,Object_01038
Fragile,Object_00703
Toxic,Object_00599
Unspecified,Object_00068
Oxidizing,Object_00197
Toxic,Object_01199
Fragile,Object_01187
Corrosive,Object_01206
Radioactive,Object_00977
Oxidizing,Object_00477
Flammable,Object_00234
Pressurized,Object_00727
Fragile,Object_00447
Fragile,Object_01240
Toxic,Object_00903
Pressurized,Object_00627
Explosive,Object_00972
Radioactive,Object_00771
Pressurized,Object_00789
Radioactive,Object_00117
Explosive,Object_01328
Pressurized,Object_00980
Radioactive,Object_00782
Pressurized,Object_00396
Corrosive,Object_00699
Unspecified,Object_00430
Toxic,Object_00942
