Category,Object
Flammable,Object_00008
Fragile,Object_00054
Oxidizing,Object_00226
Oxidizing,Object_00375
Oxidizing,Object_00370
Corrosive,Object_00355
Flammable,Object_00197
Flammable,Object_00363
Oxidizing,Object_00071
Radioactive,Object_00236
Explosive,Object_00160
Unspecified,Object_00359
Pressurized,Object_00139
Fragile,Object_00153
Oxidizing,Object_00120
Radioactive,Object_00336
Toxic,Object_00334
Food,Object_00132
Food,Object_00020
Fragile,Object_00459
Flammable,Object_00360
Oxidizing,Object_00290
Flammable,Object_00312
Fragile,Object_00426
Unspecified,Object_00134
Food,Object_00023
Explosive,Object_00321
Toxic,Object_00460
Explosive,Object_00421
Fragile,Object_00267
Food,Object_00231
Explosive,Object_00223
Fragile,Object_00449
Fragile,Object_00018
Fragile,Object_00255
Unspecified,Object_00036
Oxidizing,Object_00178
Toxic,Object_00169
Radioactive,Object_00249
Food,Object_00080
Flammable,Object_00210
Flammable,Object_00304
Toxic,Object_00357
Food,Object_00136
Food,Object_00205
Unspecified,Object_00184
Unspecified,Object_00391
Oxidizing,Object_00115
Corrosive,Object_00438
Unspecified,Object_00259
Pressurized,Object_00174
Unspecified,Object_00199
Fragile,Object_00017
Explosive,Object_00181
Fragile,Object_00407
Toxic,Object_00307
Explosive,Object_00284
Radioactive,Object_00038
Radioactive,Object_00251
Oxidizing,Object_00280
Explosive,Object_00118
Pressurized,Object_00383
Food,Object_00278
Corrosive,Object_00338
Fragile,Object_00032
Food,Object_00351
Fragile,Object_00295
Unspecified,Object_00193
Oxidizing,Object_00047
Flammable,Object_00344
Food,Object_00452
Unspecified,Object_00198
Toxic,Object_00367
Flammable,Object_00229
Unspecified,Object_00075
Corrosive,Object_00221
Flammable,Object_00446
Food,Object_00242
Corrosive,Object_00456
Oxidizing,Object_00201
Toxic,Object_00079
Pressurized,Object_00262
Fragile,Object_00378
Explosive,Object_00411
Radioactive,Object_00154
Flammable,Object_00364
Unspecified,Object_00232
Pressurized,Object_00031
Food,Object_00286
Fragile,Object_00322
Corrosive,Object_00379
Radioactive,Object_00329
Fragile,Object_00207
Radioactive,Object_00073
Flammable,Object_00414
Food,Object_00381
Oxidizing,Object_00099
Explosive,Object_00182
