Category,Object
Toxic,Object_00600
Food,Object_03653
Food,Object_00694
Flammable,Object_04275
Corrosive,Object_06573
Radioactive,Object_02119
Pressurized,Object_03498
Food,Object_06992
Unspecified,Object_02020
Pressurized,Object_01715
Unspecified,Object_01946
Corrosive,Object_02562
Explosive,Object_07460
Pressurized,Object_04019
Oxidizing,Object_06755
Flammable,Object_03030
Explosive,Object_03062
Oxidizing,Object_06601
Unspecified,Object_00891
Unspecified,Object_05751
Pressurized,Object_04086
Fragile,Object_02030
Pressurized,Object_01790
Pressurized,Object_03107
Corrosive,Object_00220
Radioactive,Object_01749
Oxidizing,Object_00345
Toxic,Object_04981
Flammable,Object_03364
Food,Object_01744
Pressurized,Object_00579
Radioactive,Object_04364
Radioactive,Object_00426
Food,Object_06084
Toxic,Object_05224
Oxidizing,Object_04061
Oxidizing,Object_07163
Pressurized,Object_05163
Oxidizing,Object_07091
Unspecified,Object_05724
Flammable,Object_04833
Unspecified,Object_00156
Radioactive,Object_01677
Explosive,Object_04748
Toxic,Object_07492
Unspecified,Object_01998
Explosive,Object_02855
Flammable,Object_03477
Oxidizing,Object_04313
Unspecified,Object_07570
Oxidizing,Object_00910
Explosive,Object_00930
Corrosive,Object_06356
Corrosive,Object_06111
Food,Object_05484
Explosive,Object_07128
Toxic,Object_00562
Flammable,Object_04351
Unspecified,Object_00468
Explosive,Object_00205
Toxic,Object_02938
Flammable,Object_02787
Corrosive,Object_00928
Food,Object_00702
Unspecified,Object_04752
Explosive,Object_03061
Flammable,Object_05476
Radioactive,Object_04323
Explosive,Object_01380
Unspecified,Object_06462
Unspecified,Object_03724
Flammable,Object_06474
Flammable,Object_06390
Pressurized,Object_06416
Corrosive,Object_04302
Radioactive,Object_03976
Food,Object_06587
Food,Object_00517
Pressurized,Object_00349
Food,Object_03156
Explosive,Object_01829
Toxic,Object_01379
Radioactive,Object_04707
Pressurized,Object_01893
Flammable,Object_06381
Corrosive,Object_01025
Flammable,Object_01454
Fragile,Object_02553
Toxic,Object_06599
Radioactive,Object_01921
Explosive,Object_06703
Flammable,Object_04964
Radioactive,Object_06475
Corrosive,Object_02848
Fragile,Object_07577
Unspecified,Object_01662
Food,Object_00574
Food,Object_02682
