Category,Object
Food,Object_00001
Corrosive,Object_00103
Radioactive,Object_00261
Toxic,Object_00197
Food,Object_00229
Explosive,Object_00024
Pressurized,Object_00296
Food,Object_00544
Oxidizing,Object_00294
Pressurized,Object_00056
Food,Object_00518
Radioactive,Object_00525
Explosive,Object_00607
Explosive,Object_00186
Unspecified,Object_00415
Corrosive,Object_00604
Explosive,Object_00257
Food,Object_00398
Oxidizing,Object_00280
Flammable,Object_00255
Fragile,Object_00009
Oxidizing,Object_00324
Toxic,Object_00175
Oxidizing,Object_00297
Toxic,Object_00446
Fragile,Object_00158
Toxic,Object_00567
Radioactive,Object_00327
Flammable,Object_00369
Food,Object_00051
Radioactive,Object_00362
Pressurized,Object_00050
Corrosive,Object_00309
Explosive,Object_00433
Corrosive,Object_00582
Radioactive,Object_00587
Pressurized,Object_00249
Corrosive,Object_00299
Oxidizing,Object_00206
Radioactive,Object_00248
Explosive,Object_00506
Oxidizing,Object_00500
Oxidizing,Object_00406
Toxic,Object_00170
Explosive,Object_00057
Corrosive,Object_00200
Radioactive,Object_00325
Pressurized,Object_00220
Unspecified,Object_00066
Fragile,Object_00165
Radioactive,Object_00083
Corrosive,Object_00049
Radioactive,Object_00084
Fragile,Object_00532
Explosive,Object_00284
Corrosive,Object_00102
Pressurized,Object_00070
Radioactive,Object_00485
Fragile,Object_00071
Pressurized,Object_00496
Oxidizing,Object_00569
Oxidizing,Object_00053
Radioactive,Object_00450
Pressurized,Object_00407
Pressurized,Object_00177
Oxidizing,Object_00308
Unspecified,Object_00207
Corrosive,Object_00033
Unspecified,Object_00474
Radioactive,Object_00359
Pressurized,Object_00570
Toxic,Object_00346
Fragile,Object_00227
Fragile,Object_00171
Unspecified,Object_00036
Food,Object_00428
Pressurized,Object_00115
Oxidizing,Object_00418
Toxic,Object_00226
Corrosive,Object_00576
Explosive,Object_00304
Unspecified,Object_00404
Pressurized,Object_00295
Food,Object_00388
Flammable,Object_00329
Explosive,Object_00211
Flammable,Object_00137
Flammable,Object_00293
Explosive,Object_00330
Toxic,Object_00549
Toxic,Object_00558
Flammable,Object_00187
Explosive,Object_00078
Unspecified,Object_00455
Toxic,Object_00100
Unspecified,Object_00594
Corrosive,Object_00196
Flammable,Object_00545
Oxidizing,Object_00531
Corrosive,Object_00104
Explosive,Object_00511
Fragile,Object_00213
Fragile,Object_00030
Toxic,Object_00082
Fragile,Object_00519
Food,Object_00606
Flammable,Object_00526
Pressurized,Object_00025
Pressurized,Object_00105
Corrosive,Object_00563
Fragile,Object_00349
Pressurized,Object_00476
Corrosive,Object_00305
Toxic,Object_00387
Fragile,Object_00520
Corrosive,Object_00412
Pressurized,Object_00367
Pressurized,Object_00045
Flammable,Object_00002
Toxic,Object_00043
Toxic,Object_00054
Corrosive,Object_00542
Explosive,Object_00006
Explosive,Object_00194
Radioactive,Object_00479
Fragile,Object_00079
Oxidizing,Object_00074
Toxic,Object_00041
Fragile,Object_00247
Unspecified,Object_00195
Fragile,Object_00328
Pressurized,Object_00008
Pressurized,Object_00477
Flammable,Object_00357
Toxic,Object_00130
Oxidizing,Object_00379
Radioactive,Object_00424
Toxic,Object_00460
Radioactive,Object_00386
Corrosive,Object_00527
Toxic,Object_00161
Flammable,Object_00442
Unspecified,Object_00548
Unspecified,Object_00269
Radioactive,Object_00035
Explosive,Object_00069
Corrosive,Object_00376
Explosive,Object_00589
Fragile,Object_00180
Explosive,Object_00579
Unspecified,Object_00029
Toxic,Object_00095
Flammable,Object_00062
Fragile,Object_00276
Food,Object_00143
Toxic,Object_00580
Toxic,Object_00368
Corrosive,Object_00373
Pressurized,Object_00473
Food,Object_00537
Flammable,Object_00110
Unspecified,Object_00114
Corrosive,Object_00419
Unspecified,Object_00233
Oxidizing,Object_00556
Toxic,Object_00235
Flammable,Object_00336
Toxic,Object_00461
Oxidizing,Object_00163
Flammable,Object_00201
Unspecified,Object_00179
Corrosive,Object_00290
Explosive,Object_00498
Pressurized,Object_00436
Unspecified,Object_00470
Corrosive,Object_00536
Unspecified,Object_00133
Unspecified,Object_00089
Explosive,Object_00475
Corrosive,Object_00533
Radioactive,Object_00365
Food,Object_00411
Radioactive,Object_00596
Oxidizing,Object_00403
Corrosive,Object_00159
Oxidizing,Object_00007
Toxic,Object_00193
Flammable,Object_00117
Fragile,Object_00571
Toxic,Object_00538
Food,Object_00465
Explosive,Object_00457
Toxic,Object_00343
Unspecified,Object_00252
Pressurized,Object_00154
Unspecified,Object_00395
Fragile,Object_00443
Pressurized,Object_00202
Oxidizing,Object_00287
Flammable,Object_00303
Explosive,Object_00109
Explosive,Object_00015
Food,Object_00492
Corrosive,Object_00185
Pressurized,Object_00064
Unspecified,Object_00275
Explosive,Object_00507
Fragile,Object_00080
Radioactive,Object_00203
Food,Object_00065
Corrosive,Object_00073
Radioactive,Object_00285
Radioactive,Object_00271
Flammable,Object_00260
Food,Object_00116
Flammable,Object_00583
Radioactive,Object_00599
Pressurized,Object_00469
Explosive,Object_00046
Radioactive,Object_00224
Fragile,Object_00593
Oxidizing,Object_00444
Oxidizing,Object_00198
Food,Object_00416
Food,Object_00342
Corrosive,Object_00262
Flammable,Object_00468
Food,Object_00048
Toxic,Object_00005
Oxidizing,Object_00608
Toxic,Object_00113
Pressurized,Object_00509
Explosive,Object_00090
Pressurized,Object_00504
Radioactive,Object_00535
Unspecified,Object_00490
Radioactive,Object_00528
Corrosive,Object_00497
Pressurized,Object_00565
Corrosive,Object_00516
Fragile,Object_00040
Corrosive,Object_00603
Food,Object_00337
Corrosive,Object_00028
Toxic,Object_00400
Flammable,Object_00278
Corrosive,Object_00148
Corrosive,Object_00099
Oxidizing,Object_00385
Unspecified,Object_00231
Oxidizing,Object_00317
Explosive,Object_00488
Corrosive,Object_00218
Radioactive,Object_00020
Flammable,Object_00092
Fragile,Object_00047
Food,Object_00157
Radioactive,Object_00228
Toxic,Object_00522
Radioactive,Object_00463
Oxidizing,Object_00333
Flammable,Object_00430
Radioactive,Object_00414
Corrosive,Object_00454
Pressurized,Object_00181
Flammable,Object_00512
Oxidizing,Object_00199
Oxidizing,Object_00489
Food,Object_00242
Fragile,Object_00225
Fragile,Object_00256
Flammable,Object_00529
Explosive,Object_00550
Corrosive,Object_00162
Oxidizing,Object_00354
Fragile,Object_00472
Flammable,Object_00121
Fragile,Object_00437
Pressurized,Object_00588
Corrosive,Object_00075
Toxic,Object_00273
Pressurized,Object_00076
Toxic,Object_00167
Corrosive,Object_00573
Toxic,Object_00184
Radioactive,Object_00510
Corrosive,Object_00153
Explosive,Object_00307
Radioactive,Object_00486
Corrosive,Object_00310
Unspecified,Object_00259
Toxic,Object_00335
Oxidizing,Object_00044
Unspecified,Object_00126
Unspecified,Object_00377
Radioactive,Object_00282
Fragile,Object_00375
Radioactive,Object_00222
Pressurized,Object_00539
Explosive,Object_00138
Corrosive,Object_00462
Radioactive,Object_00108
Explosive,Object_00212
Explosive,Object_00119
Unspecified,Object_00094
Flammable,Object_00234
Unspecified,Object_00145
Radioactive,Object_00258
Unspecified,Object_00140
Flammable,Object_00478
Food,Object_00451
Radioactive,Object_00389
Explosive,Object_00270
Fragile,Object_00264
Corrosive,Object_00190
Toxic,Object_00568
Flammable,Object_00277
Unspecified,Object_00144
Fragile,Object_00112
