Category,Object
Toxic,Object_19166
Flammable,Object_03666
Food,Object_24016
Radioactive,Object_22704
Toxic,Object_26993
Radioactive,Object_18902
Fragile,Object_01543
Pressurized,Object_15565
Flammable,Object_27001
Unspecified,Object_08567
Unspecified,Object_11346
Food,Object_13885
Oxidizing,Object_25047
Pressurized,Object_19916
Pressurized,Object_27740
Oxidizing,Object_02430
Oxidizing,Object_24706
Explosive,Object_15065
Food,Object_15822
Food,Object_27217
Unspecified,Object_06664
Unspecified,Object_11168
Fragile,Object_24132
Radioactive,Object_05824
Pressurized,Object_05070
Food,Object_22984
Corrosive,Object_26761
Explosive,Object_00751
Pressurized,Object_24555
Toxic,Object_10492
Fragile,Object_20877
Food,Object_10050
Explosive,Object_18325
Flammable,Object_03195
Food,Object_14748
Fragile,Object_29508
Explosive,Object_26727
Fragile,Object_29584
Toxic,Object_25564
Flammable,Object_24301
Explosive,Object_09077
Oxidizing,Object_04805
Food,Object_09352
Toxic,Object_01373
Toxic,Object_11755
Oxidizing,Object_09313
Explosive,Object_28627
Corrosive,Object_18486
Corrosive,Object_17171
Radioactive,Object_28915
Explosive,Object_03057
Radioactive,Object_19510
Flammable,Object_07297
Unspecified,Object_13387
Toxic,Object_19283
Unspecified,Object_29248
Food,Object_02929
Toxic,Object_25738
Explosive,Object_09802
Explosive,Object_21002
Unspecified,Object_14731
Radioactive,Object_15894
Explosive,Object_16222
Flammable,Object_29028
Corrosive,Object_18667
Radioactive,Object_13644
Food,Object_10185
Oxidizing,Object_25719
Pressurized,Object_06430
Toxic,Object_19550
Oxidizing,Object_14992
Corrosive,Object_28610
Radioactive,Object_21073
Explosive,Object_20962
Fragile,Object_09783
Unspecified,Object_22720
Fragile,Object_08062
Fragile,Object_28934
Explosive,Object_13369
Fragile,Object_14157
Fragile,Object_08808
Explosive,Object_26877
Pressurized,Object_01687
Unspecified,Object_25051
Fragile,Object_15602
Oxidizing,Object_18013
Oxidizing,Object_19339
Radioactive,Object_27075
Food,Object_05040
Radioactive,Object_26067
Flammable,Object_15657
Oxidizing,Object_05181
Explosive,Object_06889
Radioactive,Object_18589
Unspecified,Object_20459
Explosive,Object_21926
Fragile,Object_11181
Flammable,Object_13758
Oxidizing,Object_04881
Corrosive,Object_18429
Oxidizing,Object_03671
Radioactive,Object_10006
Food,Object_13141
Unspecified,Object_04420
Toxic,Object_24571
Explosive,Object_25160
Food,Object_22441
Toxic,Object_13166
Radioactive,Object_21146
Oxidizing,Object_15502
