Category,Object
Fragile,Object_00054
Corrosive,Object_00072
Unspecified,Object_00068
Fragile,Object_00038
Unspecified,Object_00021
Radioactive,Object_00033
Flammable,Object_00079
Toxic,Object_00036
Fragile,Object_00085
Pressurized,Object_00013
Pressurized,Object_00124
Toxic,Object_00050
Fragile,Object_00012
Pressurized,Object_00058
Radioactive,Object_00105
Explosive,Object_00024
Oxidizing,Object_00029
Fragile,Object_00083
Explosive,Object_00019
Fragile,Object_00002
Corrosive,Object_00061
Oxidizing,Object_00095
Pressurized,Object_00020
Food,Object_00122
Flammable,Object_00076
Flammable,Object_00014
Toxic,Object_00107
Flammable,Object_00074
Radioactive,Object_00091
Radioactive,Object_00099
Flammable,Object_00126
Radioactive,Object_00116
Flammable,Object_00117
Flammable,Object_00073
Flammable,Object_00084
Explosive,Object_00034
Flammable,Object_00125
Oxidizing,Object_00062
Explosive,Object_00031
Pressurized,Object_00100
Unspecified,Object_00018
Unspecified,Object_00082
Fragile,Object_00004
Fragile,Object_00030
Flammable,Object_00088
Food,Object_00119
Fragile,Object_00128
Unspecified,Object_00017
Flammable,Object_00005
Toxic,Object_00121
Corrosive,Object_00094
Food,Object_00027
Explosive,Object_00127
Flammable,Object_00057
Pressurized,Object_00123
Toxic,Object_00101
Radioactive,Object_00112
Flammable,Object_00078
Flammable,Object_00102
Fragile,Object_00006
Toxic,Object_00041
Oxidizing,Object_00026
Food,Object_00111
Corrosive,Object_00037
Flammable,Object_00009
Explosive,Object_00071
Radioactive,Object_00022
Toxic,Object_00108
Oxidizing,Object_00103
Explosive,Object_00055
Explosive,Object_00104
Fragile,Object_00045
Pressurized,Object_00070
Flammable,Object_00114
Unspecified,Object_00064
Unspecified,Object_00040
Radioactive,Object_00016
Food,Object_00075
Fragile,Object_00025
Radioactive,Object_00067
Unspecified,Object_00096
Fragile,Object_00066
Oxidizing,Object_00097
Fragile,Object_00060
Toxic,Object_00039
Pressurized,Object_00077
Oxidizing,Object_00093
Corrosive,Object_00092
Unspecified,Object_00047
Flammable,Object_00106
Radioactive,Object_00015
Oxidizing,Object_00087
Oxidizing,Object_00028
Pressurized,Object_00035
Oxidizing,Object_00118
Radioactive,Object_00044
Radioactive,Object_00129
Fragile,Object_00110
Pressurized,Object_00008
Unspecified,Object_00130
Toxic,Object_00007
Flammable,Object_00120
Flammable,Object_00090
Toxic,Object_00048
Unspecified,Object_00049
Fragile,Object_00001
Oxidizing,Object_00109
Unspecified,Object_00089
Unspecified,Object_00010
Corrosive,Object_00046
Toxic,Object_00051
Food,Object_00052
Toxic,Object_00042
Radioactive,Object_00011
Pressurized,Object_00113
Corrosive,Object_00063
Radioactive,Object_00059
Flammable,Object_00069
Fragile,Object_00115
Corrosive,Object_00065
Food,Object_00043
Oxidizing,Object_00003
Fragile,Object_00023
Explosive,Object_00098
Pressurized,Object_00080
Radioactive,Object_00056
Flammable,Object_00081
Explosive,Object_00086
Radioactive,Object_00032
Unspecified,Object_00053
