Category,Object
Flammable,Object_00540
Explosive,Object_00140
Food,Object_00055
Toxic,Object_00605
Corrosive,Object_00475
Food,Object_00274
Food,Object_00573
Food,Object_00541
Unspecified,Object_00687
Pressurized,Object_00425
Toxic,Object_00280
Radioactive,Object_00656
Explosive,Object_00089
Unspecified,Object_00012
Fragile,Object_00237
Unspecified,Object_00642
Oxidizing,Object_00098
Oxidizing,Object_00790
Fragile,Object_00542
Corrosive,Object_00798
Fragile,Object_00232
Oxidizing,Object_00284
Flammable,Object_00419
Pressurized,Object_00749
Pressurized,Object_00594
Explosive,Object_00381
Explosive,Object_00519
Oxidizing,Object_00367
Explosive,Object_00345
Oxidizing,Object_00400
Corrosive,Object_00726
Radioactive,Object_00667
Flammable,Object_00375
Explosive,Object_00366
Pressurized,Object_00327
Pressurized,Object_00537
Unspecified,Object_00707
Food,Object_00513
Explosive,Object_00062
Toxic,Object_00706
Flammable,Object_00742
Toxic,Object_00159
Food,Object_00564
Explosive,Object_00469
Toxic,Object_00315
Flammable,Object_00580
Fragile,Object_00172
Toxic,Object_00321
Unspecified,Object_00083
Corrosive,Object_00657
Food,Object_00325
Food,Object_00112
Pressurized,Object_00067
Radioactive,Object_00088
Food,Object_00119
Explosive,Object_00582
Unspecified,Object_00326
Corrosive,Object_00121
Radioactive,Object_00738
Flammable,Object_00173
Explosive,Object_00402
Oxidizing,Object_00745
Food,Object_00131
Radioactive,Object_00025
Pressurized,Object_00195
Toxic,Object_00422
Food,Object_00219
Unspecified,Object_00304
Flammable,Object_00215
Unspecified,Object_00024
Explosive,Object_00113
Corrosive,Object_00302
Flammable,Object_00028
Toxic,Object_00670
Flammable,Object_00114
Radioactive,Object_00160
Toxic,Object_00102
Fragile,Object_00644
Explosive,Object_00239
Pressurized,Object_00144
Flammable,Object_00755
Food,Object_00665
Unspecified,Object_00632
Toxic,Object_00059
Corrosive,Object_00595
Oxidizing,Object_00019
Flammable,Object_00689
Oxidizing,Object_00314
Explosive,Object_00290
Corrosive,Object_00672
Toxic,Object_00619
Radioactive,Object_00488
Radioactive,Object_00273
Food,Object_00695
Oxidizing,Object_00094
Fragile,Object_00767
Radioactive,Object_00295
Corrosive,Object_00187
Pressurized,Object_00301
Oxidizing,Object_00091
Food,Object_00389
Pressurized,Object_00074
Flammable,Object_00445
Radioactive,Object_00779
Toxic,Object_00589
Explosive,Object_00534
Oxidizing,Object_00531
Pressurized,Object_00679
Flammable,Object_00473
Explosive,Object_00162
Corrosive,Object_00054
Explosive,Object_00317
Corrosive,Object_00443
Pressurized,Object_00174
Toxic,Object_00572
Toxic,Object_00264
Fragile,Object_00416
Unspecified,Object_00133
Oxidizing,Object_00532
Unspecified,Object_00763
Toxic,Object_00077
Food,Object_00390
Food,Object_00169
Fragile,Object_00141
Oxidizing,Object_00560
Oxidizing,Object_00037
Flammable,Object_00768
Flammable,Object_00692
