Category,Object
Unspecified,Object_00037
Radioactive,Object_00005
Unspecified,Object_00081
Corrosive,Object_00038
Oxidizing,Object_00042
Pressurized,Object_00070
Toxic,Object_00049
Unspecified,Object_00013
Toxic,Object_00101
Pressurized,Object_00044
Flammable,Object_00046
Food,Object_00150
Toxic,Object_00067
Oxidizing,Object_00122
Radioactive,Object_00030
Unspecified,Object_00114
Radioactive,Object_00003
Pressurized,Object_00068
Fragile,Object_00002
Unspecified,Object_00142
Food,Object_00112
Oxidizing,Object_00151
Corrosive,Object_00009
Oxidizing,Object_00074
Corrosive,Object_00115
Explosive,Object_00117
Unspecified,Object_00155
Oxidizing,Object_00060
Fragile,Object_00106
Flammable,Object_00062
Flammable,Object_00079
Fragile,Object_00119
Food,Object_00036
Food,Object_00087
Explosive,Object_00129
Unspecified,Object_00069
Toxic,Object_00103
Food,Object_00024
Radioactive,Object_00064
Oxidizing,Object_00035
Oxidizing,Object_00132
Pressurized,Object_00072
Food,Object_00080
Food,Object_00051
Unspecified,Object_00104
Flammable,Object_00082
Unspecified,Object_00133
Oxidizing,Object_00047
Food,Object_00093
Oxidizing,Object_00153
Oxidizing,Object_00073
Unspecified,Object_00102
Unspecified,Object_00148
Flammable,Object_00094
Flammable,Object_00001
Toxic,Object_00116
Flammable,Object_00152
Radioactive,Object_00015
Radioactive,Object_00124
Flammable,Object_00054
Fragile,Object_00090
Radioactive,Object_00109
Explosive,Object_00134
Food,Object_00092
Unspecified,Object_00032
Corrosive,Object_00034
Explosive,Object_00055
Food,Object_00127
Pressurized,Object_00136
Pressurized,Object_00057
Toxic,Object_00143
Pressurized,Object_00111
Oxidizing,Object_00113
Pressurized,Object_00050
Pressurized,Object_00014
Unspecified,Object_00045
Pressurized,Object_00010
Oxidizing,Object_00138
Pressurized,Object_00091
Food,Object_00043
Food,Object_00031
Corrosive,Object_00088
Corrosive,Object_00016
Pressurized,Object_00048
Unspecified,Object_00078
Toxic,Object_00004
Pressurized,Object_00139
Food,Object_00012
Toxic,Object_00130
Pressurized,Object_00053
Food,Object_00028
Food,Object_00076
Explosive,Object_00059
Oxidizing,Object_00120
Pressurized,Object_00063
Toxic,Object_00022
Toxic,Object_00023
Explosive,Object_00105
Pressurized,Object_00118
Corrosive,Object_00008
Food,Object_00121
Food,Object_00149
Toxic,Object_00027
Pressurized,Object_00061
Food,Object_00020
Radioactive,Object_00056
Radioactive,Object_00017
Pressurized,Object_00075
Flammable,Object_00128
Corrosive,Object_00066
Explosive,Object_00039
Unspecified,Object_00007
Flammable,Object_00052
Flammable,Object_00157
Radioactive,Object_00098
Flammable,Object_00006
Food,Object_00144
Flammable,Object_00160
Explosive,Object_00029
Corrosive,Object_00135
Toxic,Object_00065
Fragile,Object_00140
Oxidizing,Object_00147
Toxic,Object_00019
Oxidizing,Object_00131
Toxic,Object_00154
Unspecified,Object_00141
Corrosive,Object_00086
Radioactive,Object_00011
Explosive,Object_00146
Explosive,Object_00108
Explosive,Object_00123
Flammable,Object_00158
Flammable,Object_00096
Fragile,Object_00097
Explosive,Object_00100
Food,Object_00125
Unspecified,Object_00089
Explosive,Object_00145
Corrosive,Object_00085
Corrosive,Object_00077
Fragile,Object_00126
Unspecified,Object_00040
Explosive,Object_00110
Explosive,Object_00137
Radioactive,Object_00018
Pressurized,Object_00083
Pressurized,Object_00084
Fragile,Object_00033
Flammable,Object_00156
Radioactive,Object_00099
Unspecified,Object_00026
Radioactive,Object_00021
Radioactive,Object_00025
Pressurized,Object_00041
Explosive,Object_00071
Oxidizing,Object_00107
Radioactive,Object_00159
Pressurized,Object_00058
Toxic,Object_00095
