Category,Object
Corrosive,Object_00141
Fragile,Object_00272
Toxic,Object_00183
Oxidizing,Object_00034
Food,Object_00128
Radioactive,Object_00079
Corrosive,Object_00054
Explosive,Object_00006
Fragile,Object_00049
Pressurized,Object_00113
Fragile,Object_00140
Unspecified,Object_00082
Unspecified,Object_00050
Flammable,Object_00288
Food,Object_00231
Fragile,Object_00214
Oxidizing,Object_00074
Fragile,Object_00227
Fragile,Object_00150
Corrosive,Object_00206
Oxidizing,Object_00172
Corrosive,Object_00025
Flammable,Object_00012
Oxidizing,Object_00123
Explosive,Object_00119
Corrosive,Object_00261
Radioactive,Object_00200
Unspecified,Object_00108
Food,Object_00184
Explosive,Object_00156
Toxic,Object_00267
Oxidizing,Object_00106
Pressurized,Object_00038
Radioactive,Object_00004
Fragile,Object_00176
Food,Object_00209
Flammable,Object_00174
Pressurized,Object_00036
Oxidizing,Object_00187
Flammable,Object_00199
Radioactive,Object_00114
Flammable,Object_00129
Food,Object_00268
Fragile,Object_00061
Fragile,Object_00145
Food,Object_00201
Explosive,Object_00191
Flammable,Object_00240
Toxic,Object_00056
Unspecified,Object_00059
Flammable,Object_00013
Radioactive,Object_00224
Toxic,Object_00280
Pressurized,Object_00089
Toxic,Object_00152
Corrosive,Object_00241
Toxic,Object_00127
Explosive,Object_00230
Food,Object_00015
Corrosive,Object_00159
Flammable,Object_00134
Corrosive,Object_00163
Unspecified,Object_00044
Fragile,Object_00002
Food,Object_00242
Flammable,Object_00276
Explosive,Object_00093
Toxic,Object_00112
Food,Object_00109
Fragile,Object_00192
Unspecified,Object_00087
Fragile,Object_00097
Food,Object_00250
Corrosive,Object_00166
Fragile,Object_00158
Radioactive,Object_00064
Flammable,Object_00274
Fragile,Object_00072
Fragile,Object_00264
Flammable,Object_00092
Fragile,Object_00101
Unspecified,Object_00110
Fragile,Object_00084
Food,Object_00003
Toxic,Object_00285
Explosive,Object_00175
Pressurized,Object_00120
Oxidizing,Object_00077
Pressurized,Object_00155
Flammable,Object_00024
Toxic,Object_00053
Corrosive,Object_00179
Explosive,Object_00216
Flammable,Object_00017
Explosive,Object_00162
Toxic,Object_00142
Explosive,Object_00131
Radioactive,Object_00065
Unspecified,Object_00190
Pressurized,Object_00154
Fragile,Object_00138
Flammable,Object_00213
Flammable,Object_00028
Radioactive,Object_00026
Unspecified,Object_00221
Pressurized,Object_00023
Flammable,Object_00237
Flammable,Object_00284
Oxidizing,Object_00010
Toxic,Object_00177
Oxidizing,Object_00133
Pressurized,Object_00070
Oxidizing,Object_00091
Fragile,Object_00058
Radioactive,Object_00137
Toxic,Object_00105
Oxidizing,Object_00232
Unspecified,Object_00207
Radioactive,Object_00203
Oxidizing,Object_00103
Fragile,Object_00062
Unspecified,Object_00244
Oxidizing,Object_00290
Flammable,Object_00169
Explosive,Object_00236
Explosive,Object_00100
Radioactive,Object_00147
Flammable,Object_00086
Explosive,Object_00168
Toxic,Object_00233
Pressurized,Object_00211
Oxidizing,Object_00226
Unspecified,Object_00204
Unspecified,Object_00164
Radioactive,Object_00205
Toxic,Object_00235
Food,Object_00270
Corrosive,Object_00198
Oxidizing,Object_00279
Explosive,Object_00251
Toxic,Object_00067
Food,Object_00238
Flammable,Object_00225
Radioactive,Object_00035
Unspecified,Object_00248
Radioactive,Object_00217
Explosive,Object_00018
Corrosive,Object_00037
Explosive,Object_00042
Corrosive,Object_00246
Oxidizing,Object_00260
Toxic,Object_00095
Unspecified,Object_00165
Explosive,Object_00195
Oxidizing,Object_00160
Unspecified,Object_00196
Explosive,Object_00107
Corrosive,Object_00071
Toxic,Object_00014
Food,Object_00094
Fragile,Object_00055
Oxidizing,Object_00262
Food,Object_00202
Unspecified,Object_00121
Flammable,Object_00090
Flammable,Object_00030
Explosive,Object_00011
Fragile,Object_00186
Food,Object_00171
Radioactive,Object_00068
Corrosive,Object_00277
Food,Object_00139
Toxic,Object_00208
Pressurized,Object_00256
Food,Object_00188
Corrosive,Object_00193
Pressurized,Object_00289
Toxic,Object_00019
Toxic,Object_00247
Food,Object_00126
Explosive,Object_00073
Food,Object_00085
Unspecified,Object_00132
Pressurized,Object_00185
Toxic,Object_00253
Corrosive,Object_00063
Toxic,Object_00220
Oxidizing,Object_00021
Pressurized,Object_00124
Flammable,Object_00076
Unspecified,Object_00275
Flammable,Object_00111
Pressurized,Object_00005
Explosive,Object_00215
Toxic,Object_00040
Food,Object_00046
Unspecified,Object_00045
Corrosive,Object_00096
Oxidizing,Object_00143
Toxic,Object_00031
Food,Object_00161
Explosive,Object_00282
Toxic,Object_00263
Fragile,Object_00043
Oxidizing,Object_00283
Radioactive,Object_00033
Flammable,Object_00254
Explosive,Object_00080
Toxic,Object_00281
Radioactive,Object_00149
Corrosive,Object_00287
Fragile,Object_00048
Radioactive,Object_00098
Unspecified,Object_00173
Oxidizing,Object_00249
Flammable,Object_00130
Corrosive,Object_00197
Unspecified,Object_00039
Fragile,Object_00052
Radioactive,Object_00178
Oxidizing,Object_00117
Unspecified,Object_00060
Oxidizing,Object_00027
Explosive,Object_00259
Oxidizing,Object_00008
Explosive,Object_00007
Explosive,Object_00083
Flammable,Object_00029
Food,Object_00228
Fragile,Object_00051
Radioactive,Object_00194
Oxidizing,Object_00066
Radioactive,Object_00218
Unspecified,Object_00102
Radioactive,Object_00135
Radioactive,Object_00245
Unspecified,Object_00153
Fragile,Object_00151
Unspecified,Object_00181
Toxic,Object_00210
Fragile,Object_00075
Explosive,Object_00081
Fragile,Object_00032
Unspecified,Object_00269
Corrosive,Object_00222
Flammable,Object_00088
Fragile,Object_00022
Unspecified,Object_00118
Food,Object_00122
Radioactive,Object_00020
Flammable,Object_00212
Corrosive,Object_00229
Oxidizing,Object_00078
Flammable,Object_00148
Corrosive,Object_00009
Unspecified,Object_00057
Fragile,Object_00219
Toxic,Object_00157
Unspecified,Object_00258
Food,Object_00273
Oxidizing,Object_00047
Oxidizing,Object_00265
Corrosive,Object_00239
Corrosive,Object_00266
Explosive,Object_00104
Toxic,Object_00001
Pressurized,Object_00146
Toxic,Object_00234
Radioactive,Object_00243
Oxidizing,Object_00223
Fragile,Object_00016
Radioactive,Object_00041
Explosive,Object_00125
Fragile,Object_00116
Radioactive,Object_00170
Fragile,Object_00252
Food,Object_00286
Flammable,Object_00257
Flammable,Object_00099
Food,Object_00182
Pressurized,Object_00115
Unspecified,Object_00144
Corrosive,Object_00069
Radioactive,Object_00278
Radioactive,Object_00167
Oxidizing,Object_00180
Flammable,Object_00255
Fragile,Object_00136
Corrosive,Object_00189
Corrosive,Object_00271
