Category,Object
Explosive,Object_01470
Radioactive,Object_29456
Explosive,Object_01249
Food,Object_19644
Corrosive,Object_02925
Corrosive,Object_11160
Unspecified,Object_16825
Food,Object_27023
Food,Object_17893
Toxic,Object_28014
Pressurized,Object_04526
Toxic,Object_14525
Toxic,Object_05071
Flammable,Object_09446
Oxidizing,Object_21185
Oxidizing,Object_14912
Fragile,Object_12769
Fragile,Object_07859
Flammable,Object_00280
Fragile,Object_05473
Corrosive,Object_06498
Flammable,Object_22849
Toxic,Object_23427
Fragile,Object_21962
Pressurized,Object_06181
Unspecified,Object_15748
Unspecified,Object_03787
Flammable,Object_29467
Radioactive,Object_21530
Radioactive,Object_27403
Fragile,Object_02661
Oxidizing,Object_00699
Unspecified,Object_01149
Explosive,Object_09661
Explosive,Object_05108
Unspecified,Object_01989
Explosive,Object_03992
Fragile,Object_06257
Food,Object_04836
Pressurized,Object_09224
Radioactive,Object_00193
Toxic,Object_02101
Fragile,Object_19464
Toxic,Object_21539
Corrosive,Object_23626
Food,Object_20847
Oxidizing,Object_10467
Oxidizing,Object_14704
Explosive,Object_27812
Food,Object_26796
Pressurized,Object_04398
Toxic,Object_09368
Explosive,Object_27536
Corrosive,Object_06091
Flammable,Object_23289
Unspecified,Object_08812
Food,Object_19038
Corrosive,Object_25906
Food,Object_22931
Toxic,Object_06587
Corrosive,Object_17717
Explosive,Object_16335
Food,Object_18731
Unspecified,Object_00296
Fragile,Object_21700
Pressurized,Object_26676
Radioactive,Object_13981
Radioactive,Object_09090
Oxidizing,Object_04762
Pressurized,Object_13036
Radioactive,Object_05902
Radioactive,Object_18141
Fragile,Object_28277
Oxidizing,Object_06217
Oxidizing,Object_22358
Unspecified,Object_27617
Flammable,Object_01013
Fragile,Object_00928
Radioactive,Object_03595
Radioactive,Object_19665
Flammable,Object_11195
Food,Object_18287
Unspecified,Object_00237
Radioactive,Object_15699
Fragile,Object_04230
Oxidizing,Object_05076
Pressurized,Object_25225
Explosive,Object_15279
Pressurized,Object_19336
