Category,Object
Flammable,Object_00023
Food,Object_00319
Unspecified,Object_00090
Oxidizing,Object_00250
Toxic,Object_00801
Corrosive,Object_00771
Unspecified,Object_00131
Explosive,Object_00199
Food,Object_00489
Food,Object_00791
Fragile,Object_00031
Pressurized,Object_00143
Oxidizing,Object_00181
Corrosive,Object_00080
Fragile,Object_00440
Radioactive,Object_00096
Toxic,Object_00587
Toxic,Object_00492
Unspecified,Object_00673
Radioactive,Object_00264
Explosive,Object_00401
Unspecified,Object_00656
Radioactive,Object_00166
Toxic,Object_00751
Flammable,Object_00776
Flammable,Object_00511
Explosive,Object_00436
Pressurized,Object_00255
Fragile,Object_00333
Radioactive,Object_00203
Radioactive,Object_00658
Radioactive,Object_00130
Corrosive,Object_00079
Flammable,Object_00743
Flammable,Object_00003
Fragile,Object_00815
Oxidizing,Object_00336
Unspecified,Object_00359
Pressurized,Object_00610
Flammable,Object_00363
Radioactive,Object_00812
Unspecified,Object_00393
Unspecified,Object_00550
Corrosive,Object_00252
Radioactive,Object_00631
Explosive,Object_00543
Explosive,Object_00459
Fragile,Object_00239
Unspecified,Object_00043
Pressurized,Object_00627
Unspecified,Object_00097
Oxidizing,Object_00548
Radioactive,Object_00212
Corrosive,Object_00534
Food,Object_00270
Corrosive,Object_00045
Fragile,Object_00533
Oxidizing,Object_00558
Flammable,Object_00232
Food,Object_00417
Corrosive,Object_00078
Oxidizing,Object_00407
Explosive,Object_00324
Explosive,Object_00629
Food,Object_00814
Explosive,Object_00636
Corrosive,Object_00020
Oxidizing,Object_00443
Explosive,Object_00210
Radioactive,Object_00156
Flammable,Object_00310
Flammable,Object_00783
Flammable,Object_00065
Radioactive,Object_00364
Fragile,Object_00267
Flammable,Object_00008
Unspecified,Object_00035
Fragile,Object_00337
Toxic,Object_00562
Corrosive,Object_00461
Pressurized,Object_00792
Food,Object_00066
Toxic,Object_00305
Explosive,Object_00796
Unspecified,Object_00782
Oxidizing,Object_00496
Explosive,Object_00569
Explosive,Object_00639
Toxic,Object_00723
Explosive,Object_00487
Flammable,Object_00068
Fragile,Object_00234
Oxidizing,Object_00506
Fragile,Object_00149
Corrosive,Object_00190
Flammable,Object_00456
Toxic,Object_00126
Corrosive,Object_00177
Pressurized,Object_00276
Radioactive,Object_00637
Fragile,Object_00689
Pressurized,Object_00009
Flammable,Object_00157
Oxidizing,Object_00014
Fragile,Object_00273
Radioactive,Object_00010
Corrosive,Object_00334
Toxic,Object_00176
Corrosive,Object_00404
Food,Object_00766
Food,Object_00592
Fragile,Object_00380
Pressurized,Object_00037
Explosive,Object_00586
Unspecified,Object_00018
Food,Object_00503
Toxic,Object_00599
Radioactive,Object_00450
Food,Object_00280
Fragile,Object_00378
Unspecified,Object_00306
Explosive,Object_00618
Toxic,Object_00133
Corrosive,Object_00251
Food,Object_00416
Oxidizing,Object_00724
Flammable,Object_00510
Explosive,Object_00535
Fragile,Object_00552
Radioactive,Object_00354
Pressurized,Object_00342
Unspecified,Object_00229
Flammable,Object_00559
Pressurized,Object_00602
Toxic,Object_00164
Food,Object_00663
Fragile,Object_00770
Radioactive,Object_00331
Unspecified,Object_00223
Corrosive,Object_00794
Flammable,Object_00207
Corrosive,Object_00391
Pressurized,Object_00344
Food,Object_00512
Fragile,Object_00120
Oxidizing,Object_00107
Explosive,Object_00140
Unspecified,Object_00102
Corrosive,Object_00426
Unspecified,Object_00806
Oxidizing,Object_00435
Fragile,Object_00373
Oxidizing,Object_00323
Corrosive,Object_00574
Fragile,Object_00402
Corrosive,Object_00412
Explosive,Object_00034
Oxidizing,Object_00060
Fragile,Object_00397
Fragile,Object_00051
Fragile,Object_00067
Oxidizing,Object_00294
Explosive,Object_00758
Flammable,Object_00591
Corrosive,Object_00142
Radioactive,Object_00611
Unspecified,Object_00613
Unspecified,Object_00081
Radioactive,Object_00170
Radioactive,Object_00247
Explosive,Object_00191
Unspecified,Object_00690
Food,Object_00083
Pressurized,Object_00773
Oxidizing,Object_00598
Corrosive,Object_00718
Fragile,Object_00122
Food,Object_00299
Unspecified,Object_00017
Radioactive,Object_00167
Fragile,Object_00538
Pressurized,Object_00368
Pressurized,Object_00382
Corrosive,Object_00351
Unspecified,Object_00316
Unspecified,Object_00352
Toxic,Object_00455
Pressurized,Object_00733
Unspecified,Object_00665
Pressurized,Object_00350
Pressurized,Object_00786
Pressurized,Object_00544
Oxidizing,Object_00623
Unspecified,Object_00603
Food,Object_00805
Explosive,Object_00608
Radioactive,Object_00304
Radioactive,Object_00169
Pressurized,Object_00161
Toxic,Object_00288
Fragile,Object_00285
Flammable,Object_00332
Flammable,Object_00442
Food,Object_00339
Oxidizing,Object_00739
Food,Object_00253
Toxic,Object_00501
Food,Object_00709
Corrosive,Object_00589
Corrosive,Object_00539
Fragile,Object_00335
Flammable,Object_00027
Flammable,Object_00059
Radioactive,Object_00365
Oxidizing,Object_00222
Food,Object_00632
Oxidizing,Object_00447
Pressurized,Object_00742
Food,Object_00728
Food,Object_00720
Food,Object_00518
Unspecified,Object_00025
Fragile,Object_00566
Toxic,Object_00300
Fragile,Object_00687
Flammable,Object_00778
Unspecified,Object_00521
Explosive,Object_00042
Toxic,Object_00024
Explosive,Object_00001
Pressurized,Object_00727
Toxic,Object_00127
Pressurized,Object_00477
Flammable,Object_00185
Explosive,Object_00405
Toxic,Object_00514
Oxidizing,Object_00755
Flammable,Object_00612
Unspecified,Object_00198
Food,Object_00560
Flammable,Object_00567
Unspecified,Object_00338
Flammable,Object_00749
Fragile,Object_00672
Flammable,Object_00490
Pressurized,Object_00399
Unspecified,Object_00308
Flammable,Object_00531
Oxidizing,Object_00325
Oxidizing,Object_00225
Toxic,Object_00527
Toxic,Object_00125
Explosive,Object_00129
Corrosive,Object_00272
Oxidizing,Object_00546
Unspecified,Object_00495
Explosive,Object_00237
Flammable,Object_00572
Food,Object_00159
Food,Object_00756
Pressurized,Object_00138
Food,Object_00219
Corrosive,Object_00735
Unspecified,Object_00220
Fragile,Object_00597
Corrosive,Object_00678
Radioactive,Object_00053
Radioactive,Object_00180
Toxic,Object_00594
Fragile,Object_00677
Food,Object_00265
Radioactive,Object_00580
Oxidizing,Object_00463
Radioactive,Object_00322
Unspecified,Object_00457
Oxidizing,Object_00716
Explosive,Object_00077
Unspecified,Object_00509
Flammable,Object_00302
Oxidizing,Object_00684
Flammable,Object_00094
Unspecified,Object_00349
Corrosive,Object_00106
Flammable,Object_00076
Toxic,Object_00655
Explosive,Object_00807
Toxic,Object_00433
Food,Object_00763
Oxidizing,Object_00374
Explosive,Object_00136
Unspecified,Object_00607
Toxic,Object_00100
Explosive,Object_00002
Radioactive,Object_00317
Corrosive,Object_00462
Unspecified,Object_00128
Unspecified,Object_00736
Corrosive,Object_00500
Explosive,Object_00434
Fragile,Object_00466
Pressurized,Object_00135
Oxidizing,Object_00717
