Category,Object
Toxic,Object_02073
Oxidizing,Object_00433
Corrosive,Object_03022
Pressurized,Object_01124
Oxidizing,Object_00692
Flammable,Object_00569
Radioactive,Object_01567
Flammable,Object_02970
Oxidizing,Object_00498
Food,Object_00048
Explosive,Object_02713
Radioactive,Object_02522
Fragile,Object_00184
Corrosive,Object_02628
Corrosive,Object_01432
Corrosive,Object_01506
Pressurized,Object_00054
Toxic,Object_01543
Oxidizing,Object_00646
Oxidizing,Object_00677
Toxic,Object_00467
Corrosive,Object_01615
Pressurized,Object_01890
Radioactive,Object_00314
Food,Object_02123
Radioactive,Object_01614
Fragile,Object_01203
Unspecified,Object_02693
Food,Object_00972
Corrosive,Object_00671
Unspecified,Object_00945
Unspecified,Object_01932
Food,Object_01040
Fragile,Object_00461
Food,Object_01426
Food,Object_02954
Pressurized,Object_01684
Radioactive,Object_01180
Food,Object_02148
Food,Object_01875
Fragile,Object_01271
Pressurized,Object_01502
Flammable,Object_02928
Explosive,Object_01999
Food,Object_00366
Fragile,Object_01920
Food,Object_02316
Fragile,Object_00576
Flammable,Object_01395
Fragile,Object_00293
Fragile,Object_02617
Corrosive,Object_02820
Oxidizing,Object_02911
Pressurized,Object_01323
Radioactive,Object_00368
Pressurized,Object_03025
Pressurized,Object_03033
Radioactive,Object_02998
Toxic,Object_02162
Oxidizing,Object_01981
Food,Object_01163
Flammable,Object_00645
Explosive,Object_00391
Radioactive,Object_00651
Corrosive,Object_01503
Toxic,Object_01328
Toxic,Object_02969
Oxidizing,Object_01511
Unspecified,Object_02766
Corrosive,Object_00327
Flammable,Object_00634
Oxidizing,Object_02142
Explosive,Object_02708
Food,Object_00216
Toxic,Object_01599
Oxidizing,Object_02063
Toxic,Object_00718
Pressurized,Object_02758
Radioactive,Object_01143
Flammable,Object_01441
Pressurized,Object_02180
Explosive,Object_00190
Pressurized,Object_02139
Corrosive,Object_01574
Unspecified,Object_00573
Explosive,Object_02020
Corrosive,Object_02350
Food,Object_02508
Explosive,Object_01939
Radioactive,Object_01333
Explosive,Object_02679
Flammable,Object_02057
Flammable,Object_01752
Explosive,Object_00798
Radioactive,Object_00699
