Category,Object
Fragile,Object_01368
Radioactive,Object_02424
Oxidizing,Object_01523
Explosive,Object_02665
Pressurized,Object_02371
Flammable,Object_01861
Unspecified,Object_02836
Unspecified,Object_02269
Flammable,Object_00376
Explosive,Object_00052
Corrosive,Object_00069
Flammable,Object_00566
Oxidizing,Object_02043
Oxidizing,Object_01719
Flammable,Object_00349
Radioactive,Object_03061
Corrosive,Object_03034
Flammable,Object_00232
Corrosive,Object_00683
Fragile,Object_01927
Pressurized,Object_01637
Unspecified,Object_02671
Radioactive,Object_01285
Unspecified,Object_01264
Fragile,Object_01130
Corrosive,Object_00119
Corrosive,Object_02476
Pressurized,Object_02230
Toxic,Object_00126
Explosive,Object_02660
Pressurized,Object_00173
Unspecified,Object_02188
Oxidizing,Object_01483
Radioactive,Object_02003
Unspecified,Object_02449
Flammable,Object_02339
Radioactive,Object_00365
Toxic,Object_01122
Radioactive,Object_02988
Unspecified,Object_03073
Oxidizing,Object_03089
Oxidizing,Object_03021
Oxidizing,Object_01148
Flammable,Object_01074
Food,Object_01622
Flammable,Object_02121
Oxidizing,Object_01919
Corrosive,Object_01344
Oxidizing,Object_02254
Pressurized,Object_01578
Toxic,Object_02386
Fragile,Object_02725
Unspecified,Object_01029
Pressurized,Object_03103
Flammable,Object_02136
Fragile,Object_01449
Flammable,Object_03014
Radioactive,Object_00122
Pressurized,Object_01192
Unspecified,Object_00756
Toxic,Object_02428
Toxic,Object_02289
Flammable,Object_00247
Fragile,Object_00542
Pressurized,Object_02198
Pressurized,Object_02049
Food,Object_00174
Fragile,Object_00393
Unspecified,Object_02180
Corrosive,Object_02163
Corrosive,Object_02143
Food,Object_02288
Unspecified,Object_03071
Unspecified,Object_01500
Food,Object_01252
Unspecified,Object_02487
Food,Object_02884
Radioactive,Object_03057
Unspecified,Object_01815
Pressurized,Object_02602
Flammable,Object_02499
Toxic,Object_01979
Toxic,Object_01611
Corrosive,Object_02720
Oxidizing,Object_00309
Food,Object_00525
Fragile,Object_00834
Fragile,Object_01742
Pressurized,Object_00182
Unspecified,Object_00630
Fragile,Object_01882
Toxic,Object_00394
Corrosive,Object_01507
Unspecified,Object_01633
Fragile,Object_00323
Pressurized,Object_02753
Corrosive,Object_00487
Corrosive,Object_01529
Explosive,Object_02557
Oxidizing,Object_00443
Radioactive,Object_00012
Oxidizing,Object_02097
Unspecified,Object_00535
Food,Object_02495
Toxic,Object_02946
Fragile,Object_00764
Oxidizing,Object_01266
Oxidizing,Object_02986
Unspecified,Object_01352
Oxidizing,Object_01824
Toxic,Object_02620
Pressurized,Object_02809
Radioactive,Object_02885
Pressurized,Object_01712
Toxic,Object_02111
Flammable,Object_02545
Oxidizing,Object_01159
Radioactive,Object_03122
Toxic,Object_02260
Unspecified,Object_00854
Corrosive,Object_01703
Toxic,Object_00466
Oxidizing,Object_02993
Food,Object_01133
Pressurized,Object_02457
Pressurized,Object_00661
Fragile,Object_02096
Corrosive,Object_02863
Food,Object_00906
Corrosive,Object_02895
Flammable,Object_00646
Radioactive,Object_00647
Flammable,Object_02098
Food,Object_02128
Explosive,Object_00529
Fragile,Object_01761
Oxidizing,Object_02450
Explosive,Object_02723
Fragile,Object_02562
Pressurized,Object_01488
Fragile,Object_00606
Unspecified,Object_03059
Unspecified,Object_02060
Toxic,Object_02641
Corrosive,Object_00657
Flammable,Object_00187
Toxic,Object_02856
Toxic,Object_01762
Oxidizing,Object_02588
Food,Object_00390
Corrosive,Object_02903
Flammable,Object_00702
Toxic,Object_00375
Corrosive,Object_01782
Explosive,Object_01616
Unspecified,Object_00704
Unspecified,Object_00240
Flammable,Object_01118
Pressurized,Object_00434
Corrosive,Object_01876
Explosive,Object_00502
Pressurized,Object_00718
Unspecified,Object_00092
Unspecified,Object_02393
Pressurized,Object_00149
Radioactive,Object_02056
Oxidizing,Object_01714
Radioactive,Object_01070
Food,Object_01100
Corrosive,Object_02004
Food,Object_01015
Oxidizing,Object_02611
Oxidizing,Object_01597
Radioactive,Object_02922
Radioactive,Object_00728
Corrosive,Object_01670
Unspecified,Object_02984
Pressurized,Object_01308
Pressurized,Object_00429
Unspecified,Object_01147
Flammable,Object_02240
Unspecified,Object_01057
Corrosive,Object_01789
Toxic,Object_00730
Oxidizing,Object_00442
Fragile,Object_00081
Pressurized,Object_02691
Unspecified,Object_00408
Toxic,Object_00195
Food,Object_00458
Toxic,Object_00690
Unspecified,Object_00212
Radioactive,Object_00864
Food,Object_01734
Unspecified,Object_01823
Explosive,Object_02780
Corrosive,Object_00004
Explosive,Object_00627
Food,Object_02983
Food,Object_01271
Flammable,Object_02158
Fragile,Object_01026
Explosive,Object_00901
Oxidizing,Object_02569
Fragile,Object_02867
Pressurized,Object_01214
Flammable,Object_01209
Corrosive,Object_02580
Explosive,Object_02914
Toxic,Object_00741
Fragile,Object_01357
Food,Object_01751
Food,Object_02953
Explosive,Object_00316
Unspecified,Object_01547
Oxidizing,Object_00250
Toxic,Object_02249
Fragile,Object_01898
Explosive,Object_01795
Oxidizing,Object_00380
Toxic,Object_02509
Explosive,Object_00362
Radioactive,Object_01968
Flammable,Object_00190
Oxidizing,Object_03090
Pressurized,Object_02910
Pressurized,Object_02248
Unspecified,Object_03026
Flammable,Object_00067
Unspecified,Object_01988
Toxic,Object_01391
Radioactive,Object_02134
Corrosive,Object_00270
Corrosive,Object_02503
Oxidizing,Object_01966
Pressurized,Object_02955
Flammable,Object_02832
Flammable,Object_02138
Unspecified,Object_01078
Flammable,Object_00710
Flammable,Object_02636
Fragile,Object_00274
Oxidizing,Object_00229
Pressurized,Object_02123
Toxic,Object_02743
Oxidizing,Object_02824
Unspecified,Object_00824
Corrosive,Object_02870
Flammable,Object_01584
Flammable,Object_00090
Unspecified,Object_01341
Toxic,Object_01315
Fragile,Object_00930
Oxidizing,Object_01883
Pressurized,Object_02267
Fragile,Object_01283
Fragile,Object_01455
Oxidizing,Object_00025
Oxidizing,Object_02869
Explosive,Object_02224
Flammable,Object_02062
Toxic,Object_01758
Radioactive,Object_01674
Unspecified,Object_01321
Food,Object_00992
Unspecified,Object_00396
Radioactive,Object_01307
Toxic,Object_00523
Oxidizing,Object_01250
Corrosive,Object_00449
Corrosive,Object_01886
Fragile,Object_02637
Flammable,Object_01114
Toxic,Object_00939
Pressurized,Object_02204
Oxidizing,Object_01573
Unspecified,Object_01910
Flammable,Object_03044
Oxidizing,Object_00440
Toxic,Object_02483
Unspecified,Object_00654
Fragile,Object_01222
Toxic,Object_00884
Food,Object_01348
Flammable,Object_02423
Toxic,Object_01729
Radioactive,Object_01923
Flammable,Object_00837
Corrosive,Object_01809
Corrosive,Object_00169
Pressurized,Object_02206
Fragile,Object_00888
Fragile,Object_01446
Oxidizing,Object_00628
Radioactive,Object_00460
Radioactive,Object_02196
Pressurized,Object_01835
Pressurized,Object_00681
Explosive,Object_02967
Food,Object_01931
Toxic,Object_00919
Oxidizing,Object_01331
Corrosive,Object_01463
Oxidizing,Object_00800
Fragile,Object_02318
Unspecified,Object_02410
Unspecified,Object_01658
Oxidizing,Object_01410
Fragile,Object_02730
Explosive,Object_00959
Flammable,Object_01662
Corrosive,Object_01863
Oxidizing,Object_02311
Flammable,Object_00556
Flammable,Object_01836
Food,Object_02802
Unspecified,Object_01319
Unspecified,Object_00306
Food,Object_00154
Food,Object_02728
Explosive,Object_00981
Flammable,Object_02656
Corrosive,Object_00668
Explosive,Object_00651
Toxic,Object_01293
Toxic,Object_03084
Oxidizing,Object_02791
Pressurized,Object_00510
Oxidizing,Object_00411
Explosive,Object_01914
Explosive,Object_01982
Explosive,Object_02559
Toxic,Object_01963
Oxidizing,Object_02211
Explosive,Object_00459
Radioactive,Object_01417
Unspecified,Object_02758
Fragile,Object_00706
Toxic,Object_03118
Unspecified,Object_02839
Flammable,Object_00846
Corrosive,Object_01666
Pressurized,Object_00720
Fragile,Object_00029
Toxic,Object_00461
Pressurized,Object_00078
Flammable,Object_00587
Fragile,Object_00456
Oxidizing,Object_00073
Oxidizing,Object_00383
Pressurized,Object_03037
Unspecified,Object_00871
Toxic,Object_00172
Fragile,Object_01317
Fragile,Object_01958
Flammable,Object_01384
Corrosive,Object_01953
Toxic,Object_00125
Food,Object_01380
Flammable,Object_01439
Unspecified,Object_00946
Flammable,Object_02448
Corrosive,Object_01822
Toxic,Object_00360
Radioactive,Object_01595
Unspecified,Object_01221
Toxic,Object_00565
Fragile,Object_02014
Radioactive,Object_01017
Toxic,Object_00465
Unspecified,Object_00878
Food,Object_01297
Toxic,Object_03031
Explosive,Object_00826
Unspecified,Object_01375
Explosive,Object_01757
Fragile,Object_02222
Toxic,Object_01016
Oxidizing,Object_00833
Pressurized,Object_02139
Corrosive,Object_00311
Explosive,Object_03081
Food,Object_00103
Food,Object_01930
Toxic,Object_03065
Flammable,Object_02795
Corrosive,Object_01436
Fragile,Object_00695
Corrosive,Object_00573
Flammable,Object_02771
Corrosive,Object_03123
Fragile,Object_00452
Radioactive,Object_01628
Pressurized,Object_01552
Fragile,Object_02883
Flammable,Object_01206
Radioactive,Object_01521
Food,Object_00268
Fragile,Object_01520
Radioactive,Object_02247
