Category,Object
Toxic,Object_00192
Flammable,Object_00073
Toxic,Object_00210
Corrosive,Object_00230
Explosive,Object_00275
Food,Object_00015
Toxic,Object_00281
Toxic,Object_00282
Fragile,Object_00090
Food,Object_00211
Oxidizing,Object_00213
Radioactive,Object_00195
Toxic,Object_00150
Food,Object_00102
Unspecified,Object_00153
Corrosive,Object_00308
Explosive,Object_00078
Corrosive,Object_00266
Unspecified,Object_00269
Fragile,Object_00064
Corrosive,Object_00002
Corrosive,Object_00053
Corrosive,Object_00250
Oxidizing,Object_00285
Food,Object_00283
Corrosive,Object_00079
Oxidizing,Object_00020
Unspecified,Object_00027
Flammable,Object_00014
Fragile,Object_00160
Radioactive,Object_00227
Explosive,Object_00021
Oxidizing,Object_00006
Oxidizing,Object_00231
Toxic,Object_00076
Oxidizing,Object_00029
Radioactive,Object_00204
Toxic,Object_00001
Corrosive,Object_00045
Fragile,Object_00100
Oxidizing,Object_00255
Flammable,Object_00104
Pressurized,Object_00119
Flammable,Object_00155
Flammable,Object_00301
Pressurized,Object_00248
Food,Object_00109
Food,Object_00137
Pressurized,Object_00038
Corrosive,Object_00214
Explosive,Object_00218
Fragile,Object_00200
Food,Object_00253
Fragile,Object_00105
Oxidizing,Object_00174
Pressurized,Object_00182
Explosive,Object_00178
Flammable,Object_00261
Explosive,Object_00162
Flammable,Object_00129
Pressurized,Object_00277
Oxidizing,Object_00068
Food,Object_00208
Flammable,Object_00146
Pressurized,Object_00209
Radioactive,Object_00203
Toxic,Object_00042
Radioactive,Object_00246
Pressurized,Object_00243
Corrosive,Object_00233
Radioactive,Object_00232
Flammable,Object_00290
Explosive,Object_00260
Pressurized,Object_00196
Explosive,Object_00234
Corrosive,Object_00070
Flammable,Object_00229
Radioactive,Object_00161
Unspecified,Object_00030
Unspecified,Object_00191
Unspecified,Object_00023
Oxidizing,Object_00098
Fragile,Object_00031
Oxidizing,Object_00110
Toxic,Object_00134
Flammable,Object_00309
Fragile,Object_00056
Pressurized,Object_00093
Food,Object_00307
Corrosive,Object_00113
Unspecified,Object_00139
Flammable,Object_00179
Food,Object_00305
Corrosive,Object_00140
Corrosive,Object_00198
Food,Object_00217
Explosive,Object_00107
Corrosive,Object_00123
Oxidizing,Object_00052
Flammable,Object_00256
Oxidizing,Object_00114
Unspecified,Object_00071
Unspecified,Object_00238
Unspecified,Object_00176
Flammable,Object_00186
Toxic,Object_00296
Toxic,Object_00039
Oxidizing,Object_00067
Radioactive,Object_00181
Oxidizing,Object_00268
Flammable,Object_00050
Food,Object_00215
Explosive,Object_00276
Explosive,Object_00187
Toxic,Object_00278
Food,Object_00060
Flammable,Object_00144
Pressurized,Object_00131
Radioactive,Object_00205
Fragile,Object_00225
Flammable,Object_00108
Toxic,Object_00026
Flammable,Object_00086
Corrosive,Object_00004
Explosive,Object_00033
Toxic,Object_00081
Flammable,Object_00239
Oxidizing,Object_00272
Toxic,Object_00007
Pressurized,Object_00082
Oxidizing,Object_00303
Flammable,Object_00194
Radioactive,Object_00199
Radioactive,Object_00017
Oxidizing,Object_00235
Food,Object_00074
Corrosive,Object_00097
Pressurized,Object_00244
Explosive,Object_00279
Unspecified,Object_00294
Explosive,Object_00143
Food,Object_00157
Flammable,Object_00059
Explosive,Object_00188
Toxic,Object_00251
Explosive,Object_00094
Fragile,Object_00043
Corrosive,Object_00005
Pressurized,Object_00120
Toxic,Object_00237
Toxic,Object_00083
Explosive,Object_00151
Oxidizing,Object_00103
Fragile,Object_00106
Explosive,Object_00051
Flammable,Object_00297
Radioactive,Object_00175
Food,Object_00041
Fragile,Object_00249
Toxic,Object_00240
Corrosive,Object_00061
Toxic,Object_00099
Food,Object_00003
Radioactive,Object_00315
Fragile,Object_00245
Toxic,Object_00117
Fragile,Object_00091
Food,Object_00018
Flammable,Object_00035
Radioactive,Object_00190
Corrosive,Object_00221
Corrosive,Object_00206
Unspecified,Object_00292
Oxidizing,Object_00291
Food,Object_00048
Fragile,Object_00084
Food,Object_00080
Radioactive,Object_00314
Pressurized,Object_00044
Flammable,Object_00228
Explosive,Object_00128
Flammable,Object_00242
Oxidizing,Object_00118
Radioactive,Object_00101
Radioactive,Object_00058
Pressurized,Object_00063
Corrosive,Object_00257
Food,Object_00013
Oxidizing,Object_00170
Food,Object_00135
Toxic,Object_00008
Corrosive,Object_00062
Oxidizing,Object_00220
Toxic,Object_00312
Fragile,Object_00009
Fragile,Object_00125
Flammable,Object_00201
Unspecified,Object_00258
Toxic,Object_00287
Unspecified,Object_00219
Flammable,Object_00055
Explosive,Object_00122
Unspecified,Object_00010
Corrosive,Object_00320
Unspecified,Object_00037
Explosive,Object_00158
Food,Object_00127
Radioactive,Object_00116
Pressurized,Object_00254
Unspecified,Object_00016
Toxic,Object_00318
Oxidizing,Object_00085
Food,Object_00025
Oxidizing,Object_00012
Fragile,Object_00310
Flammable,Object_00149
Flammable,Object_00065
Toxic,Object_00022
Unspecified,Object_00152
Corrosive,Object_00247
Explosive,Object_00298
Fragile,Object_00112
Explosive,Object_00096
Oxidizing,Object_00316
Food,Object_00167
Radioactive,Object_00180
Fragile,Object_00299
Oxidizing,Object_00087
Food,Object_00121
Pressurized,Object_00040
Unspecified,Object_00271
Explosive,Object_00145
Food,Object_00156
Fragile,Object_00252
Unspecified,Object_00024
Pressurized,Object_00069
Pressurized,Object_00270
Fragile,Object_00169
Food,Object_00185
Fragile,Object_00047
Toxic,Object_00115
Toxic,Object_00189
Food,Object_00019
Radioactive,Object_00265
Flammable,Object_00147
Unspecified,Object_00066
Unspecified,Object_00236
Oxidizing,Object_00163
Unspecified,Object_00241
Unspecified,Object_00111
Toxic,Object_00166
Pressurized,Object_00049
Corrosive,Object_00288
Fragile,Object_00028
Explosive,Object_00267
Unspecified,Object_00313
Toxic,Object_00032
Explosive,Object_00172
Corrosive,Object_00092
Radioactive,Object_00011
Toxic,Object_00130
Fragile,Object_00095
Corrosive,Object_00124
Fragile,Object_00263
Flammable,Object_00171
Corrosive,Object_00264
Flammable,Object_00057
Unspecified,Object_00136
Oxidizing,Object_00226
Radioactive,Object_00293
Food,Object_00177
Radioactive,Object_00224
Corrosive,Object_00183
Pressurized,Object_00273
Pressurized,Object_00046
Corrosive,Object_00089
Oxidizing,Object_00154
Fragile,Object_00223
Oxidizing,Object_00054
Unspecified,Object_00262
Oxidizing,Object_00300
Oxidizing,Object_00148
Fragile,Object_00207
Radioactive,Object_00159
Oxidizing,Object_00133
Food,Object_00072
Radioactive,Object_00212
Oxidizing,Object_00284
Fragile,Object_00165
Oxidizing,Object_00075
Flammable,Object_00193
Radioactive,Object_00216
Oxidizing,Object_00141
Oxidizing,Object_00304
Radioactive,Object_00077
Fragile,Object_00306
Fragile,Object_00197
Corrosive,Object_00142
Oxidizing,Object_00202
Unspecified,Object_00138
Toxic,Object_00173
Food,Object_00259
Fragile,Object_00280
Unspecified,Object_00319
Food,Object_00164
Oxidizing,Object_00184
Food,Object_00289
Flammable,Object_00274
Food,Object_00286
Corrosive,Object_00311
Toxic,Object_00132
Food,Object_00168
Pressurized,Object_00034
Food,Object_00036
Radioactive,Object_00126
Oxidizing,Object_00302
Explosive,Object_00317
Explosive,Object_00222
Corrosive,Object_00295
Toxic,Object_00088
