Category,Object
Explosive,Object_00867
Food,Object_01802
Fragile,Object_01708
Unspecified,Object_02269
Food,Object_00160
Oxidizing,Object_00751
Toxic,Object_03114
Unspecified,Object_01991
Explosive,Object_02723
Explosive,Object_02874
Oxidizing,Object_02348
Corrosive,Object_02890
Unspecified,Object_00835
Pressurized,Object_02432
Corrosive,Object_00755
Corrosive,Object_02137
Fragile,Object_02318
Oxidizing,Object_01266
Corrosive,Object_02965
Corrosive,Object_03072
Corrosive,Object_02680
Toxic,Object_01413
Food,Object_03068
Food,Object_00046
Unspecified,Object_00756
Flammable,Object_00239
Toxic,Object_00741
Unspecified,Object_00880
Pressurized,Object_02982
Pressurized,Object_02600
Pressurized,Object_00078
Food,Object_00496
Toxic,Object_02847
Fragile,Object_02400
Unspecified,Object_02963
Flammable,Object_00003
Explosive,Object_02051
Pressurized,Object_00513
Toxic,Object_02221
Toxic,Object_01213
Pressurized,Object_00532
Fragile,Object_02948
Corrosive,Object_00785
Flammable,Object_00572
Unspecified,Object_03000
Corrosive,Object_01749
Pressurized,Object_01544
Flammable,Object_00221
Pressurized,Object_02021
Fragile,Object_01317
Radioactive,Object_01718
Explosive,Object_01946
Explosive,Object_01936
Toxic,Object_03016
Flammable,Object_02484
Toxic,Object_01524
Oxidizing,Object_01824
Oxidizing,Object_02611
Fragile,Object_00279
Flammable,Object_01811
Radioactive,Object_01285
Toxic,Object_02466
Pressurized,Object_01192
Pressurized,Object_02119
Radioactive,Object_02297
Food,Object_00567
Explosive,Object_01329
Food,Object_02194
Toxic,Object_01326
Food,Object_01931
Flammable,Object_01364
Corrosive,Object_02317
Food,Object_02721
Flammable,Object_01257
Corrosive,Object_00953
Toxic,Object_01143
Unspecified,Object_00685
Explosive,Object_00422
Oxidizing,Object_00345
Pressurized,Object_00173
Pressurized,Object_00446
Radioactive,Object_02798
Toxic,Object_02202
Toxic,Object_01962
Food,Object_00779
Corrosive,Object_01779
Food,Object_02904
Radioactive,Object_01904
Toxic,Object_01060
Unspecified,Object_02975
Oxidizing,Object_00791
Pressurized,Object_02123
Toxic,Object_00494
Toxic,Object_01619
Radioactive,Object_00061
Oxidizing,Object_03049
Pressurized,Object_00214
Toxic,Object_01293
Pressurized,Object_00693
