Category,Object
Radioactive,Object_06650
Pressurized,Object_11496
Oxidizing,Object_12052
Oxidizing,Object_09667
Corrosive,Object_05489
Pressurized,Object_03787
Flammable,Object_27533
Toxic,Object_18003
Unspecified,Object_26112
Toxic,Object_15696
Food,Object_24023
Radioactive,Object_05960
Oxidizing,Object_03396
Unspecified,Object_24357
Unspecified,Object_15969
Pressurized,Object_11882
Food,Object_28210
Fragile,Object_18940
Radioactive,Object_18065
Toxic,Object_02918
Corrosive,Object_12858
Flammable,Object_07325
Pressurized,Object_09487
Toxic,Object_28790
Fragile,Object_12014
Oxidizing,Object_26278
Radioactive,Object_28216
Food,Object_07266
Flammable,Object_26849
Corrosive,Object_25409
Fragile,Object_03218
Flammable,Object_09929
Fragile,Object_03287
Fragile,Object_29068
Fragile,Object_24118
Unspecified,Object_23899
Fragile,Object_27209
Oxidizing,Object_29699
Toxic,Object_19419
Food,Object_16259
Flammable,Object_17057
Radioactive,Object_19826
Food,Object_25050
Food,Object_20964
Flammable,Object_19953
Flammable,Object_12266
Radioactive,Object_11270
Fragile,Object_01004
Oxidizing,Object_05300
Fragile,Object_12134
Radioactive,Object_26810
Toxic,Object_29803
Food,Object_01402
Explosive,Object_13678
Toxic,Object_19738
Toxic,Object_26850
Pressurized,Object_21891
Toxic,Object_18129
Food,Object_13625
Radioactive,Object_03205
Fragile,Object_13351
Flammable,Object_04450
Fragile,Object_04644
Oxidizing,Object_09267
Radioactive,Object_12366
Flammable,Object_27771
Explosive,Object_07856
Explosive,Object_20018
Oxidizing,Object_30121
Corrosive,Object_22760
Corrosive,Object_02263
Food,Object_06201
Flammable,Object_23139
Pressurized,Object_17311
Unspecified,Object_23628
Fragile,Object_00057
Toxic,Object_02704
Toxic,Object_19721
Flammable,Object_20901
Explosive,Object_29833
Corrosive,Object_18106
Explosive,Object_05435
Food,Object_07089
Toxic,Object_05677
Toxic,Object_25543
Explosive,Object_13945
Oxidizing,Object_04794
Pressurized,Object_22579
Radioactive,Object_03616
Pressurized,Object_29773
Oxidizing,Object_19820
Food,Object_18152
Pressurized,Object_05033
Corrosive,Object_29907
Pressurized,Object_06526
Corrosive,Object_20153
Unspecified,Object_11379
Fragile,Object_25788
Unspecified,Object_06763
Pressurized,Object_04513
