Category,Object
Radioactive,Object_00129
Toxic,Object_00060
Oxidizing,Object_00347
Fragile,Object_00082
Unspecified,Object_00209
Corrosive,Object_00383
Flammable,Object_00248
Unspecified,Object_00316
Fragile,Object_00509
Corrosive,Object_00257
Fragile,Object_00068
Pressurized,Object_00115
Radioactive,Object_00178
Food,Object_00510
Unspecified,Object_00445
Fragile,Object_00177
Radioactive,Object_00300
Radioactive,Object_00287
Food,Object_00106
Oxidizing,Object_00053
Fragile,Object_00447
Pressurized,Object_00382
Unspecified,Object_00165
Corrosive,Object_00314
Pressurized,Object_00197
Food,Object_00301
Oxidizing,Object_00384
Pressurized,Object_00456
Radioactive,Object_00010
Toxic,Object_00428
Oxidizing,Object_00099
Explosive,Object_00141
Pressurized,Object_00354
Explosive,Object_00235
Oxidizing,Object_00281
Corrosive,Object_00430
Corrosive,Object_00466
Fragile,Object_00435
Fragile,Object_00356
Explosive,Object_00188
Toxic,Object_00028
Pressurized,Object_00113
Flammable,Object_00092
Unspecified,Object_00361
Fragile,Object_00348
Food,Object_00124
Radioactive,Object_00072
Explosive,Object_00121
Flammable,Object_00070
Flammable,Object_00273
Oxidizing,Object_00333
Fragile,Object_00087
Unspecified,Object_00246
Explosive,Object_00245
Flammable,Object_00442
Toxic,Object_00431
Radioactive,Object_00020
Unspecified,Object_00042
Corrosive,Object_00399
Corrosive,Object_00200
Food,Object_00299
Flammable,Object_00230
Food,Object_00293
Unspecified,Object_00247
Pressurized,Object_00036
Radioactive,Object_00360
Corrosive,Object_00206
Food,Object_00432
Unspecified,Object_00026
Toxic,Object_00274
Fragile,Object_00065
Radioactive,Object_00189
Toxic,Object_00080
Radioactive,Object_00183
Corrosive,Object_00489
Toxic,Object_00503
Toxic,Object_00278
Food,Object_00147
Flammable,Object_00393
Fragile,Object_00096
Corrosive,Object_00252
Oxidizing,Object_00198
Corrosive,Object_00376
Unspecified,Object_00402
Radioactive,Object_00396
Radioactive,Object_00146
Flammable,Object_00375
Unspecified,Object_00269
Flammable,Object_00327
Explosive,Object_00109
Pressurized,Object_00475
Explosive,Object_00117
Toxic,Object_00258
Toxic,Object_00071
Corrosive,Object_00490
Unspecified,Object_00289
Toxic,Object_00508
Corrosive,Object_00066
Radioactive,Object_00427
Food,Object_00472
Toxic,Object_00184
Corrosive,Object_00470
Food,Object_00156
Toxic,Object_00078
Oxidizing,Object_00030
Pressurized,Object_00415
Flammable,Object_00488
Toxic,Object_00264
Toxic,Object_00454
Radioactive,Object_00438
Fragile,Object_00202
Corrosive,Object_00270
Fragile,Object_00400
Flammable,Object_00253
Food,Object_00352
Corrosive,Object_00067
Toxic,Object_00143
Toxic,Object_00444
Corrosive,Object_00142
