Type, Name
Pressurized,Objet_03677
Food,Objet_01853
Explosive,Objet_07695
Radioactive,Objet_06894
Explosive,Objet_07083
Unspecified,Objet_04706
Oxidizing,Objet_06901
Pressurized,Objet_04650
Toxic,Objet_02549
Unspecified,Objet_02871
Corrosive,Objet_04244
Corrosive,Objet_03455
Toxic,Objet_03140
Food,Objet_01398
Explosive,Objet_05703
Fragile,Objet_04182
Toxic,Objet_02263
Unspecified,Objet_03713
Fragile,Objet_04180
Unspecified,Objet_04169
Corrosive,Objet_04168
Explosive,Objet_06756
Toxic,Objet_05989
Flammable,Objet_03085
Flammable,Objet_07622
Unspecified,Objet_06312
Radioactive,Objet_03387
Radioactive,Objet_01488
Corrosive,Objet_01350
Pressurized,Objet_06793
Corrosive,Objet_03345
Oxidizing,Objet_00576
Oxidizing,Objet_03697
Radioactive,Objet_05207
Explosive,Objet_01726
Pressurized,Objet_05472
Flammable,Objet_06875
Explosive,Objet_03267
Fragile,Objet_05907
Food,Objet_02394
Toxic,Objet_06895
Radioactive,Objet_00445
Explosive,Objet_06557
Radioactive,Objet_06196
Oxidizing,Objet_00338
Corrosive,Objet_02036
Food,Objet_07084
Radioactive,Objet_06700
Corrosive,Objet_06985
Corrosive,Objet_02262
Explosive,Objet_00202
Corrosive,Objet_05421
Explosive,Objet_00467
Radioactive,Objet_05163
Unspecified,Objet_00968
Food,Objet_00340
Flammable,Objet_07479
Corrosive,Objet_00517
Corrosive,Objet_00607
Radioactive,Objet_06524
Corrosive,Objet_05342
Oxidizing,Objet_03378
Explosive,Objet_03917
Oxidizing,Objet_02617
Flammable,Objet_00738
Food,Objet_02919
Food,Objet_05031
Toxic,Objet_01881
Explosive,Objet_05812
Food,Objet_00466
Radioactive,Objet_03738
Oxidizing,Objet_05746
Pressurized,Objet_01583
Unspecified,Objet_07259
Corrosive,Objet_05923
Food,Objet_01374
Fragile,Objet_03674
Oxidizing,Objet_06836
Flammable,Objet_04718
Unspecified,Objet_07765
Flammable,Objet_02344
Explosive,Objet_06344
Oxidizing,Objet_02044
Pressurized,Objet_01124
Pressurized,Objet_04109
Unspecified,Objet_01068
Corrosive,Objet_01047
Radioactive,Objet_02526
Explosive,Objet_02740
Explosive,Objet_02038
Radioactive,Objet_01498
Food,Objet_03003
Food,Objet_06221
Flammable,Objet_02093
Toxic,Objet_05535
Toxic,Objet_06867
Corrosive,Objet_02522
Radioactive,Objet_05970
Flammable,Objet_04562
Toxic,Objet_01137
Explosive,Objet_00694
Corrosive,Objet_05978
Unspecified,Objet_01810
Radioactive,Objet_04220
Oxidizing,Objet_00441
Radioactive,Objet_04714
Unspecified,Objet_06452
Unspecified,Objet_03963
Toxic,Objet_05933
Toxic,Objet_01985
Unspecified,Objet_03088
Radioactive,Objet_06414
Toxic,Objet_07379
Fragile,Objet_02468
Radioactive,Objet_04015
Explosive,Objet_01586
Fragile,Objet_03939
Corrosive,Objet_02143
Corrosive,Objet_07249
Pressurized,Objet_07178
Corrosive,Objet_04523
Flammable,Objet_02737
