Category,Object
Flammable,Object_01753
Flammable,Object_08898
Toxic,Object_05981
Pressurized,Object_10187
Toxic,Object_01782
Food,Object_00313
Toxic,Object_10040
Flammable,Object_10582
Pressurized,Object_00130
Explosive,Object_05886
Corrosive,Object_05926
Food,Object_08563
Explosive,Object_08798
Radioactive,Object_02702
Explosive,Object_10319
Radioactive,Object_02303
Fragile,Object_14378
Fragile,Object_01962
Unspecified,Object_01008
Flammable,Object_06097
Pressurized,Object_11938
Radioactive,Object_02111
Unspecified,Object_14318
Oxidizing,Object_09195
Flammable,Object_12621
Unspecified,Object_01600
Corrosive,Object_09631
Toxic,Object_01942
Unspecified,Object_07080
Unspecified,Object_02456
Pressurized,Object_05343
Explosive,Object_07386
Food,Object_03507
Flammable,Object_03399
Oxidizing,Object_06067
Toxic,Object_01410
Explosive,Object_12915
Fragile,Object_08945
Corrosive,Object_03519
Explosive,Object_03795
Toxic,Object_07979
Corrosive,Object_14026
Unspecified,Object_11510
Flammable,Object_05403
Unspecified,Object_13264
Flammable,Object_01110
Toxic,Object_09688
Oxidizing,Object_09400
Toxic,Object_13348
Flammable,Object_03547
Toxic,Object_01403
Oxidizing,Object_12501
Food,Object_11819
Pressurized,Object_02140
Flammable,Object_09165
Explosive,Object_10393
Corrosive,Object_08249
Food,Object_10719
Toxic,Object_07935
Unspecified,Object_13993
Flammable,Object_14464
Food,Object_10272
Unspecified,Object_02698
Food,Object_11543
Food,Object_00883
Explosive,Object_01808
Unspecified,Object_10295
Food,Object_13110
Corrosive,Object_08097
Unspecified,Object_11889
Fragile,Object_06271
Unspecified,Object_14475
Pressurized,Object_02939
Food,Object_08612
Corrosive,Object_01133
Explosive,Object_06750
Unspecified,Object_07155
Fragile,Object_08443
Fragile,Object_04271
Unspecified,Object_04329
Toxic,Object_11911
Oxidizing,Object_14899
Unspecified,Object_13817
Radioactive,Object_11037
Food,Object_00981
Explosive,Object_08840
Radioactive,Object_13393
Unspecified,Object_03910
Pressurized,Object_08322
Corrosive,Object_12899
Explosive,Object_12844
Flammable,Object_02884
Food,Object_01846
Oxidizing,Object_12688
Toxic,Object_08456
Explosive,Object_12091
Corrosive,Object_07859
Toxic,Object_04683
Pressurized,Object_04309
Fragile,Object_13784
Fragile,Object_03848
Radioactive,Object_11354
Unspecified,Object_04336
Corrosive,Object_13371
Corrosive,Object_02943
Food,Object_13537
Oxidizing,Object_07188
Food,Object_03131
Flammable,Object_04485
Explosive,Object_08255
Oxidizing,Object_06725
Flammable,Object_12341
Flammable,Object_01219
Radioactive,Object_09536
Toxic,Object_01650
Fragile,Object_02323
Radioactive,Object_11486
Radioactive,Object_03194
Oxidizing,Object_03682
Explosive,Object_00972
Corrosive,Object_04144
Food,Object_09537
Oxidizing,Object_12985
Explosive,Object_08047
Pressurized,Object_09082
Unspecified,Object_10302
Radioactive,Object_10197
Radioactive,Object_12456
Flammable,Object_03188
Fragile,Object_07326
Radioactive,Object_08730
Oxidizing,Object_01816
Oxidizing,Object_02954
Radioactive,Object_01569
Toxic,Object_14961
Oxidizing,Object_07731
Radioactive,Object_10645
Food,Object_07235
Corrosive,Object_07278
Radioactive,Object_11292
Corrosive,Object_05139
Oxidizing,Object_14707
Pressurized,Object_03393
Unspecified,Object_08594
Oxidizing,Object_05168
Flammable,Object_08562
Toxic,Object_10417
Fragile,Object_02700
Radioactive,Object_06688
Corrosive,Object_12325
Radioactive,Object_08342
Toxic,Object_01179
Pressurized,Object_07153
Oxidizing,Object_12568
Flammable,Object_10953
Unspecified,Object_00152
Toxic,Object_09187
Radioactive,Object_11032
Oxidizing,Object_07435
Corrosive,Object_11483
Unspecified,Object_07071
Explosive,Object_03208
Unspecified,Object_11423
Flammable,Object_00164
Food,Object_12939
Flammable,Object_11201
Oxidizing,Object_07501
Food,Object_06568
Radioactive,Object_02652
Food,Object_05766
Radioactive,Object_06864
Flammable,Object_09561
Radioactive,Object_13096
Pressurized,Object_11049
Flammable,Object_08526
Unspecified,Object_06806
Oxidizing,Object_13651
Explosive,Object_04356
Radioactive,Object_07459
Toxic,Object_04351
Fragile,Object_10142
Fragile,Object_08850
Unspecified,Object_13695
Pressurized,Object_02263
Corrosive,Object_06573
Flammable,Object_14733
Toxic,Object_13983
Fragile,Object_01394
Radioactive,Object_12429
Food,Object_12918
Flammable,Object_03406
Unspecified,Object_03694
Explosive,Object_11803
Flammable,Object_07383
Explosive,Object_14820
Unspecified,Object_09432
Food,Object_06196
Corrosive,Object_09160
Pressurized,Object_12710
Fragile,Object_07256
Food,Object_06761
Radioactive,Object_00603
Pressurized,Object_13701
Radioactive,Object_11001
