Category,Object
Food,Object_17925
Radioactive,Object_02100
Food,Object_25857
Explosive,Object_06859
Unspecified,Object_12290
Toxic,Object_07270
Pressurized,Object_27249
Corrosive,Object_02793
Pressurized,Object_24515
Fragile,Object_04539
Pressurized,Object_08721
Flammable,Object_11802
Fragile,Object_23638
Food,Object_00841
Fragile,Object_24810
Food,Object_24164
Toxic,Object_24859
Radioactive,Object_28940
Corrosive,Object_13149
Explosive,Object_07769
Toxic,Object_28200
Flammable,Object_27866
Flammable,Object_14102
Oxidizing,Object_19824
Unspecified,Object_00361
Food,Object_25229
Fragile,Object_23035
Radioactive,Object_01117
Pressurized,Object_04510
Food,Object_05239
Fragile,Object_02544
Pressurized,Object_06871
Unspecified,Object_17408
Corrosive,Object_07039
Flammable,Object_12998
Corrosive,Object_29375
Food,Object_19867
Pressurized,Object_04053
Fragile,Object_24770
Toxic,Object_04668
Pressurized,Object_11405
Food,Object_02105
Radioactive,Object_06932
Oxidizing,Object_03987
Oxidizing,Object_25025
Corrosive,Object_02293
Corrosive,Object_28646
Flammable,Object_22208
Oxidizing,Object_09928
Corrosive,Object_21831
Radioactive,Object_27265
Toxic,Object_16706
Flammable,Object_08817
Toxic,Object_14435
Corrosive,Object_27125
Fragile,Object_18042
Radioactive,Object_19477
Explosive,Object_13483
Food,Object_22074
Oxidizing,Object_26675
Pressurized,Object_08699
Unspecified,Object_15708
Toxic,Object_13058
Food,Object_08458
Corrosive,Object_27488
Flammable,Object_18178
Radioactive,Object_16868
Unspecified,Object_28286
Food,Object_14964
Corrosive,Object_04878
Unspecified,Object_25688
Flammable,Object_13858
Radioactive,Object_14879
Pressurized,Object_18640
Explosive,Object_18544
Radioactive,Object_19966
Toxic,Object_11238
Oxidizing,Object_18966
Food,Object_17137
Toxic,Object_17486
Food,Object_09586
Toxic,Object_23917
Corrosive,Object_06296
Fragile,Object_25387
Radioactive,Object_27197
Food,Object_26670
Corrosive,Object_23965
Food,Object_25436
Corrosive,Object_12677
Oxidizing,Object_06514
Unspecified,Object_13110
Flammable,Object_11455
Pressurized,Object_28571
Explosive,Object_19307
Explosive,Object_05127
Pressurized,Object_17328
Unspecified,Object_14094
Radioactive,Object_03713
Explosive,Object_07168
Flammable,Object_22339
Flammable,Object_15537
Oxidizing,Object_14372
Fragile,Object_28803
Explosive,Object_00929
Explosive,Object_21585
Corrosive,Object_10471
Radioactive,Object_03228
Oxidizing,Object_13793
Toxic,Object_26679
Unspecified,Object_26540
