Category,Object
Toxic,Object_00349
Oxidizing,Object_00036
Corrosive,Object_00402
Flammable,Object_00172
Fragile,Object_00124
Radioactive,Object_00084
Corrosive,Object_00058
Toxic,Object_00078
Toxic,Object_00348
Explosive,Object_00359
Radioactive,Object_00428
Corrosive,Object_00442
Explosive,Object_00383
Toxic,Object_00293
Fragile,Object_00354
Flammable,Object_00113
Radioactive,Object_00302
Fragile,Object_00013
Explosive,Object_00194
Corrosive,Object_00055
Unspecified,Object_00243
Toxic,Object_00012
Radioactive,Object_00081
Corrosive,Object_00425
Fragile,Object_00208
Fragile,Object_00294
Corrosive,Object_00443
Fragile,Object_00074
Pressurized,Object_00057
Oxidizing,Object_00182
Oxidizing,Object_00096
Food,Object_00023
Corrosive,Object_00141
Flammable,Object_00324
Food,Object_00146
Pressurized,Object_00207
Food,Object_00104
Toxic,Object_00050
Toxic,Object_00203
Corrosive,Object_00222
Toxic,Object_00101
Explosive,Object_00422
Food,Object_00233
Fragile,Object_00449
Toxic,Object_00028
Radioactive,Object_00195
Toxic,Object_00079
Fragile,Object_00121
Toxic,Object_00129
Food,Object_00053
Fragile,Object_00241
Unspecified,Object_00040
Pressurized,Object_00312
Fragile,Object_00446
Food,Object_00154
Corrosive,Object_00330
Unspecified,Object_00332
Fragile,Object_00147
Fragile,Object_00196
Unspecified,Object_00316
Food,Object_00051
Radioactive,Object_00155
Fragile,Object_00394
Flammable,Object_00450
Oxidizing,Object_00362
Unspecified,Object_00005
Toxic,Object_00291
Food,Object_00043
Fragile,Object_00114
Radioactive,Object_00236
Explosive,Object_00181
Pressurized,Object_00329
Flammable,Object_00045
Pressurized,Object_00271
Explosive,Object_00441
Pressurized,Object_00361
Unspecified,Object_00387
Fragile,Object_00093
Explosive,Object_00105
Radioactive,Object_00032
Radioactive,Object_00027
Oxidizing,Object_00434
Flammable,Object_00215
Food,Object_00076
Corrosive,Object_00328
Radioactive,Object_00030
Corrosive,Object_00283
Explosive,Object_00427
Flammable,Object_00250
Radioactive,Object_00408
Explosive,Object_00142
Radioactive,Object_00211
Fragile,Object_00073
Radioactive,Object_00009
Oxidizing,Object_00389
Flammable,Object_00092
Explosive,Object_00060
Explosive,Object_00390
Unspecified,Object_00219
Explosive,Object_00179
Food,Object_00451
Fragile,Object_00026
Pressurized,Object_00314
Food,Object_00038
Corrosive,Object_00068
Explosive,Object_00307
Oxidizing,Object_00111
Radioactive,Object_00132
Corrosive,Object_00247
Food,Object_00421
Radioactive,Object_00369
Fragile,Object_00303
Corrosive,Object_00064
Fragile,Object_00034
Toxic,Object_00397
Pressurized,Object_00357
Pressurized,Object_00199
Unspecified,Object_00346
Unspecified,Object_00327
Food,Object_00366
Oxidizing,Object_00264
Unspecified,Object_00313
Radioactive,Object_00213
Flammable,Object_00065
Radioactive,Object_00248
Food,Object_00269
Food,Object_00344
Food,Object_00176
Pressurized,Object_00460
Toxic,Object_00089
Radioactive,Object_00139
Explosive,Object_00062
Explosive,Object_00007
Corrosive,Object_00290
Food,Object_00393
Oxidizing,Object_00054
Fragile,Object_00197
Toxic,Object_00202
Pressurized,Object_00169
Pressurized,Object_00221
Unspecified,Object_00175
Flammable,Object_00301
Corrosive,Object_00412
Corrosive,Object_00001
Toxic,Object_00447
Oxidizing,Object_00186
Explosive,Object_00110
Corrosive,Object_00457
Explosive,Object_00416
Explosive,Object_00168
Unspecified,Object_00411
Flammable,Object_00350
Radioactive,Object_00259
Oxidizing,Object_00345
Corrosive,Object_00217
Unspecified,Object_00242
Corrosive,Object_00080
Toxic,Object_00018
Explosive,Object_00388
Pressurized,Object_00006
Food,Object_00440
Toxic,Object_00127
Oxidizing,Object_00159
Radioactive,Object_00335
Food,Object_00267
Flammable,Object_00004
Unspecified,Object_00125
Fragile,Object_00148
Flammable,Object_00238
Explosive,Object_00187
Fragile,Object_00444
Corrosive,Object_00047
Radioactive,Object_00418
Pressurized,Object_00367
Food,Object_00234
Toxic,Object_00287
Unspecified,Object_00448
Unspecified,Object_00010
Toxic,Object_00424
Radioactive,Object_00227
Radioactive,Object_00077
Toxic,Object_00257
Flammable,Object_00137
Fragile,Object_00285
Oxidizing,Object_00380
Corrosive,Object_00373
Oxidizing,Object_00458
Unspecified,Object_00082
Pressurized,Object_00049
Food,Object_00118
Corrosive,Object_00008
Unspecified,Object_00276
Fragile,Object_00353
Flammable,Object_00399
Food,Object_00116
Explosive,Object_00019
