Category,Object
Unspecified,Object_00132
Radioactive,Object_00097
Food,Object_00055
Corrosive,Object_00080
Flammable,Object_00009
Fragile,Object_00142
Flammable,Object_00076
Flammable,Object_00168
Explosive,Object_00035
Radioactive,Object_00012
Toxic,Object_00093
Toxic,Object_00139
Explosive,Object_00133
Fragile,Object_00153
Unspecified,Object_00090
Flammable,Object_00057
Unspecified,Object_00001
Toxic,Object_00169
Food,Object_00104
Oxidizing,Object_00117
Toxic,Object_00030
Flammable,Object_00059
Pressurized,Object_00032
Radioactive,Object_00141
Flammable,Object_00058
Unspecified,Object_00145
Fragile,Object_00087
Oxidizing,Object_00048
Radioactive,Object_00144
Corrosive,Object_00099
Food,Object_00062
Food,Object_00088
Pressurized,Object_00166
Explosive,Object_00112
Corrosive,Object_00106
Fragile,Object_00038
Food,Object_00025
Radioactive,Object_00105
Toxic,Object_00092
Pressurized,Object_00063
Oxidizing,Object_00040
Pressurized,Object_00029
Fragile,Object_00163
Flammable,Object_00022
Radioactive,Object_00157
Explosive,Object_00017
Fragile,Object_00061
Flammable,Object_00161
Corrosive,Object_00085
Flammable,Object_00019
Fragile,Object_00075
Oxidizing,Object_00125
Explosive,Object_00071
Explosive,Object_00053
Unspecified,Object_00003
Toxic,Object_00095
Corrosive,Object_00082
Radioactive,Object_00074
Pressurized,Object_00050
Radioactive,Object_00033
Corrosive,Object_00020
Food,Object_00111
Radioactive,Object_00086
Corrosive,Object_00127
Explosive,Object_00159
Flammable,Object_00067
Flammable,Object_00056
Pressurized,Object_00158
Oxidizing,Object_00108
Radioactive,Object_00034
Corrosive,Object_00119
Food,Object_00146
Toxic,Object_00121
Corrosive,Object_00007
Explosive,Object_00077
Radioactive,Object_00130
Radioactive,Object_00162
Oxidizing,Object_00006
Fragile,Object_00089
Radioactive,Object_00147
Radioactive,Object_00091
Unspecified,Object_00096
Oxidizing,Object_00102
Food,Object_00027
Food,Object_00149
Flammable,Object_00128
Corrosive,Object_00118
Unspecified,Object_00043
Food,Object_00152
Food,Object_00078
Flammable,Object_00051
Flammable,Object_00084
Fragile,Object_00148
Toxic,Object_00016
Corrosive,Object_00150
Food,Object_00069
Corrosive,Object_00110
Corrosive,Object_00041
Flammable,Object_00114
Pressurized,Object_00021
Pressurized,Object_00005
Radioactive,Object_00083
Fragile,Object_00060
Fragile,Object_00140
Unspecified,Object_00103
Corrosive,Object_00037
Pressurized,Object_00131
Radioactive,Object_00039
Unspecified,Object_00036
Fragile,Object_00156
Corrosive,Object_00109
Flammable,Object_00115
Food,Object_00165
Corrosive,Object_00155
Flammable,Object_00024
Flammable,Object_00010
Fragile,Object_00015
Toxic,Object_00101
Explosive,Object_00013
Food,Object_00023
Corrosive,Object_00081
Flammable,Object_00073
Flammable,Object_00124
Flammable,Object_00094
Fragile,Object_00107
Pressurized,Object_00028
Explosive,Object_00129
Unspecified,Object_00047
Unspecified,Object_00122
Corrosive,Object_00120
Oxidizing,Object_00018
Pressurized,Object_00143
Pressurized,Object_00154
Pressurized,Object_00065
Pressurized,Object_00123
Toxic,Object_00054
Flammable,Object_00068
Radioactive,Object_00064
Toxic,Object_00137
Explosive,Object_00026
Food,Object_00164
Fragile,Object_00014
Unspecified,Object_00046
Flammable,Object_00049
Corrosive,Object_00116
Fragile,Object_00004
Corrosive,Object_00170
Explosive,Object_00044
Fragile,Object_00066
Pressurized,Object_00167
Food,Object_00113
Explosive,Object_00042
Toxic,Object_00079
Corrosive,Object_00070
Unspecified,Object_00011
Radioactive,Object_00100
Fragile,Object_00031
Toxic,Object_00151
Flammable,Object_00072
Flammable,Object_00160
Pressurized,Object_00135
Radioactive,Object_00052
Unspecified,Object_00136
Flammable,Object_00045
Unspecified,Object_00002
Fragile,Object_00098
Flammable,Object_00008
Toxic,Object_00126
Pressurized,Object_00138
Food,Object_00134
