Category,Object
Unspecified,Object_00275
Toxic,Object_00167
Corrosive,Object_00196
Food,Object_00116
Toxic,Object_00460
Toxic,Object_00400
Corrosive,Object_00129
Flammable,Object_00303
Unspecified,Object_00594
Toxic,Object_00345
Explosive,Object_00557
Toxic,Object_00283
Corrosive,Object_00162
Corrosive,Object_00310
Food,Object_00051
Radioactive,Object_00209
Explosive,Object_00330
Toxic,Object_00096
Food,Object_00342
Toxic,Object_00387
Food,Object_00311
Flammable,Object_00468
Corrosive,Object_00028
Pressurized,Object_00473
Pressurized,Object_00570
Fragile,Object_00447
Fragile,Object_00593
Flammable,Object_00432
Pressurized,Object_00098
Food,Object_00001
Corrosive,Object_00073
Pressurized,Object_00220
Pressurized,Object_00223
Flammable,Object_00201
Corrosive,Object_00449
Pressurized,Object_00334
Food,Object_00530
Toxic,Object_00120
Unspecified,Object_00231
Toxic,Object_00567
Oxidizing,Object_00390
Corrosive,Object_00300
Flammable,Object_00523
Explosive,Object_00441
Toxic,Object_00343
Corrosive,Object_00595
Toxic,Object_00335
Explosive,Object_00078
Oxidizing,Object_00494
Flammable,Object_00034
Pressurized,Object_00059
Corrosive,Object_00533
Fragile,Object_00482
Toxic,Object_00175
Fragile,Object_00134
Explosive,Object_00270
Explosive,Object_00553
Radioactive,Object_00271
Explosive,Object_00348
Radioactive,Object_00285
Unspecified,Object_00166
Toxic,Object_00538
Explosive,Object_00138
Unspecified,Object_00332
Corrosive,Object_00573
Toxic,Object_00082
Unspecified,Object_00029
Unspecified,Object_00267
Explosive,Object_00006
Flammable,Object_00512
Radioactive,Object_00528
Toxic,Object_00288
Unspecified,Object_00145
Radioactive,Object_00035
Fragile,Object_00030
Explosive,Object_00493
Unspecified,Object_00402
Pressurized,Object_00551
Explosive,Object_00307
Toxic,Object_00254
Radioactive,Object_00452
Fragile,Object_00227
Corrosive,Object_00373
Unspecified,Object_00038
Radioactive,Object_00084
Unspecified,Object_00358
Radioactive,Object_00063
Flammable,Object_00583
Oxidizing,Object_00007
Flammable,Object_00401
Corrosive,Object_00172
Explosive,Object_00607
Unspecified,Object_00470
Explosive,Object_00284
Fragile,Object_00519
Unspecified,Object_00515
Oxidizing,Object_00289
Fragile,Object_00178
Food,Object_00416
Pressurized,Object_00286
Food,Object_00411
Pressurized,Object_00295
Toxic,Object_00113
Radioactive,Object_00386
Toxic,Object_00610
Pressurized,Object_00070
Explosive,Object_00559
Corrosive,Object_00462
Unspecified,Object_00089
Oxidizing,Object_00383
Pressurized,Object_00539
Unspecified,Object_00395
Unspecified,Object_00221
Unspecified,Object_00269
Food,Object_00356
Toxic,Object_00554
Flammable,Object_00277
Oxidizing,Object_00176
Oxidizing,Object_00044
Fragile,Object_00256
Oxidizing,Object_00531
Corrosive,Object_00132
Explosive,Object_00495
Fragile,Object_00532
Toxic,Object_00318
Toxic,Object_00461
Explosive,Object_00057
