Category,Object
Pressurized,Object_10260
Food,Object_10742
Fragile,Object_02520
Food,Object_11453
Explosive,Object_14785
Unspecified,Object_14742
Unspecified,Object_10350
Pressurized,Object_01159
Corrosive,Object_05258
Fragile,Object_02257
Unspecified,Object_08949
Flammable,Object_08802
Pressurized,Object_14776
Explosive,Object_04905
Toxic,Object_10603
Pressurized,Object_12266
Food,Object_00411
Pressurized,Object_08742
Unspecified,Object_00045
Pressurized,Object_13185
Unspecified,Object_05951
Pressurized,Object_03505
Unspecified,Object_13562
Toxic,Object_07047
Toxic,Object_11010
Toxic,Object_10893
Food,Object_06825
Pressurized,Object_04627
Oxidizing,Object_03357
Oxidizing,Object_07269
Flammable,Object_12618
Pressurized,Object_04988
Unspecified,Object_10723
Corrosive,Object_11904
Pressurized,Object_09268
Food,Object_02385
Food,Object_07558
Pressurized,Object_14670
Explosive,Object_06202
Fragile,Object_06797
Fragile,Object_14546
Oxidizing,Object_13074
Flammable,Object_09677
Food,Object_02041
Oxidizing,Object_14957
Explosive,Object_13978
Flammable,Object_04137
Fragile,Object_04527
Corrosive,Object_09448
Fragile,Object_15000
Unspecified,Object_14291
Corrosive,Object_00203
Fragile,Object_08063
Flammable,Object_12743
Unspecified,Object_10500
Flammable,Object_04287
Food,Object_03991
Explosive,Object_11187
Flammable,Object_11100
Oxidizing,Object_14731
Pressurized,Object_00057
Flammable,Object_12340
Toxic,Object_05933
Unspecified,Object_08822
Toxic,Object_08463
Pressurized,Object_09694
Radioactive,Object_02125
Pressurized,Object_00141
Radioactive,Object_03201
Food,Object_01391
Radioactive,Object_00933
Corrosive,Object_06371
Flammable,Object_00247
Flammable,Object_00154
Radioactive,Object_03969
Food,Object_03681
Radioactive,Object_01518
Explosive,Object_06964
Flammable,Object_08422
Corrosive,Object_14287
Food,Object_09926
Flammable,Object_13987
Oxidizing,Object_11396
Unspecified,Object_02578
Oxidizing,Object_04586
Flammable,Object_13487
Food,Object_06629
Pressurized,Object_00053
Unspecified,Object_12327
Food,Object_05380
Corrosive,Object_12306
Flammable,Object_13748
Radioactive,Object_13860
Food,Object_04892
Food,Object_03483
Toxic,Object_00839
Pressurized,Object_01225
Pressurized,Object_10254
Toxic,Object_12974
Food,Object_06262
Pressurized,Object_07246
Food,Object_00215
Toxic,Object_04411
Fragile,Object_11515
Flammable,Object_11501
Flammable,Object_09164
Unspecified,Object_14636
Flammable,Object_00967
Flammable,Object_12394
Toxic,Object_12758
Oxidizing,Object_13642
Explosive,Object_00670
Food,Object_08839
Radioactive,Object_12161
Food,Object_14323
Explosive,Object_08705
Food,Object_03579
Corrosive,Object_13471
Fragile,Object_11210
Pressurized,Object_03647
Food,Object_06275
Pressurized,Object_01717
Toxic,Object_04567
Radioactive,Object_01149
Fragile,Object_14026
Unspecified,Object_01882
Oxidizing,Object_08650
Food,Object_02241
Corrosive,Object_14451
Flammable,Object_01415
Food,Object_14301
Unspecified,Object_00034
Radioactive,Object_01367
Unspecified,Object_05635
Flammable,Object_04241
Fragile,Object_06988
Unspecified,Object_12599
Fragile,Object_14266
Flammable,Object_10132
Fragile,Object_12769
Flammable,Object_14487
Fragile,Object_14873
Explosive,Object_12554
Unspecified,Object_03069
Corrosive,Object_14645
Flammable,Object_09601
Explosive,Object_14647
Flammable,Object_03771
Flammable,Object_06185
Pressurized,Object_07503
Oxidizing,Object_10514
Fragile,Object_06558
Food,Object_04564
Unspecified,Object_11366
Unspecified,Object_08108
Toxic,Object_06376
Oxidizing,Object_10345
Unspecified,Object_08988
Food,Object_12107
Toxic,Object_00160
Oxidizing,Object_10731
Food,Object_08724
Fragile,Object_10173
Pressurized,Object_01484
Fragile,Object_02174
Unspecified,Object_14864
Fragile,Object_10935
Radioactive,Object_10053
Pressurized,Object_08523
Explosive,Object_12966
Corrosive,Object_10502
Flammable,Object_00208
Unspecified,Object_06931
Flammable,Object_14368
Unspecified,Object_06723
Flammable,Object_12428
Radioactive,Object_14231
Explosive,Object_13857
Corrosive,Object_04855
Corrosive,Object_10249
Food,Object_11102
Toxic,Object_00934
Fragile,Object_01369
Toxic,Object_02910
Food,Object_06368
Toxic,Object_02391
Explosive,Object_08176
Corrosive,Object_08761
Toxic,Object_05749
Flammable,Object_10626
Flammable,Object_01454
Unspecified,Object_03401
Toxic,Object_02037
Flammable,Object_08154
Unspecified,Object_05278
Pressurized,Object_05846
Food,Object_03422
Unspecified,Object_12930
Fragile,Object_06444
Explosive,Object_09692
Toxic,Object_00722
Fragile,Object_03694
Unspecified,Object_05120
Food,Object_06770
Pressurized,Object_11862
Fragile,Object_13538
Flammable,Object_06733
Food,Object_00421
Toxic,Object_03761
Explosive,Object_04268
Unspecified,Object_04906
Pressurized,Object_09431
Food,Object_10955
Unspecified,Object_14807
Corrosive,Object_07744
Toxic,Object_06799
Flammable,Object_08219
Flammable,Object_12460
Radioactive,Object_10298
Corrosive,Object_09672
Flammable,Object_13517
Explosive,Object_09932
Radioactive,Object_00177
Radioactive,Object_06879
Pressurized,Object_12506
Explosive,Object_07358
Fragile,Object_14504
Food,Object_05778
Oxidizing,Object_11326
Toxic,Object_11981
Flammable,Object_09949
Fragile,Object_12345
Toxic,Object_09837
Fragile,Object_06588
Food,Object_02831
Pressurized,Object_04535
Oxidizing,Object_11183
Fragile,Object_09536
Radioactive,Object_06809
Unspecified,Object_04870
Flammable,Object_07293
Corrosive,Object_06122
Explosive,Object_10748
Oxidizing,Object_07454
Pressurized,Object_10277
Oxidizing,Object_06531
Flammable,Object_00335
Radioactive,Object_07966
Toxic,Object_09783
Fragile,Object_02346
Radioactive,Object_00011
Explosive,Object_12674
Fragile,Object_03857
Food,Object_04804
Oxidizing,Object_12446
Radioactive,Object_08104
Radioactive,Object_09897
Oxidizing,Object_07105
Oxidizing,Object_11455
Flammable,Object_10024
Explosive,Object_04532
Unspecified,Object_09050
Flammable,Object_03362
Fragile,Object_08071
Radioactive,Object_13877
Toxic,Object_06992
Toxic,Object_00996
Corrosive,Object_10326
Radioactive,Object_08539
Corrosive,Object_09061
Flammable,Object_14143
Oxidizing,Object_01429
Pressurized,Object_10107
Flammable,Object_03429
Explosive,Object_06466
Corrosive,Object_05663
Oxidizing,Object_01392
Flammable,Object_04637
Fragile,Object_08851
Corrosive,Object_00294
Food,Object_11996
Unspecified,Object_04915
Oxidizing,Object_01934
Unspecified,Object_13956
Unspecified,Object_04836
Oxidizing,Object_05637
Flammable,Object_08797
Unspecified,Object_02230
Food,Object_14736
Unspecified,Object_10397
Radioactive,Object_04576
Explosive,Object_07080
Fragile,Object_14154
Pressurized,Object_13430
Radioactive,Object_02958
Flammable,Object_04410
Toxic,Object_00195
Food,Object_12843
Unspecified,Object_13482
Unspecified,Object_06522
Fragile,Object_11516
Toxic,Object_09015
Flammable,Object_14763
Corrosive,Object_11690
Oxidizing,Object_12322
Food,Object_02273
Unspecified,Object_11847
Explosive,Object_07654
Unspecified,Object_00367
Unspecified,Object_04102
Explosive,Object_11751
Pressurized,Object_14853
Corrosive,Object_06067
Flammable,Object_07258
Corrosive,Object_08409
Flammable,Object_07637
Flammable,Object_03274
Explosive,Object_12815
Corrosive,Object_09708
Pressurized,Object_03463
Corrosive,Object_02712
Radioactive,Object_04980
Pressurized,Object_05013
Flammable,Object_12274
Oxidizing,Object_05915
Food,Object_08386
Corrosive,Object_02031
Oxidizing,Object_00515
Explosive,Object_08085
Oxidizing,Object_08790
Toxic,Object_00041
Food,Object_05671
Corrosive,Object_09820
Unspecified,Object_09062
Fragile,Object_00652
Radioactive,Object_09615
Unspecified,Object_12519
Flammable,Object_10309
Food,Object_06248
Unspecified,Object_07683
Radioactive,Object_09260
Flammable,Object_08258
Corrosive,Object_00173
Oxidizing,Object_09658
Explosive,Object_01929
Oxidizing,Object_11151
Unspecified,Object_07267
Pressurized,Object_00719
Fragile,Object_03116
Corrosive,Object_04560
Corrosive,Object_09643
Unspecified,Object_10394
Radioactive,Object_06783
Radioactive,Object_10091
Food,Object_00554
Unspecified,Object_03456
Food,Object_06780
Toxic,Object_10822
Food,Object_00503
Toxic,Object_09315
Radioactive,Object_14450
Oxidizing,Object_03849
Explosive,Object_12182
Fragile,Object_00405
Corrosive,Object_02660
Pressurized,Object_12649
Pressurized,Object_08636
Toxic,Object_13667
Flammable,Object_02268
Unspecified,Object_11793
Pressurized,Object_12287
Toxic,Object_14088
Pressurized,Object_14697
Unspecified,Object_10016
Fragile,Object_01610
Fragile,Object_08024
Radioactive,Object_04831
Toxic,Object_10627
Corrosive,Object_04986
Food,Object_02032
Pressurized,Object_14982
Flammable,Object_09990
Explosive,Object_12169
Corrosive,Object_02559
Oxidizing,Object_14489
Food,Object_09912
Explosive,Object_06663
Explosive,Object_07294
Fragile,Object_01686
Oxidizing,Object_00290
Explosive,Object_10724
Unspecified,Object_04967
Radioactive,Object_13755
Pressurized,Object_01763
Radioactive,Object_06599
Corrosive,Object_13456
Toxic,Object_04225
Unspecified,Object_02019
Explosive,Object_12850
Fragile,Object_06650
Pressurized,Object_01248
Flammable,Object_14099
Fragile,Object_14458
Flammable,Object_01674
Corrosive,Object_12638
Explosive,Object_03891
Pressurized,Object_03258
Unspecified,Object_00551
Oxidizing,Object_08586
Corrosive,Object_01414
Corrosive,Object_14115
Corrosive,Object_11888
Corrosive,Object_12780
Radioactive,Object_06046
Pressurized,Object_00468
Pressurized,Object_02688
Explosive,Object_00393
Flammable,Object_00602
Oxidizing,Object_04530
Fragile,Object_05462
Food,Object_10947
Toxic,Object_04482
Explosive,Object_09312
Explosive,Object_04333
Pressurized,Object_03652
Fragile,Object_14517
Radioactive,Object_14000
Flammable,Object_12162
Flammable,Object_01618
Pressurized,Object_08655
Corrosive,Object_03123
Unspecified,Object_10042
Unspecified,Object_00320
Corrosive,Object_14702
Radioactive,Object_01098
Oxidizing,Object_08664
Pressurized,Object_01698
Toxic,Object_10026
Food,Object_05208
Radioactive,Object_01002
Explosive,Object_13605
Pressurized,Object_06832
Toxic,Object_03344
Food,Object_08716
Explosive,Object_01206
Flammable,Object_07160
Pressurized,Object_14599
Flammable,Object_00578
Unspecified,Object_01773
Toxic,Object_02033
Food,Object_11141
Explosive,Object_08110
Food,Object_10497
Corrosive,Object_10954
Fragile,Object_13645
Unspecified,Object_05199
Explosive,Object_12867
Radioactive,Object_00852
Pressurized,Object_13026
Explosive,Object_10525
Fragile,Object_03306
Fragile,Object_11268
Food,Object_03686
Toxic,Object_05321
Toxic,Object_12290
Food,Object_08403
Radioactive,Object_02309
Food,Object_07817
Unspecified,Object_12442
Pressurized,Object_11868
Corrosive,Object_09796
Unspecified,Object_08292
Radioactive,Object_07679
Fragile,Object_06331
Radioactive,Object_00810
Food,Object_06462
Radioactive,Object_05717
Corrosive,Object_06052
Oxidizing,Object_12124
Radioactive,Object_04607
Corrosive,Object_15011
Explosive,Object_13791
Fragile,Object_00512
Unspecified,Object_07363
Fragile,Object_02868
Explosive,Object_10820
