Category,Object
Unspecified,Object_00343
Pressurized,Object_00980
Oxidizing,Object_00668
Explosive,Object_00537
Fragile,Object_01205
Corrosive,Object_00288
Corrosive,Object_00309
Flammable,Object_00830
Fragile,Object_00779
Explosive,Object_00815
Toxic,Object_01000
Food,Object_01292
Radioactive,Object_00128
Toxic,Object_01222
Fragile,Object_01234
Pressurized,Object_00783
Toxic,Object_00622
Radioactive,Object_01098
Radioactive,Object_00305
Food,Object_00232
Flammable,Object_00621
Radioactive,Object_00248
Fragile,Object_00385
Oxidizing,Object_01312
Radioactive,Object_00827
Radioactive,Object_00792
Oxidizing,Object_00738
Pressurized,Object_00080
Oxidizing,Object_01342
Explosive,Object_00486
Fragile,Object_00658
Radioactive,Object_00082
Toxic,Object_00650
Flammable,Object_00720
Radioactive,Object_00172
Radioactive,Object_00774
Pressurized,Object_01179
Explosive,Object_00158
Unspecified,Object_00525
Unspecified,Object_00860
Flammable,Object_00985
Pressurized,Object_00628
Unspecified,Object_00236
Food,Object_01142
Corrosive,Object_00518
Food,Object_00108
Oxidizing,Object_00213
Toxic,Object_00178
Toxic,Object_01345
Fragile,Object_00293
Toxic,Object_00006
Flammable,Object_00497
Flammable,Object_01278
Explosive,Object_00331
Pressurized,Object_00451
Toxic,Object_00149
Explosive,Object_00708
Unspecified,Object_00545
Food,Object_00889
Explosive,Object_00769
Radioactive,Object_00498
Pressurized,Object_00397
Pressurized,Object_01015
Flammable,Object_00713
Corrosive,Object_00919
Toxic,Object_01060
Pressurized,Object_00392
Food,Object_00314
Toxic,Object_01283
Pressurized,Object_01129
Explosive,Object_01049
Radioactive,Object_00193
Explosive,Object_01004
Fragile,Object_00466
Unspecified,Object_00644
Unspecified,Object_00705
Food,Object_00572
Flammable,Object_01123
Food,Object_00638
Toxic,Object_01099
Fragile,Object_00589
Unspecified,Object_00351
Radioactive,Object_00165
Explosive,Object_00349
Fragile,Object_00491
Food,Object_00843
Toxic,Object_01092
Food,Object_01103
Corrosive,Object_00115
Pressurized,Object_01305
Corrosive,Object_00513
Explosive,Object_01275
Food,Object_00835
Corrosive,Object_00808
Oxidizing,Object_00162
Corrosive,Object_00137
Pressurized,Object_00562
Pressurized,Object_00347
Food,Object_00159
Pressurized,Object_00318
Food,Object_01125
Corrosive,Object_00788
Corrosive,Object_00847
Radioactive,Object_00179
Corrosive,Object_01281
Toxic,Object_00526
Explosive,Object_00938
Food,Object_00613
Food,Object_01089
Toxic,Object_00633
Oxidizing,Object_00340
Pressurized,Object_01055
Explosive,Object_01162
Oxidizing,Object_01261
Corrosive,Object_00597
Pressurized,Object_00908
Food,Object_00388
Food,Object_00685
Oxidizing,Object_00600
Oxidizing,Object_00194
Pressurized,Object_00923
Pressurized,Object_00401
Toxic,Object_00199
Toxic,Object_00443
Pressurized,Object_01370
Unspecified,Object_00717
Fragile,Object_00163
Food,Object_01255
Corrosive,Object_00073
Flammable,Object_00990
Oxidizing,Object_01306
Radioactive,Object_01003
Food,Object_00706
Pressurized,Object_00677
Toxic,Object_00803
Pressurized,Object_00155
Pressurized,Object_00250
Toxic,Object_00028
Explosive,Object_00758
Unspecified,Object_00016
Oxidizing,Object_01212
Toxic,Object_00925
Radioactive,Object_00733
Radioactive,Object_00285
Unspecified,Object_01036
Pressurized,Object_00378
Radioactive,Object_00205
Radioactive,Object_00176
Unspecified,Object_01023
Corrosive,Object_00431
Corrosive,Object_01001
Corrosive,Object_00376
Fragile,Object_00673
Flammable,Object_01109
Unspecified,Object_00252
Explosive,Object_00070
Oxidizing,Object_00036
Unspecified,Object_00307
Unspecified,Object_00361
Flammable,Object_00202
Oxidizing,Object_00986
Pressurized,Object_00424
Radioactive,Object_00414
Oxidizing,Object_00027
Unspecified,Object_01020
Pressurized,Object_00927
Explosive,Object_01056
