Category,Object
Radioactive,Object_00220
Corrosive,Object_00189
Flammable,Object_00178
Pressurized,Object_00149
Radioactive,Object_00053
Unspecified,Object_00320
Corrosive,Object_00121
Corrosive,Object_00195
Pressurized,Object_00136
Unspecified,Object_00168
Oxidizing,Object_00296
Oxidizing,Object_00190
Radioactive,Object_00033
Flammable,Object_00357
Fragile,Object_00028
Food,Object_00323
Flammable,Object_00200
Food,Object_00282
Explosive,Object_00312
Radioactive,Object_00058
Flammable,Object_00251
Unspecified,Object_00236
Food,Object_00166
Oxidizing,Object_00187
Radioactive,Object_00152
Oxidizing,Object_00233
Oxidizing,Object_00245
Radioactive,Object_00243
Flammable,Object_00313
Flammable,Object_00301
Fragile,Object_00343
Flammable,Object_00057
Fragile,Object_00287
Radioactive,Object_00165
Explosive,Object_00014
Food,Object_00084
Fragile,Object_00147
Toxic,Object_00111
Fragile,Object_00177
Fragile,Object_00081
Corrosive,Object_00140
Toxic,Object_00029
Corrosive,Object_00247
Flammable,Object_00156
Radioactive,Object_00244
Corrosive,Object_00265
Food,Object_00064
Flammable,Object_00167
Explosive,Object_00005
Corrosive,Object_00295
Unspecified,Object_00022
Oxidizing,Object_00237
Toxic,Object_00201
Pressurized,Object_00358
Oxidizing,Object_00325
Food,Object_00038
Flammable,Object_00001
Fragile,Object_00270
Flammable,Object_00238
Toxic,Object_00144
Toxic,Object_00078
Corrosive,Object_00099
Unspecified,Object_00302
Oxidizing,Object_00009
Unspecified,Object_00170
Corrosive,Object_00268
Radioactive,Object_00209
Flammable,Object_00205
Unspecified,Object_00077
Pressurized,Object_00239
Explosive,Object_00226
Explosive,Object_00307
Corrosive,Object_00344
Radioactive,Object_00042
Food,Object_00129
Food,Object_00113
Radioactive,Object_00017
Radioactive,Object_00158
Food,Object_00035
Fragile,Object_00322
Pressurized,Object_00221
Corrosive,Object_00198
Fragile,Object_00126
Toxic,Object_00128
Unspecified,Object_00293
Unspecified,Object_00334
Pressurized,Object_00213
Flammable,Object_00132
Unspecified,Object_00145
Flammable,Object_00308
Unspecified,Object_00044
Toxic,Object_00094
Unspecified,Object_00225
Pressurized,Object_00116
Oxidizing,Object_00160
Corrosive,Object_00262
Explosive,Object_00056
Radioactive,Object_00234
Corrosive,Object_00345
Flammable,Object_00230
Corrosive,Object_00020
Corrosive,Object_00181
Fragile,Object_00280
Pressurized,Object_00228
Oxidizing,Object_00305
Food,Object_00211
Fragile,Object_00316
Fragile,Object_00091
Corrosive,Object_00089
Oxidizing,Object_00216
Toxic,Object_00138
Fragile,Object_00041
Food,Object_00092
Corrosive,Object_00352
Food,Object_00013
Explosive,Object_00070
Fragile,Object_00206
Food,Object_00300
Fragile,Object_00179
Unspecified,Object_00103
Unspecified,Object_00252
Toxic,Object_00071
Unspecified,Object_00259
Radioactive,Object_00326
Unspecified,Object_00030
Fragile,Object_00346
Corrosive,Object_00031
Flammable,Object_00088
Toxic,Object_00002
Radioactive,Object_00134
Unspecified,Object_00327
Pressurized,Object_00278
Explosive,Object_00289
Oxidizing,Object_00062
Corrosive,Object_00271
Flammable,Object_00124
