Category,Object
Flammable,Object_00640
Corrosive,Object_01100
Radioactive,Object_01015
Unspecified,Object_01070
Oxidizing,Object_01284
Fragile,Object_00421
Food,Object_00991
Oxidizing,Object_01152
Unspecified,Object_00058
Explosive,Object_00904
Corrosive,Object_00687
Flammable,Object_01009
Radioactive,Object_00053
Pressurized,Object_01280
Corrosive,Object_00326
Toxic,Object_00733
Fragile,Object_01228
Explosive,Object_00519
Pressurized,Object_00208
Oxidizing,Object_00918
Flammable,Object_00191
Toxic,Object_00435
Radioactive,Object_00610
Flammable,Object_00592
Pressurized,Object_00181
Unspecified,Object_00631
Flammable,Object_00064
Fragile,Object_00491
Radioactive,Object_00217
Toxic,Object_00830
Corrosive,Object_00808
Explosive,Object_01241
Toxic,Object_00452
Flammable,Object_00531
Explosive,Object_01294
Oxidizing,Object_00143
Food,Object_00179
Fragile,Object_00872
Explosive,Object_00822
Corrosive,Object_00913
Oxidizing,Object_00703
Pressurized,Object_01063
Toxic,Object_00787
Flammable,Object_00109
Food,Object_00990
Pressurized,Object_01389
Explosive,Object_00495
Corrosive,Object_00565
Radioactive,Object_01333
Radioactive,Object_00341
Radioactive,Object_00878
Fragile,Object_00772
Food,Object_00786
Corrosive,Object_00268
Pressurized,Object_00269
Flammable,Object_00496
Fragile,Object_00997
Unspecified,Object_01377
Pressurized,Object_00096
Unspecified,Object_00945
Unspecified,Object_00998
Flammable,Object_00846
Explosive,Object_01011
Food,Object_00738
Unspecified,Object_00847
Toxic,Object_00742
Radioactive,Object_00695
Radioactive,Object_00536
Unspecified,Object_00453
Unspecified,Object_00532
Toxic,Object_01010
Food,Object_00840
Oxidizing,Object_00018
Fragile,Object_00324
Fragile,Object_01195
Corrosive,Object_00856
Food,Object_01267
Radioactive,Object_00291
Explosive,Object_00951
Fragile,Object_00219
Fragile,Object_01335
Pressurized,Object_01305
Corrosive,Object_00494
Unspecified,Object_00896
Radioactive,Object_01118
Toxic,Object_00447
Fragile,Object_00719
Oxidizing,Object_00417
Toxic,Object_00331
Unspecified,Object_01380
Radioactive,Object_00308
Fragile,Object_00570
Explosive,Object_00117
Explosive,Object_01043
Food,Object_01394
Fragile,Object_00954
Unspecified,Object_00202
Radioactive,Object_00390
Pressurized,Object_00399
Unspecified,Object_00422
Radioactive,Object_00302
Food,Object_00247
Explosive,Object_00401
Pressurized,Object_00156
Unspecified,Object_00645
Toxic,Object_00682
Fragile,Object_00368
Unspecified,Object_00673
Toxic,Object_01136
Toxic,Object_01193
Fragile,Object_00832
Corrosive,Object_00292
Corrosive,Object_00514
Food,Object_00340
Corrosive,Object_00665
Pressurized,Object_00947
Oxidizing,Object_00553
Food,Object_01084
Explosive,Object_01175
Flammable,Object_00352
Oxidizing,Object_00347
Oxidizing,Object_00479
Unspecified,Object_00727
Explosive,Object_00335
Pressurized,Object_00187
Corrosive,Object_01119
Radioactive,Object_00138
Pressurized,Object_00538
Oxidizing,Object_00629
Corrosive,Object_00590
Unspecified,Object_00062
Pressurized,Object_00162
Oxidizing,Object_01265
Toxic,Object_00764
Radioactive,Object_00287
Explosive,Object_00458
Unspecified,Object_00299
Food,Object_01371
Food,Object_00898
Radioactive,Object_00567
Toxic,Object_01339
Unspecified,Object_00309
Oxidizing,Object_00603
Food,Object_01319
Flammable,Object_00460
Corrosive,Object_00712
Unspecified,Object_00304
Unspecified,Object_00427
Oxidizing,Object_00029
Oxidizing,Object_00740
Corrosive,Object_00699
Food,Object_01176
Oxidizing,Object_00235
Explosive,Object_00366
Corrosive,Object_01065
Corrosive,Object_00115
Unspecified,Object_00272
Radioactive,Object_01001
Flammable,Object_01240
Corrosive,Object_01110
Food,Object_00563
Toxic,Object_00253
Toxic,Object_01080
Fragile,Object_01269
Flammable,Object_00305
Food,Object_00728
Unspecified,Object_01095
Fragile,Object_00161
Oxidizing,Object_01117
Flammable,Object_01067
Food,Object_00487
Unspecified,Object_01334
Oxidizing,Object_00615
Pressurized,Object_00048
Flammable,Object_00620
Toxic,Object_00139
Corrosive,Object_00654
Fragile,Object_00071
Corrosive,Object_00805
Oxidizing,Object_01056
Food,Object_00751
Radioactive,Object_01151
Unspecified,Object_00024
Oxidizing,Object_00503
Explosive,Object_00436
Explosive,Object_01086
Explosive,Object_00220
Flammable,Object_00066
Explosive,Object_01268
Oxidizing,Object_00704
Pressurized,Object_00650
Flammable,Object_00183
Pressurized,Object_01322
Unspecified,Object_01370
Pressurized,Object_01071
Radioactive,Object_01029
Oxidizing,Object_00439
Oxidizing,Object_00518
Fragile,Object_00723
Fragile,Object_01180
Food,Object_00178
Food,Object_00263
Pressurized,Object_01325
Food,Object_00301
Corrosive,Object_00693
Fragile,Object_00325
Toxic,Object_00329
Fragile,Object_01177
Radioactive,Object_00026
Corrosive,Object_00457
Unspecified,Object_01127
Toxic,Object_00141
Explosive,Object_01288
Toxic,Object_00502
Pressurized,Object_01398
Corrosive,Object_00670
Oxidizing,Object_00762
Unspecified,Object_00735
Radioactive,Object_00221
Pressurized,Object_00153
Corrosive,Object_00333
Corrosive,Object_01186
Toxic,Object_01392
Oxidizing,Object_01218
Toxic,Object_00979
Explosive,Object_01157
Corrosive,Object_00339
Pressurized,Object_01162
Food,Object_00244
Unspecified,Object_01273
Food,Object_00400
Explosive,Object_00972
Radioactive,Object_01227
Flammable,Object_00131
Explosive,Object_00636
Oxidizing,Object_00045
Radioactive,Object_01042
Pressurized,Object_01122
Explosive,Object_00523
Fragile,Object_00184
Flammable,Object_01107
Food,Object_00930
Food,Object_00782
Fragile,Object_00482
Food,Object_00852
Corrosive,Object_00403
Oxidizing,Object_00776
Oxidizing,Object_01132
Fragile,Object_00925
Toxic,Object_01409
Flammable,Object_01197
Explosive,Object_01087
Pressurized,Object_00768
Toxic,Object_01187
Radioactive,Object_00194
Food,Object_01049
Radioactive,Object_00729
Radioactive,Object_01362
Unspecified,Object_00709
Radioactive,Object_00025
Corrosive,Object_00660
Flammable,Object_00608
Food,Object_01164
Oxidizing,Object_00866
Toxic,Object_00468
Radioactive,Object_01179
Corrosive,Object_00967
Unspecified,Object_00929
Pressurized,Object_00314
Radioactive,Object_01103
Explosive,Object_01374
Food,Object_01231
Radioactive,Object_00068
Food,Object_01188
Flammable,Object_00534
Food,Object_01358
Pressurized,Object_01279
Unspecified,Object_00032
Toxic,Object_00614
Toxic,Object_00271
Explosive,Object_01408
Corrosive,Object_01205
Oxidizing,Object_00497
Food,Object_01354
Unspecified,Object_01160
Oxidizing,Object_00172
Unspecified,Object_00763
Flammable,Object_00662
Pressurized,Object_00379
Explosive,Object_01003
Explosive,Object_00469
Explosive,Object_00691
Fragile,Object_01372
Fragile,Object_00983
Pressurized,Object_00007
Toxic,Object_01137
Oxidizing,Object_01144
Flammable,Object_01125
Food,Object_00237
Corrosive,Object_00754
Food,Object_01328
Flammable,Object_01262
Radioactive,Object_00273
Explosive,Object_00911
Flammable,Object_01337
Fragile,Object_01097
Radioactive,Object_00961
Corrosive,Object_00778
Fragile,Object_01270
Oxidizing,Object_01219
Pressurized,Object_00760
Radioactive,Object_01266
Unspecified,Object_00564
Oxidizing,Object_00912
Fragile,Object_01307
Fragile,Object_00942
Corrosive,Object_01397
Pressurized,Object_00044
Pressurized,Object_00777
Radioactive,Object_01169
Fragile,Object_00193
Food,Object_00580
Radioactive,Object_01291
Fragile,Object_01021
Explosive,Object_01069
Food,Object_00389
Radioactive,Object_00454
Fragile,Object_01099
Explosive,Object_00655
Explosive,Object_01035
Food,Object_00902
Oxidizing,Object_01052
Fragile,Object_00571
Oxidizing,Object_01245
Food,Object_00449
Corrosive,Object_00623
Pressurized,Object_00348
Flammable,Object_00319
Unspecified,Object_00258
Fragile,Object_01336
Unspecified,Object_01249
Pressurized,Object_00318
Explosive,Object_00757
Food,Object_01104
Toxic,Object_01025
Fragile,Object_00126
Flammable,Object_00841
Unspecified,Object_00717
Pressurized,Object_01216
Pressurized,Object_00282
Food,Object_01357
Food,Object_00999
Corrosive,Object_00809
Corrosive,Object_00296
Food,Object_00100
Food,Object_00992
Toxic,Object_00551
Radioactive,Object_00310
Radioactive,Object_00509
Flammable,Object_00527
Flammable,Object_01116
Toxic,Object_01364
Toxic,Object_00070
Toxic,Object_01150
Toxic,Object_00661
Flammable,Object_00506
Toxic,Object_00322
Flammable,Object_00465
Fragile,Object_00825
Toxic,Object_00843
Toxic,Object_00949
Food,Object_00091
Food,Object_00810
Toxic,Object_00199
Pressurized,Object_01002
Fragile,Object_00720
Flammable,Object_00601
Pressurized,Object_00206
Food,Object_00883
Fragile,Object_00838
Radioactive,Object_01308
Flammable,Object_00627
Pressurized,Object_00664
Pressurized,Object_00396
Fragile,Object_01045
Flammable,Object_01243
Food,Object_01077
Radioactive,Object_00059
Unspecified,Object_00813
Food,Object_01101
Pressurized,Object_01184
Fragile,Object_00224
Oxidizing,Object_01053
Unspecified,Object_01121
Flammable,Object_00755
Explosive,Object_00350
Fragile,Object_00090
Pressurized,Object_00175
Flammable,Object_00837
Corrosive,Object_01406
Pressurized,Object_00478
Flammable,Object_00879
Toxic,Object_01096
Toxic,Object_00766
Fragile,Object_01378
Oxidizing,Object_01293
Pressurized,Object_01309
Oxidizing,Object_01255
Food,Object_01168
Pressurized,Object_00744
Toxic,Object_01211
Oxidizing,Object_01215
Unspecified,Object_00874
Pressurized,Object_00077
Toxic,Object_00411
Pressurized,Object_01008
Fragile,Object_00543
Toxic,Object_00557
Oxidizing,Object_01315
Fragile,Object_01057
Toxic,Object_00052
Food,Object_00721
Explosive,Object_00426
Corrosive,Object_01041
Radioactive,Object_00876
Explosive,Object_00020
Radioactive,Object_00279
Food,Object_00054
Toxic,Object_00824
Toxic,Object_00789
Toxic,Object_01346
Fragile,Object_00455
Fragile,Object_00446
Toxic,Object_01171
Toxic,Object_00995
Unspecified,Object_00229
Pressurized,Object_01226
Toxic,Object_01075
Pressurized,Object_00541
Unspecified,Object_00792
Corrosive,Object_01359
Toxic,Object_00212
Food,Object_00234
Explosive,Object_00558
Food,Object_01236
Toxic,Object_00448
Fragile,Object_01386
Fragile,Object_00903
Explosive,Object_00252
Radioactive,Object_01140
Corrosive,Object_01040
Fragile,Object_00790
Fragile,Object_01289
Radioactive,Object_01286
Toxic,Object_01329
Fragile,Object_00159
Oxidizing,Object_00795
Food,Object_00585
Explosive,Object_01208
Radioactive,Object_01282
Fragile,Object_00498
Corrosive,Object_00276
Explosive,Object_01059
Toxic,Object_00842
Explosive,Object_00713
Radioactive,Object_00887
Unspecified,Object_00891
Explosive,Object_01403
Unspecified,Object_00975
Toxic,Object_01206
Explosive,Object_01402
Corrosive,Object_00444
Pressurized,Object_01207
Unspecified,Object_00625
Unspecified,Object_00587
Unspecified,Object_00200
Pressurized,Object_00057
Toxic,Object_00959
Food,Object_00533
Corrosive,Object_00544
Pressurized,Object_00732
Fragile,Object_00710
Pressurized,Object_01149
Food,Object_00223
Corrosive,Object_00196
Explosive,Object_00928
Flammable,Object_00277
Corrosive,Object_00542
Radioactive,Object_00984
Explosive,Object_01082
Food,Object_00081
Flammable,Object_01343
Unspecified,Object_00530
Corrosive,Object_01347
Food,Object_01351
Corrosive,Object_00384
Toxic,Object_00124
Unspecified,Object_00985
Fragile,Object_00698
Fragile,Object_01263
Radioactive,Object_00690
Oxidizing,Object_00591
Food,Object_00881
Explosive,Object_00923
Radioactive,Object_00278
Toxic,Object_01174
Fragile,Object_00134
Oxidizing,Object_01295
Explosive,Object_00957
Unspecified,Object_00285
Toxic,Object_01007
Explosive,Object_01014
Radioactive,Object_00233
Explosive,Object_00794
Food,Object_00283
Oxidizing,Object_00715
Unspecified,Object_01287
Oxidizing,Object_00069
Flammable,Object_00360
Corrosive,Object_00414
Explosive,Object_01254
Unspecified,Object_00118
Toxic,Object_01054
Explosive,Object_00087
Flammable,Object_00083
Radioactive,Object_00485
Food,Object_00658
Unspecified,Object_01238
Corrosive,Object_00493
Radioactive,Object_00397
Explosive,Object_01050
Flammable,Object_01298
Unspecified,Object_00588
Explosive,Object_00746
Food,Object_00583
Pressurized,Object_00474
Toxic,Object_00462
Pressurized,Object_00647
Oxidizing,Object_00255
Radioactive,Object_01311
Flammable,Object_00409
Unspecified,Object_00706
Flammable,Object_00958
Unspecified,Object_00107
Pressurized,Object_01109
Explosive,Object_00908
Toxic,Object_00146
Food,Object_01123
Flammable,Object_00996
Explosive,Object_00916
Unspecified,Object_00637
Fragile,Object_00136
Oxidizing,Object_00111
Explosive,Object_00613
Pressurized,Object_00440
Flammable,Object_00596
Food,Object_00328
Food,Object_00240
Corrosive,Object_00946
Corrosive,Object_00142
Explosive,Object_00248
Toxic,Object_00207
Corrosive,Object_01156
Fragile,Object_00862
Fragile,Object_01209
Flammable,Object_00850
Oxidizing,Object_01141
Toxic,Object_00343
Corrosive,Object_00327
Oxidizing,Object_00009
Explosive,Object_00438
Unspecified,Object_01391
Oxidizing,Object_01091
Unspecified,Object_00486
Food,Object_00976
Flammable,Object_00015
Unspecified,Object_01135
Oxidizing,Object_01348
Corrosive,Object_00907
Fragile,Object_00293
Flammable,Object_01191
Explosive,Object_00374
Toxic,Object_00681
Flammable,Object_00572
Oxidizing,Object_00807
Oxidizing,Object_00734
Toxic,Object_00867
Flammable,Object_00931
Corrosive,Object_01393
Unspecified,Object_00405
Unspecified,Object_00241
Fragile,Object_00504
Pressurized,Object_01036
Unspecified,Object_00201
Food,Object_00560
Corrosive,Object_01106
Explosive,Object_00189
Toxic,Object_01166
Food,Object_00342
Flammable,Object_00749
Unspecified,Object_00104
