Category,Object
Food,Object_00657
Food,Object_06444
Oxidizing,Object_07332
Food,Object_04976
Fragile,Object_05812
Fragile,Object_06018
Radioactive,Object_06832
Radioactive,Object_04501
Radioactive,Object_00363
Toxic,Object_07137
Explosive,Object_01067
Oxidizing,Object_00830
Fragile,Object_06588
Explosive,Object_00218
Flammable,Object_05823
Food,Object_06777
Radioactive,Object_06991
Radioactive,Object_05078
Radioactive,Object_02183
Flammable,Object_00854
Toxic,Object_03623
Food,Object_03765
Pressurized,Object_02901
Radioactive,Object_01404
Fragile,Object_00454
Toxic,Object_00862
Explosive,Object_06872
Food,Object_06362
Radioactive,Object_01904
Unspecified,Object_03949
Oxidizing,Object_01454
Corrosive,Object_00024
Fragile,Object_05791
Explosive,Object_05822
Unspecified,Object_01269
Food,Object_06558
Explosive,Object_05583
Unspecified,Object_03446
Pressurized,Object_02170
Flammable,Object_03663
Food,Object_05528
Radioactive,Object_03203
Oxidizing,Object_04881
Food,Object_06724
Fragile,Object_03553
Radioactive,Object_00932
Corrosive,Object_05449
Flammable,Object_03480
Oxidizing,Object_02552
Corrosive,Object_04723
Oxidizing,Object_03857
Unspecified,Object_03177
Radioactive,Object_07010
Explosive,Object_07063
Unspecified,Object_00382
Pressurized,Object_02966
Corrosive,Object_02969
Radioactive,Object_04865
Fragile,Object_06252
Radioactive,Object_04807
Flammable,Object_06446
Fragile,Object_01194
Unspecified,Object_05680
Radioactive,Object_04069
Radioactive,Object_02074
Corrosive,Object_02211
Explosive,Object_06010
Explosive,Object_04606
Pressurized,Object_01391
Unspecified,Object_05954
Food,Object_01683
Flammable,Object_06966
Oxidizing,Object_07141
Corrosive,Object_04858
Food,Object_04835
Unspecified,Object_01947
Radioactive,Object_05787
Explosive,Object_05501
Food,Object_03047
Fragile,Object_03742
Fragile,Object_02765
Unspecified,Object_00679
Explosive,Object_01219
Radioactive,Object_04985
Corrosive,Object_04537
Flammable,Object_01522
Fragile,Object_03078
Food,Object_03556
Explosive,Object_01050
Fragile,Object_06013
Radioactive,Object_04227
Radioactive,Object_05164
Corrosive,Object_06743
Radioactive,Object_07062
Fragile,Object_05230
Pressurized,Object_01012
Corrosive,Object_01945
Food,Object_05896
Unspecified,Object_04771
Radioactive,Object_03859
Explosive,Object_03059
Explosive,Object_02424
Fragile,Object_04193
Food,Object_04406
Oxidizing,Object_05040
Food,Object_01176
Flammable,Object_03872
Fragile,Object_01244
Unspecified,Object_03218
Toxic,Object_04802
Food,Object_01767
Pressurized,Object_01033
Explosive,Object_04917
Unspecified,Object_05196
Toxic,Object_04791
Explosive,Object_03804
Corrosive,Object_00110
Food,Object_02807
Flammable,Object_03798
Pressurized,Object_06206
Flammable,Object_03955
Toxic,Object_03420
Food,Object_06250
Toxic,Object_01026
Radioactive,Object_00215
Fragile,Object_04927
Corrosive,Object_00294
Toxic,Object_02135
Unspecified,Object_01827
Explosive,Object_04675
Oxidizing,Object_07218
Toxic,Object_03268
Unspecified,Object_02921
Corrosive,Object_04276
Radioactive,Object_02564
Corrosive,Object_00766
Oxidizing,Object_00179
Corrosive,Object_06181
Fragile,Object_05879
Toxic,Object_05004
Fragile,Object_05947
Explosive,Object_03212
Unspecified,Object_04197
Toxic,Object_06229
Unspecified,Object_02049
Fragile,Object_04186
Corrosive,Object_06583
Explosive,Object_01883
Oxidizing,Object_06143
Toxic,Object_03522
Toxic,Object_06964
Food,Object_06284
Flammable,Object_03196
Corrosive,Object_02543
Flammable,Object_02869
Food,Object_04309
Toxic,Object_00002
Explosive,Object_06753
Oxidizing,Object_02856
Toxic,Object_02282
Toxic,Object_02320
Unspecified,Object_06303
Fragile,Object_04847
Fragile,Object_05140
Radioactive,Object_06744
Food,Object_01299
Toxic,Object_02028
Unspecified,Object_01566
Fragile,Object_05568
Flammable,Object_05588
Fragile,Object_02777
Oxidizing,Object_06866
Radioactive,Object_03184
Fragile,Object_03096
Toxic,Object_04244
Toxic,Object_05417
Fragile,Object_05475
Toxic,Object_07259
Toxic,Object_06088
Radioactive,Object_04971
Fragile,Object_00411
Pressurized,Object_05435
Food,Object_05055
Pressurized,Object_02724
Toxic,Object_01123
Oxidizing,Object_03724
Radioactive,Object_05557
Toxic,Object_06946
Fragile,Object_05645
Fragile,Object_00254
Explosive,Object_02980
Oxidizing,Object_02706
Food,Object_06711
Pressurized,Object_01262
Explosive,Object_06264
Flammable,Object_03609
Toxic,Object_06706
Unspecified,Object_05994
Radioactive,Object_03880
Unspecified,Object_04509
Oxidizing,Object_06988
Food,Object_07280
Radioactive,Object_03786
Corrosive,Object_01266
Flammable,Object_07249
Oxidizing,Object_02875
Fragile,Object_07288
Fragile,Object_04356
Radioactive,Object_00755
Fragile,Object_04115
Radioactive,Object_00880
Oxidizing,Object_04947
Explosive,Object_00239
Flammable,Object_06707
Explosive,Object_00610
Radioactive,Object_05723
Explosive,Object_05284
Flammable,Object_01035
Unspecified,Object_04149
Corrosive,Object_04615
Unspecified,Object_04134
Pressurized,Object_05281
Corrosive,Object_00614
Pressurized,Object_04620
Explosive,Object_01638
Radioactive,Object_04817
Oxidizing,Object_02871
Unspecified,Object_06808
Radioactive,Object_03392
Radioactive,Object_01139
Fragile,Object_00758
Toxic,Object_04964
Fragile,Object_00323
Explosive,Object_04849
Radioactive,Object_03795
Radioactive,Object_00860
Pressurized,Object_05760
Corrosive,Object_06321
Pressurized,Object_04539
Toxic,Object_06778
Fragile,Object_01320
Toxic,Object_05957
Pressurized,Object_03147
Corrosive,Object_06207
Unspecified,Object_05477
Radioactive,Object_07066
Explosive,Object_00907
Radioactive,Object_02125
Toxic,Object_02687
Flammable,Object_07198
Toxic,Object_04972
Oxidizing,Object_03654
Food,Object_05178
Radioactive,Object_05973
Fragile,Object_02971
Radioactive,Object_05940
Explosive,Object_02489
Unspecified,Object_04480
Explosive,Object_02139
Food,Object_01456
Fragile,Object_00821
Food,Object_04950
Explosive,Object_05371
Corrosive,Object_04655
Radioactive,Object_01354
Unspecified,Object_04706
Explosive,Object_05729
Flammable,Object_05245
Unspecified,Object_00937
Food,Object_00876
Oxidizing,Object_00740
Radioactive,Object_00970
Toxic,Object_07311
Corrosive,Object_06749
Explosive,Object_07165
Unspecified,Object_04816
Radioactive,Object_02589
Corrosive,Object_07199
Oxidizing,Object_04030
Flammable,Object_06546
Toxic,Object_00303
Flammable,Object_05672
Toxic,Object_02364
Radioactive,Object_02876
Food,Object_01981
Radioactive,Object_05630
Pressurized,Object_04194
Explosive,Object_04184
Toxic,Object_03787
Fragile,Object_00338
Toxic,Object_01413
Pressurized,Object_01910
Pressurized,Object_06400
Toxic,Object_05543
Radioactive,Object_02307
Corrosive,Object_02355
Flammable,Object_05337
Toxic,Object_05430
Fragile,Object_02500
Corrosive,Object_00676
Oxidizing,Object_01250
Toxic,Object_04268
Unspecified,Object_04002
Pressurized,Object_04651
Toxic,Object_01778
Food,Object_03640
Unspecified,Object_06232
Corrosive,Object_03116
Fragile,Object_02820
Explosive,Object_02513
Unspecified,Object_06762
Fragile,Object_01256
Food,Object_06549
Corrosive,Object_02070
Radioactive,Object_02289
Food,Object_00157
Unspecified,Object_02952
Pressurized,Object_01805
Oxidizing,Object_04588
Food,Object_03658
Oxidizing,Object_01568
Oxidizing,Object_02306
Food,Object_03956
Fragile,Object_00515
Flammable,Object_05487
Food,Object_01278
Oxidizing,Object_06184
Fragile,Object_06054
Pressurized,Object_04336
Explosive,Object_03514
Explosive,Object_04623
Toxic,Object_00313
Food,Object_01579
Oxidizing,Object_04989
Flammable,Object_03713
Corrosive,Object_05563
Food,Object_06645
Corrosive,Object_02476
Explosive,Object_01925
Oxidizing,Object_02390
Fragile,Object_00685
Oxidizing,Object_05107
Explosive,Object_06601
Pressurized,Object_02304
Toxic,Object_02904
Explosive,Object_05310
Pressurized,Object_00682
Food,Object_06453
Food,Object_05649
Pressurized,Object_00340
Fragile,Object_02216
Food,Object_00938
Oxidizing,Object_00302
Flammable,Object_04841
Oxidizing,Object_00892
Food,Object_00147
Unspecified,Object_04460
Food,Object_04531
Toxic,Object_02140
Unspecified,Object_03419
Corrosive,Object_00593
Corrosive,Object_02303
Food,Object_04166
Unspecified,Object_00944
Unspecified,Object_05943
Radioactive,Object_03987
Flammable,Object_02620
Food,Object_01435
Toxic,Object_04751
Food,Object_01922
Food,Object_04009
Radioactive,Object_06606
Corrosive,Object_04956
Corrosive,Object_01578
Oxidizing,Object_05837
Corrosive,Object_06589
Fragile,Object_01881
Corrosive,Object_06424
Flammable,Object_04773
Explosive,Object_01561
Fragile,Object_03323
Oxidizing,Object_01785
Radioactive,Object_05032
Flammable,Object_06930
Corrosive,Object_05582
Flammable,Object_01013
Unspecified,Object_05228
Flammable,Object_05074
Food,Object_03810
Corrosive,Object_04788
Pressurized,Object_05669
Pressurized,Object_01797
Flammable,Object_03858
Pressurized,Object_00365
Fragile,Object_03651
Food,Object_04171
Radioactive,Object_00360
Explosive,Object_03248
Unspecified,Object_04505
Radioactive,Object_04237
Food,Object_03716
Food,Object_02446
Toxic,Object_03322
Explosive,Object_00974
Unspecified,Object_05915
Explosive,Object_03801
Fragile,Object_01671
Radioactive,Object_03326
Radioactive,Object_00834
Pressurized,Object_03538
Corrosive,Object_05922
Oxidizing,Object_06140
Fragile,Object_01822
Fragile,Object_03633
Pressurized,Object_01438
Oxidizing,Object_04150
Unspecified,Object_04584
Food,Object_03603
Radioactive,Object_06251
Explosive,Object_04900
Food,Object_02480
Food,Object_02119
Flammable,Object_06466
Flammable,Object_05316
Flammable,Object_03990
Pressurized,Object_01546
Fragile,Object_03300
Toxic,Object_00746
Corrosive,Object_06304
Food,Object_04037
Unspecified,Object_03754
Corrosive,Object_06243
Food,Object_03053
Corrosive,Object_02452
Flammable,Object_00933
Oxidizing,Object_06893
Unspecified,Object_04003
Flammable,Object_01594
Radioactive,Object_00399
Unspecified,Object_04357
Unspecified,Object_02460
Flammable,Object_04768
Oxidizing,Object_00285
Fragile,Object_02025
Pressurized,Object_00035
Explosive,Object_05635
Explosive,Object_03784
Fragile,Object_04699
Explosive,Object_06339
Oxidizing,Object_02879
Unspecified,Object_06331
Toxic,Object_02113
Corrosive,Object_06630
Fragile,Object_01442
Flammable,Object_05719
Oxidizing,Object_03252
Toxic,Object_05577
Explosive,Object_01002
Food,Object_04083
Toxic,Object_00275
Pressurized,Object_05771
Explosive,Object_01958
Corrosive,Object_05469
Corrosive,Object_06376
Toxic,Object_05346
Unspecified,Object_02943
Unspecified,Object_06691
Unspecified,Object_02502
Food,Object_06183
Corrosive,Object_07245
Toxic,Object_02482
Food,Object_00448
Oxidizing,Object_02836
Corrosive,Object_02656
Flammable,Object_01519
Unspecified,Object_04061
Unspecified,Object_00183
Unspecified,Object_04767
Toxic,Object_00563
Pressurized,Object_02222
Fragile,Object_06419
Oxidizing,Object_00387
Food,Object_03994
Fragile,Object_06468
Oxidizing,Object_06880
Flammable,Object_06186
Fragile,Object_05007
Oxidizing,Object_02747
Explosive,Object_04978
Pressurized,Object_01102
Food,Object_04277
Toxic,Object_01617
Food,Object_03935
Unspecified,Object_00170
