City_name,Nb_warehouses,Nb_customers
Ville_0001,3,1
Ville_0002,1,2
Ville_0003,1,3
Ville_0004,0,3
Ville_0005,3,1
Ville_0006,3,1
Ville_0007,2,1
Ville_0008,2,0
Ville_0009,3,2
Ville_0010,0,1
Ville_0011,0,2
Ville_0012,3,0
Ville_0013,0,1
Ville_0014,1,3
Ville_0015,1,2
Ville_0016,2,0
Ville_0017,1,1
Ville_0018,0,3
Ville_0019,1,1
Ville_0020,3,1
Ville_0021,2,2
Ville_0022,3,3
Ville_0023,2,2
Ville_0024,2,2
Ville_0025,3,3
Ville_0026,0,3
Ville_0027,2,1
Ville_0028,2,2
Ville_0029,3,0
Ville_0030,1,1
Ville_0031,0,2
Ville_0032,3,2
Ville_0033,1,1
Ville_0034,2,1
Ville_0035,3,1
Ville_0036,3,2
Ville_0037,2,3
Ville_0038,3,3
Ville_0039,1,2
Ville_0040,1,1
Ville_0041,3,1
Ville_0042,0,0
Ville_0043,0,0
Ville_0044,0,3
Ville_0045,1,1
Ville_0046,0,1
Ville_0047,0,1
Ville_0048,3,2
Ville_0049,0,3
Ville_0050,3,0
Ville_0051,0,3
Ville_0052,0,0
Ville_0053,2,2
Ville_0054,0,3
Ville_0055,1,0
Ville_0056,0,1
Ville_0057,1,1
Ville_0058,2,2
Ville_0059,2,3
Ville_0060,0,2
Ville_0061,3,3
Ville_0062,1,1
Ville_0063,2,0
Ville_0064,0,0
Ville_0065,3,3
Ville_0066,3,3
Ville_0067,0,0
Ville_0068,1,0
Ville_0069,3,3
Ville_0070,2,0
Ville_0071,0,1
Ville_0072,1,3
Ville_0073,2,0
Ville_0074,0,2
Ville_0075,0,1
Ville_0076,2,0
Ville_0077,1,1
Ville_0078,3,0
Ville_0079,2,1
Ville_0080,1,3
Ville_0081,2,3
Ville_0082,1,0
Ville_0083,2,0
Ville_0084,0,3
Ville_0085,1,0
Ville_0086,2,3
Ville_0087,2,0
Ville_0088,2,3
Ville_0089,3,1
Ville_0090,2,3
Ville_0091,3,1
Ville_0092,3,0
Ville_0093,2,1
Ville_0094,0,0
Ville_0095,2,1
Ville_0096,3,1
Ville_0097,3,2
Ville_0098,2,0
Ville_0099,0,0
Ville_0100,2,3
Ville_0101,2,2
Ville_0102,0,1
Ville_0103,0,1
Ville_0104,3,3
Ville_0105,3,0
Ville_0106,0,0
Ville_0107,2,0
Ville_0108,2,3
Ville_0109,0,2
Ville_0110,3,3
Ville_0111,0,1
Ville_0112,1,3
Ville_0113,1,1
Ville_0114,2,2
Ville_0115,2,3
Ville_0116,1,0
Ville_0117,1,3
Ville_0118,2,3
Ville_0119,2,3
Ville_0120,0,2
Ville_0121,2,1
Ville_0122,3,1
Ville_0123,3,0
Ville_0124,1,2
Ville_0125,0,3
Ville_0126,2,3
Ville_0127,2,3
Ville_0128,2,3
Ville_0129,1,2
Ville_0130,2,1
Ville_0131,3,2
Ville_0132,1,3
Ville_0133,2,2
Ville_0134,3,1
Ville_0135,2,3
Ville_0136,2,3
Ville_0137,2,0
Ville_0138,1,1
Ville_0139,0,3
Ville_0140,1,3
Ville_0141,2,0
Ville_0142,3,3
Ville_0143,1,2
Ville_0144,1,2
Ville_0145,1,3
Ville_0146,3,0
Ville_0147,3,3
Ville_0148,3,3
Ville_0149,0,2
Ville_0150,0,0
Ville_0151,1,2
Ville_0152,1,0
Ville_0153,3,2
Ville_0154,3,0
Ville_0155,0,0
Ville_0156,2,1
Ville_0157,1,3
Ville_0158,2,3
Ville_0159,3,1
Ville_0160,2,0
Ville_0161,3,0
Ville_0162,2,3
Ville_0163,0,0
Ville_0164,1,2
Ville_0165,2,2
Ville_0166,3,1
Ville_0167,3,2
Ville_0168,3,0
Ville_0169,3,3
Ville_0170,2,0
Ville_0171,2,0
Ville_0172,0,0
Ville_0173,2,0
Ville_0174,1,1
Ville_0175,1,1
Ville_0176,2,3
Ville_0177,3,1
Ville_0178,3,1
Ville_0179,1,3
Ville_0180,3,0
Ville_0181,1,3
Ville_0182,3,3
Ville_0183,0,1
Ville_0184,1,2
Ville_0185,0,0
Ville_0186,1,2
Ville_0187,2,1
Ville_0188,3,0
Ville_0189,2,3
Ville_0190,2,3
Ville_0191,3,0
Ville_0192,2,2
Ville_0193,3,1
Ville_0194,2,0
Ville_0195,1,2
Ville_0196,0,1
Ville_0197,2,0
Ville_0198,1,2
Ville_0199,1,3
Ville_0200,3,1
