City_name,Nb_warehouses,Nb_customers
Ville_0001,1,2
Ville_0002,2,0
Ville_0003,1,0
Ville_0004,3,2
Ville_0005,3,2
Ville_0006,1,0
Ville_0007,0,1
Ville_0008,1,3
Ville_0009,3,1
Ville_0010,0,3
Ville_0011,3,2
Ville_0012,2,2
Ville_0013,1,0
Ville_0014,0,3
Ville_0015,1,2
Ville_0016,0,1
Ville_0017,3,2
Ville_0018,0,1
Ville_0019,1,3
Ville_0020,3,0
Ville_0021,1,0
Ville_0022,3,2
Ville_0023,1,3
Ville_0024,1,3
Ville_0025,2,3
Ville_0026,2,1
Ville_0027,3,2
Ville_0028,3,0
Ville_0029,1,0
Ville_0030,3,0
Ville_0031,3,1
Ville_0032,0,0
Ville_0033,1,2
Ville_0034,2,1
Ville_0035,2,0
Ville_0036,1,1
Ville_0037,0,0
Ville_0038,2,1
Ville_0039,2,2
Ville_0040,0,2
Ville_0041,0,2
Ville_0042,1,1
Ville_0043,0,0
Ville_0044,2,1
Ville_0045,0,3
Ville_0046,3,3
Ville_0047,1,2
Ville_0048,3,1
Ville_0049,2,2
Ville_0050,1,1
Ville_0051,0,1
Ville_0052,2,2
Ville_0053,0,1
Ville_0054,0,2
Ville_0055,3,3
Ville_0056,0,3
Ville_0057,3,3
Ville_0058,1,1
Ville_0059,1,1
Ville_0060,3,2
Ville_0061,0,2
Ville_0062,0,1
Ville_0063,2,3
Ville_0064,2,3
Ville_0065,2,0
Ville_0066,2,2
Ville_0067,1,1
Ville_0068,2,3
Ville_0069,3,1
Ville_0070,3,1
Ville_0071,0,2
Ville_0072,3,3
Ville_0073,1,1
Ville_0074,2,2
Ville_0075,1,2
Ville_0076,2,0
Ville_0077,3,1
Ville_0078,1,1
Ville_0079,1,2
Ville_0080,0,0
Ville_0081,1,2
Ville_0082,3,1
Ville_0083,2,3
Ville_0084,1,3
Ville_0085,1,2
Ville_0086,1,0
Ville_0087,0,1
Ville_0088,1,1
Ville_0089,2,0
Ville_0090,2,1
Ville_0091,0,0
Ville_0092,3,3
Ville_0093,1,3
Ville_0094,0,1
Ville_0095,3,3
Ville_0096,0,2
Ville_0097,2,0
Ville_0098,2,3
Ville_0099,1,1
Ville_0100,0,3
Ville_0101,2,0
Ville_0102,0,1
Ville_0103,0,0
Ville_0104,0,1
Ville_0105,1,2
Ville_0106,1,1
Ville_0107,1,1
Ville_0108,2,3
Ville_0109,0,0
Ville_0110,1,3
Ville_0111,0,0
Ville_0112,3,0
Ville_0113,1,3
Ville_0114,3,0
Ville_0115,2,3
Ville_0116,2,3
Ville_0117,0,3
Ville_0118,0,3
Ville_0119,3,1
Ville_0120,3,2
Ville_0121,1,2
Ville_0122,0,0
Ville_0123,2,1
Ville_0124,3,1
Ville_0125,1,2
Ville_0126,3,0
Ville_0127,3,3
Ville_0128,1,1
Ville_0129,0,1
Ville_0130,1,3
Ville_0131,0,0
Ville_0132,2,2
Ville_0133,0,3
Ville_0134,2,1
Ville_0135,1,0
Ville_0136,3,2
Ville_0137,2,2
Ville_0138,0,1
Ville_0139,3,1
Ville_0140,3,3
Ville_0141,3,2
Ville_0142,3,3
Ville_0143,0,3
Ville_0144,1,2
Ville_0145,2,1
Ville_0146,0,2
Ville_0147,3,0
Ville_0148,3,2
Ville_0149,2,0
Ville_0150,3,0
Ville_0151,0,3
Ville_0152,1,1
Ville_0153,2,1
Ville_0154,0,1
Ville_0155,2,1
Ville_0156,3,2
Ville_0157,2,2
Ville_0158,0,3
Ville_0159,1,1
Ville_0160,2,2
Ville_0161,3,2
Ville_0162,1,3
Ville_0163,2,3
Ville_0164,0,1
Ville_0165,2,2
Ville_0166,2,1
Ville_0167,3,1
Ville_0168,3,0
Ville_0169,2,3
Ville_0170,1,1
Ville_0171,3,2
Ville_0172,0,0
Ville_0173,0,2
Ville_0174,1,2
Ville_0175,2,3
Ville_0176,2,1
Ville_0177,0,3
Ville_0178,2,1
Ville_0179,2,0
Ville_0180,0,1
Ville_0181,3,0
Ville_0182,2,3
Ville_0183,0,2
Ville_0184,3,3
Ville_0185,0,2
Ville_0186,1,3
Ville_0187,2,2
Ville_0188,1,3
Ville_0189,0,3
Ville_0190,3,0
Ville_0191,3,2
Ville_0192,3,2
Ville_0193,3,3
Ville_0194,1,3
Ville_0195,1,3
Ville_0196,0,2
Ville_0197,2,0
Ville_0198,2,0
Ville_0199,0,1
Ville_0200,3,3
Ville_0201,1,0
Ville_0202,0,2
Ville_0203,2,0
Ville_0204,3,3
Ville_0205,0,2
Ville_0206,1,2
Ville_0207,3,3
Ville_0208,0,2
Ville_0209,0,1
Ville_0210,1,3
Ville_0211,2,3
Ville_0212,1,1
Ville_0213,0,3
Ville_0214,3,3
