Start_city,End_city,Distance
Ville_0003,Ville_0021,1492
Ville_0021,Ville_0023,1033
Ville_0023,Ville_0029,1704
Ville_0029,Ville_0028,2677
Ville_0028,Ville_0001,2332
Ville_0001,Ville_0017,2644
Ville_0017,Ville_0030,1199
Ville_0030,Ville_0008,2091
Ville_0008,Ville_0027,214
Ville_0027,Ville_0004,1649
Ville_0004,Ville_0007,1174
Ville_0007,Ville_0020,2339
Ville_0020,Ville_0024,1737
Ville_0024,Ville_0012,1585
Ville_0012,Ville_0005,737
Ville_0005,Ville_0026,1023
Ville_0026,Ville_0015,1628
Ville_0015,Ville_0011,2679
Ville_0011,Ville_0014,2758
Ville_0014,Ville_0002,2211
Ville_0002,Ville_0022,2965
Ville_0022,Ville_0006,2255
Ville_0006,Ville_0025,411
Ville_0025,Ville_0019,2531
Ville_0019,Ville_0016,2949
Ville_0016,Ville_0009,2417
Ville_0009,Ville_0010,925
Ville_0010,Ville_0013,968
Ville_0013,Ville_0018,1565
Ville_0018,Ville_0003,646
Ville_0025,Ville_0011,748
Ville_0012,Ville_0020,791
Ville_0001,Ville_0027,2197
Ville_0016,Ville_0026,1049
Ville_0005,Ville_0008,2172
Ville_0019,Ville_0010,771
Ville_0028,Ville_0010,2158
Ville_0022,Ville_0013,458
Ville_0001,Ville_0012,1299
Ville_0015,Ville_0020,2119
Ville_0008,Ville_0009,1620
Ville_0024,Ville_0010,2043
Ville_0001,Ville_0025,462
Ville_0028,Ville_0019,2667
Ville_0007,Ville_0023,2520
Ville_0015,Ville_0013,2124
Ville_0006,Ville_0012,741
Ville_0009,Ville_0006,2446
Ville_0028,Ville_0008,1071
Ville_0012,Ville_0028,206
Ville_0026,Ville_0018,529
Ville_0009,Ville_0024,2087
Ville_0018,Ville_0029,2521
Ville_0010,Ville_0003,2688
Ville_0015,Ville_0014,254
Ville_0015,Ville_0012,782
Ville_0009,Ville_0012,2406
Ville_0030,Ville_0004,690
Ville_0015,Ville_0023,517
Ville_0003,Ville_0015,979
Ville_0023,Ville_0003,2326
Ville_0022,Ville_0026,1215
Ville_0001,Ville_0018,2091
Ville_0024,Ville_0026,971
Ville_0028,Ville_0005,2549
Ville_0011,Ville_0004,2339
Ville_0028,Ville_0004,2788
Ville_0025,Ville_0013,1991
Ville_0026,Ville_0008,1772
Ville_0020,Ville_0001,2180
Ville_0013,Ville_0008,1034
Ville_0014,Ville_0030,2636
Ville_0003,Ville_0028,2902
Ville_0029,Ville_0006,780
Ville_0004,Ville_0028,1674
