Start_city,End_city,Distance
Ville_0037,Ville_0027,1965
Ville_0027,Ville_0080,2599
Ville_0080,Ville_0093,1582
Ville_0093,Ville_0074,120
Ville_0074,Ville_0079,340
Ville_0079,Ville_0084,624
Ville_0084,Ville_0097,726
Ville_0097,Ville_0042,2679
Ville_0042,Ville_0036,1533
Ville_0036,Ville_0050,412
Ville_0050,Ville_0019,704
Ville_0019,Ville_0048,345
Ville_0048,Ville_0061,550
Ville_0061,Ville_0068,2629
Ville_0068,Ville_0065,1310
Ville_0065,Ville_0044,1847
Ville_0044,Ville_0095,1405
Ville_0095,Ville_0099,1351
Ville_0099,Ville_0090,1482
Ville_0090,Ville_0028,1875
Ville_0028,Ville_0064,553
Ville_0064,Ville_0077,2262
Ville_0077,Ville_0013,356
Ville_0013,Ville_0020,457
Ville_0020,Ville_0022,2293
Ville_0022,Ville_0091,2447
Ville_0091,Ville_0094,1059
Ville_0094,Ville_0023,987
Ville_0023,Ville_0047,2066
Ville_0047,Ville_0016,1241
Ville_0016,Ville_0015,1305
Ville_0015,Ville_0006,235
Ville_0006,Ville_0030,1773
Ville_0030,Ville_0066,1667
Ville_0066,Ville_0059,1535
Ville_0059,Ville_0004,910
Ville_0004,Ville_0049,1639
Ville_0049,Ville_0024,1038
Ville_0024,Ville_0025,1545
Ville_0025,Ville_0003,1051
Ville_0003,Ville_0054,1901
Ville_0054,Ville_0026,2591
Ville_0026,Ville_0075,2635
Ville_0075,Ville_0032,2174
Ville_0032,Ville_0018,2939
Ville_0018,Ville_0002,813
Ville_0002,Ville_0007,2179
Ville_0007,Ville_0056,937
Ville_0056,Ville_0060,1784
Ville_0060,Ville_0034,2504
Ville_0034,Ville_0069,2392
Ville_0069,Ville_0012,1798
Ville_0012,Ville_0062,913
Ville_0062,Ville_0017,1131
Ville_0017,Ville_0085,88
Ville_0085,Ville_0098,1007
Ville_0098,Ville_0092,130
Ville_0092,Ville_0035,2383
Ville_0035,Ville_0005,660
Ville_0005,Ville_0088,1065
Ville_0088,Ville_0058,2973
Ville_0058,Ville_0082,2464
Ville_0082,Ville_0041,671
Ville_0041,Ville_0046,1367
Ville_0046,Ville_0086,2425
Ville_0086,Ville_0053,1103
Ville_0053,Ville_0073,1541
Ville_0073,Ville_0014,489
Ville_0014,Ville_0057,190
Ville_0057,Ville_0010,1678
Ville_0010,Ville_0008,993
Ville_0008,Ville_0083,1735
Ville_0083,Ville_0081,710
Ville_0081,Ville_0096,1691
Ville_0096,Ville_0076,1835
Ville_0076,Ville_0071,2080
Ville_0071,Ville_0087,2938
Ville_0087,Ville_0033,2003
Ville_0033,Ville_0043,744
Ville_0043,Ville_0055,1323
Ville_0055,Ville_0031,2830
Ville_0031,Ville_0072,1256
Ville_0072,Ville_0063,2418
Ville_0063,Ville_0001,1237
Ville_0001,Ville_0067,944
Ville_0067,Ville_0009,1170
Ville_0009,Ville_0045,2994
Ville_0045,Ville_0040,2630
Ville_0040,Ville_0029,926
Ville_0029,Ville_0100,290
Ville_0100,Ville_0070,1662
Ville_0070,Ville_0052,2021
Ville_0052,Ville_0038,392
Ville_0038,Ville_0039,2989
Ville_0039,Ville_0011,2986
Ville_0011,Ville_0089,1434
Ville_0089,Ville_0078,135
Ville_0078,Ville_0051,1691
Ville_0051,Ville_0021,2409
Ville_0021,Ville_0037,1069
Ville_0028,Ville_0053,2021
Ville_0074,Ville_0015,2354
Ville_0006,Ville_0071,2942
Ville_0035,Ville_0059,1884
Ville_0047,Ville_0099,1837
Ville_0015,Ville_0067,2236
Ville_0012,Ville_0081,3000
Ville_0023,Ville_0006,1175
Ville_0008,Ville_0025,1847
Ville_0069,Ville_0075,1833
Ville_0003,Ville_0002,222
Ville_0036,Ville_0011,2763
Ville_0083,Ville_0039,1439
Ville_0093,Ville_0079,1404
Ville_0041,Ville_0008,1681
Ville_0067,Ville_0046,2238
Ville_0065,Ville_0077,2741
Ville_0062,Ville_0036,1098
Ville_0030,Ville_0047,1759
Ville_0047,Ville_0045,1232
Ville_0015,Ville_0029,2079
Ville_0050,Ville_0084,2422
Ville_0056,Ville_0057,920
Ville_0060,Ville_0075,913
Ville_0033,Ville_0086,2941
Ville_0092,Ville_0030,1016
Ville_0028,Ville_0075,2439
Ville_0078,Ville_0084,1769
Ville_0044,Ville_0076,1371
Ville_0061,Ville_0046,2113
Ville_0011,Ville_0046,270
Ville_0070,Ville_0030,2549
Ville_0048,Ville_0095,2765
Ville_0094,Ville_0025,375
Ville_0030,Ville_0063,1314
Ville_0065,Ville_0059,2359
Ville_0059,Ville_0083,398
Ville_0020,Ville_0027,1756
Ville_0064,Ville_0033,1637
Ville_0062,Ville_0047,2400
Ville_0030,Ville_0082,1794
Ville_0041,Ville_0086,1201
Ville_0035,Ville_0081,1622
Ville_0016,Ville_0031,98
Ville_0006,Ville_0060,1731
Ville_0088,Ville_0016,1311
Ville_0053,Ville_0100,1689
Ville_0036,Ville_0070,1874
Ville_0097,Ville_0054,1292
Ville_0047,Ville_0020,2011
Ville_0007,Ville_0065,2714
Ville_0061,Ville_0065,681
Ville_0090,Ville_0099,2890
Ville_0059,Ville_0021,1882
Ville_0081,Ville_0046,360
Ville_0049,Ville_0071,2737
Ville_0009,Ville_0078,1051
Ville_0094,Ville_0014,2947
Ville_0012,Ville_0018,566
Ville_0043,Ville_0046,189
Ville_0056,Ville_0071,165
Ville_0001,Ville_0042,252
Ville_0061,Ville_0086,2273
Ville_0010,Ville_0019,1057
Ville_0083,Ville_0092,113
Ville_0024,Ville_0049,921
Ville_0065,Ville_0032,1292
Ville_0056,Ville_0072,2006
Ville_0005,Ville_0015,905
Ville_0032,Ville_0086,1134
Ville_0100,Ville_0019,1275
Ville_0065,Ville_0091,204
Ville_0051,Ville_0033,827
Ville_0090,Ville_0012,1238
Ville_0026,Ville_0016,131
Ville_0020,Ville_0096,1889
Ville_0084,Ville_0035,1534
Ville_0098,Ville_0087,2486
Ville_0004,Ville_0021,1948
Ville_0093,Ville_0001,1954
Ville_0020,Ville_0063,2719
Ville_0090,Ville_0042,1614
Ville_0044,Ville_0081,1242
Ville_0092,Ville_0005,1044
Ville_0019,Ville_0073,1912
Ville_0040,Ville_0055,2773
Ville_0055,Ville_0040,419
Ville_0033,Ville_0015,203
Ville_0072,Ville_0036,2691
Ville_0035,Ville_0085,116
Ville_0032,Ville_0041,2079
Ville_0024,Ville_0074,1306
Ville_0069,Ville_0085,82
Ville_0083,Ville_0022,2742
Ville_0039,Ville_0074,2724
Ville_0072,Ville_0011,1034
Ville_0030,Ville_0092,1796
Ville_0007,Ville_0029,1756
Ville_0030,Ville_0062,2833
Ville_0082,Ville_0064,2864
Ville_0037,Ville_0017,2856
Ville_0035,Ville_0092,239
Ville_0056,Ville_0040,2678
Ville_0032,Ville_0052,289
Ville_0046,Ville_0043,1707
Ville_0063,Ville_0036,1753
Ville_0055,Ville_0100,787
Ville_0084,Ville_0040,444
Ville_0085,Ville_0049,2233
Ville_0053,Ville_0039,1244
Ville_0082,Ville_0078,2172
Ville_0083,Ville_0088,2194
Ville_0015,Ville_0079,1451
Ville_0037,Ville_0089,487
Ville_0030,Ville_0046,1243
Ville_0021,Ville_0080,2922
Ville_0045,Ville_0100,145
Ville_0035,Ville_0055,2667
Ville_0078,Ville_0057,2524
Ville_0012,Ville_0002,76
Ville_0016,Ville_0100,385
Ville_0040,Ville_0070,2737
Ville_0052,Ville_0054,1420
Ville_0041,Ville_0043,2362
Ville_0031,Ville_0062,930
Ville_0060,Ville_0087,1306
Ville_0095,Ville_0039,1000
Ville_0002,Ville_0026,1591
Ville_0039,Ville_0056,1457
Ville_0097,Ville_0026,2862
Ville_0086,Ville_0005,2601
Ville_0084,Ville_0031,1664
Ville_0012,Ville_0098,431
Ville_0084,Ville_0014,351
Ville_0019,Ville_0071,1362
Ville_0026,Ville_0050,2513
Ville_0046,Ville_0080,1518
Ville_0061,Ville_0011,2408
Ville_0070,Ville_0051,2725
Ville_0020,Ville_0018,445
Ville_0012,Ville_0043,2564
Ville_0075,Ville_0058,876
Ville_0029,Ville_0036,2616
Ville_0093,Ville_0029,1163
Ville_0100,Ville_0051,987
Ville_0090,Ville_0092,2565
Ville_0014,Ville_0030,2648
Ville_0013,Ville_0006,1236
Ville_0003,Ville_0018,2068
Ville_0037,Ville_0038,2228
