Start_city,End_city,Distance
Ville_0010,Ville_0007,2967
Ville_0007,Ville_0015,1934
Ville_0015,Ville_0018,475
Ville_0018,Ville_0012,140
Ville_0012,Ville_0017,1991
Ville_0017,Ville_0005,2290
Ville_0005,Ville_0009,2618
Ville_0009,Ville_0014,2514
Ville_0014,Ville_0003,2903
Ville_0003,Ville_0001,791
Ville_0001,Ville_0008,264
Ville_0008,Ville_0002,1211
Ville_0002,Ville_0016,1218
Ville_0016,Ville_0004,1510
Ville_0004,Ville_0019,185
Ville_0019,Ville_0013,1245
Ville_0013,Ville_0006,786
Ville_0006,Ville_0011,1529
Ville_0011,Ville_0020,287
Ville_0020,Ville_0010,1639
Ville_0008,Ville_0001,1567
Ville_0020,Ville_0007,1740
Ville_0012,Ville_0003,2469
Ville_0015,Ville_0004,2926
Ville_0019,Ville_0006,1334
Ville_0005,Ville_0006,2905
Ville_0017,Ville_0019,1066
Ville_0013,Ville_0007,649
Ville_0005,Ville_0010,2567
Ville_0009,Ville_0002,467
Ville_0014,Ville_0002,2389
Ville_0001,Ville_0009,910
Ville_0003,Ville_0006,1735
Ville_0010,Ville_0009,1822
Ville_0016,Ville_0010,2116
Ville_0001,Ville_0019,370
Ville_0014,Ville_0017,1577
Ville_0017,Ville_0011,885
Ville_0010,Ville_0001,2247
Ville_0016,Ville_0013,2434
Ville_0018,Ville_0003,1620
Ville_0002,Ville_0014,494
Ville_0009,Ville_0004,2471
Ville_0017,Ville_0013,1040
Ville_0016,Ville_0012,537
Ville_0016,Ville_0018,1907
Ville_0009,Ville_0005,855
Ville_0005,Ville_0017,2939
Ville_0014,Ville_0009,1031
Ville_0008,Ville_0007,1126
